Date       Tmax    Tmin    Rain    Evap    Radn    VP      RHmaxT  RHminT
 19/08/1981      12     5.7     3.2     3.2     9.7     8.7    62.1      95
 20/08/1981    14.4     8.1       3     4.2      15     8.1    49.4      75
 21/08/1981     9.2     4.3     1.6       3    10.5     7.6    65.4    91.5
 22/08/1981    10.2       4     0.2       3    13.7     6.1      49      75
 23/08/1981    11.7     1.2       0       2    17.5     5.3    38.6    79.6
 24/08/1981    13.2    -2.6       0       2    14.6     5.3      35     100
 25/08/1981    14.4    -0.1       0       1    14.6     6.6    40.3     100
 26/08/1981    12.9     3.9    11.2     3.8    12.1     9.4    63.2     100
 27/08/1981    12.5     5.2       0     3.2    15.1     9.4    64.9     100
 28/08/1981    10.2    -0.6       0       4    16.3     5.7    45.8    97.5
 29/08/1981    11.8     2.6       0     3.2    14.6     6.1    44.1    82.9
 30/08/1981    13.2     4.3     0.2     2.8    14.5     7.6    50.1    91.5
 31/08/1981     6.7     3.4       4     0.2     5.8     6.6    67.3    84.7
  1/09/1981    13.3    -1.3       0     2.8    17.9     4.9    32.1    88.2
  2/09/1981    14.9     1.9       0     4.2    18.3     8.7    51.4     100
  3/09/1981    13.7     1.8       0     1.8    15.1     7.6    48.5     100
  4/09/1981    14.3     0.3       0     2.4    15.7     7.6    46.7     100
  5/09/1981    14.7    -0.8       0     2.8    19.6     7.1    42.5     100
  6/09/1981    15.1      -1       0       4    16.6     6.6    38.5     100
  7/09/1981    17.9     2.2       0     3.8    16.4     8.7    42.4     100
  8/09/1981    19.1     2.3       0     4.8    15.5      10    45.3     100
  9/09/1981    22.7     9.3       0     6.8    19.2     9.4    34.1    80.3
 10/09/1981    21.6       3       0     2.4    18.8      10    38.8     100
 11/09/1981      24     6.1       0       4    19.1      10    33.5     100
 12/09/1981    16.8     3.9       0     9.2    20.7     9.4    49.2     100
 13/09/1981    19.4     1.9       0       4    20.1     8.1      36     100
 14/09/1981    18.6     5.4       0       4    18.4     9.4    43.9     100
 15/09/1981    20.2     1.2     0.2     5.4    20.4     9.4    39.7     100
 16/09/1981    21.5     6.2       0     5.2    19.2    10.7    41.7     100
 17/09/1981    26.7     5.4       0       5    21.4    10.7    30.6     100
 18/09/1981    26.9     7.2       0     6.8      21      14    39.5     100
 19/09/1981      23     9.4     3.4     4.4    11.9    13.1    46.6     100
 20/09/1981    18.3       9       0     1.6    13.9    11.5    54.7     100
 21/09/1981    20.6    11.7       0       2    16.7    13.1      54    95.3
 22/09/1981      19     7.1       0     1.6    20.2      10    45.5    99.2
 23/09/1981    15.2     3.4     9.2     3.4     8.7     7.6      44    97.5
 24/09/1981    12.2     4.2       0       4    21.7     6.1      43      74
 25/09/1981    14.6     2.5       0       4    22.5     6.6    39.7    90.3
 26/09/1981    12.1     0.6     7.4     4.2    10.2     7.1    50.3     100
 27/09/1981    10.8     4.7       0     3.2      14     7.6    58.7      89
 28/09/1981    14.6     1.3       0     4.8    22.8     8.1    48.8     100
 29/09/1981    17.3     4.7       0     4.6    20.5     8.7    44.1     100
 30/09/1981    19.1     6.9       0       6    22.2     8.7    39.4    87.5
  1/10/1981    22.8     5.9       0       9    20.7     7.1    25.6    76.5
  2/10/1981    26.5     8.2    10.6      14    21.7     8.1    23.4    74.5
  3/10/1981    13.3      12     1.6     3.2     9.6    13.1    85.8    93.5
  4/10/1981    14.2     2.4       0     5.6    23.9     4.2      26    57.9
  5/10/1981    17.9     7.3       0     5.8    24.3     8.7    42.4    85.1
  6/10/1981    20.6     3.3       0     5.4    24.7     8.1    33.4     100
  7/10/1981      23     3.2       0     6.6    24.2     7.6    27.1    98.9
  8/10/1981    21.1     8.2       0     3.2    20.8    10.7    42.8    98.5
  9/10/1981    25.8     5.1       0       8    23.8    13.1    39.4     100
 10/10/1981      21     6.9       0       4    16.8      10    40.2     100
 11/10/1981    19.7     9.2       0       4    16.8      10    43.6      86
 12/10/1981    19.9    10.8       0     5.6    21.3    10.7    46.1    82.7
 13/10/1981    22.2     8.8       0     3.8    24.1    10.7      40    94.5
 14/10/1981    24.3     8.6     1.6     7.4    20.2    13.1    43.1     100
 15/10/1981      19     3.6       0     5.4    26.7     8.1    36.9     100
 16/10/1981    18.3     5.2       0     5.6    24.1     7.1    33.8    80.3
 17/10/1981      15     8.3     0.2     4.2    17.1     9.4    55.2    85.9
 18/10/1981    14.2     8.3     1.2     3.2     8.9      10    61.8    91.4
 19/10/1981    15.1     8.5     4.4       2     7.9    10.7    62.4    96.5
 20/10/1981    16.8     9.4     2.4     2.4    14.6    10.7      56    90.8
 21/10/1981    16.1       9     6.2     1.6    12.1    11.5    62.9     100
 22/10/1981    18.2     7.5     1.2     5.2    22.9     8.7    41.6      84
 23/10/1981    17.5     6.5       0       4      23     6.1    30.5    63.1
 24/10/1981    19.2       9       0       4      22     9.4    42.3    81.9
 25/10/1981    23.9       4       0     6.2      28    10.7    36.1     100
 26/10/1981    24.1     5.1       0       6    27.7    10.7    35.7     100
 27/10/1981    27.1     7.4       0    10.2    22.5    13.1    36.5     100
 28/10/1981    26.5      14       0       8    22.6    10.7    30.9      67
 29/10/1981    27.2      10       0     9.6      28      14    38.8     100
 30/10/1981    22.1     7.8       0       4    13.5    12.3    46.3     100
 31/10/1981    22.4      10     2.4       5    23.2    12.3    45.4     100
  1/11/1981    15.7     9.5       0       6      16     8.7    48.8    73.3
  2/11/1981    16.5     9.4     1.2     2.8     9.6    11.5    61.3    97.6
  3/11/1981    22.2    12.4       0     3.2    18.1      15    56.1     100
  4/11/1981    23.4    13.2     3.6     3.6    16.7      15    52.1    98.9
  5/11/1981    20.2     5.4       0     5.4    29.4     9.4    39.7     100
  6/11/1981    21.6       5       0       8    28.2    10.7    41.5     100
  7/11/1981      18     9.3       0     4.8      23     8.7    42.2    74.3
  8/11/1981    23.2     7.6       0       5      25      10    35.2    95.9
  9/11/1981    18.8     9.4    25.6       3     8.6    12.3    56.7     100
 10/11/1981    20.6    15.5       0     8.2    22.5    13.1      54    74.4
 11/11/1981    17.6     9.3       0       8    29.4     6.6    32.8    56.4
 12/11/1981    18.2     7.6       0     6.4    24.3     7.1      34    68.1
 13/11/1981    15.9     9.6     5.2     2.4    15.6     9.4    52.1    78.7
 14/11/1981    19.6     2.8       0       8    29.4     8.1    35.5     100
 15/11/1981    18.8     9.7     3.4     1.4      12    10.7    49.3      89
 16/11/1981    13.9     7.3     5.4     5.4    21.6     6.1    38.4    59.7
 17/11/1981    15.9       1       0       3      28     5.7    31.6    86.8
 18/11/1981    22.4     5.5       0     5.6    30.2     8.7    32.1    96.4
 19/11/1981    21.7     9.2     9.4       4    17.9    12.3    47.4     100
 20/11/1981    19.8    10.8     0.6     3.6    18.1    12.3    53.3      95
 21/11/1981    21.6     8.3     0.2     4.8      21    13.1    50.8     100
 22/11/1981    19.6    11.3       0     5.4    21.5    11.5    50.4    85.9
 23/11/1981    23.2     8.3       0       8    24.2    12.3    43.3     100
 24/11/1981      24    11.2       0     1.4    19.7    13.1    43.9    98.5
 25/11/1981    22.8    13.7       0       3    19.2    12.3    44.3    78.5
 26/11/1981      25     8.2       0     6.4    26.4    12.3    38.8     100
 27/11/1981    26.5    12.3       0       8    21.6    11.5    33.2    80.4
 28/11/1981      30    12.1       0     4.8    23.1      14      33    99.2
 29/11/1981      30    15.1      12     7.2    21.6    17.1    40.3    99.7
 30/11/1981      27    11.1       0     6.4    28.7    13.1    36.8    99.2
  1/12/1981    25.6    12.1       0       6    24.6    12.3    37.5    87.2
  2/12/1981    26.6    12.6       0       8    23.4      14    40.2      96
  3/12/1981    30.1    14.6       0    13.4    28.7    13.1    30.7    78.9
  4/12/1981    29.4    11.4       0      10      31    12.3      30    91.3
  5/12/1981    35.3      11       0      16    28.4    12.3    21.5    93.8
  6/12/1981    30.5    11.6     0.4    14.4    28.9     7.6    17.4    55.7
  7/12/1981    21.1      17     1.4      12    21.7    17.1    68.4    88.3
  8/12/1981    20.6     9.7       0     9.8    29.1     4.5    18.6    37.4
  9/12/1981      23      11       0       8    31.6     7.1    25.3    54.1
 10/12/1981    25.6     8.8       0     8.4    28.9    13.1    39.9     100
 11/12/1981    31.5    11.2       0      16    24.6    11.5    24.9    86.5
 12/12/1981    29.5      16       1     8.6    19.7      14      34      77
 13/12/1981    22.6    14.2     1.8     5.6    12.4      14    51.1    86.5
 14/12/1981    17.2     9.2       0     6.6    22.8     8.7    44.4    74.8
 15/12/1981    22.3     4.6       0       7    31.2     6.1    22.7      72
 16/12/1981    29.2     5.3       0     7.6      32      10    24.7     100
 17/12/1981      30     8.5       0       9    31.9      10    23.6    90.2
 18/12/1981    32.3    11.1       6      10    28.8      15      31     100
 19/12/1981    29.4      16       0    10.8    29.2    17.1    41.7    94.1
 20/12/1981      26    10.3       0       8    30.3    12.3    36.6    98.2
 21/12/1981    27.4    14.3       0       9    23.2    12.3    33.7    75.5
 22/12/1981    30.7    11.7     0.4    12.6    29.1      15      34     100
 23/12/1981      22      15     6.6     3.6    13.3      16    60.5    93.9
 24/12/1981    18.7    13.1       9     2.8     8.2      14      65    92.9
 25/12/1981    17.1    12.2       8     1.4     7.4    13.1    67.2    92.2
 26/12/1981    23.2    12.4       0     6.6    17.1    13.1    46.1      91
 27/12/1981      23    12.8     1.8     4.6    18.2    11.5    40.9    77.8
 28/12/1981    26.9    13.5       0     5.8    25.7      14    39.5    90.5
 29/12/1981      30    14.5       0     9.8      27    17.1    40.3     100
 30/12/1981      26    12.6       0     7.2    27.4      14    41.7      96
 31/12/1981    32.2    14.1       0       8    27.3      15    31.2    93.3
  1/01/1982    34.9    18.3       0      18    26.1      16    28.6    76.1
  2/01/1982    28.5    11.9       0      12    28.7    13.1    33.7    94.1
  3/01/1982    29.7    12.4       0      12    30.3    13.1    31.4      91
  4/01/1982    28.8    11.3       0     7.6    24.9      14    35.4     100
  5/01/1982    27.5    14.1       0       8    24.8      14    38.1    87.1
  6/01/1982      29    15.3       0       6    16.1      16    39.9    92.1
  7/01/1982    29.9    16.8       0      12    26.9    18.2    43.1    95.2
  8/01/1982    26.7      14       0      10    25.5    12.3    35.1      77
  9/01/1982    31.2    11.3       0     9.2    31.1    10.7    23.5      80
 10/01/1982    32.2      13       0    10.2      30    11.5    23.9    76.8
 11/01/1982    35.6    13.1       0     9.4    28.5      14    24.1    92.9
 12/01/1982    35.6    15.4     2.8    13.2    27.6      16    27.5    91.5
 13/01/1982    28.5    20.6       0     7.4    17.8    20.6    52.9    84.9
 14/01/1982    23.9    14.8       0       7    19.6    11.5    38.8    68.4
 15/01/1982    22.1    14.5       0       4    13.6    10.7    40.2    64.8
 16/01/1982    24.6    11.2       0     4.2    10.6    11.5    37.2    86.5
 17/01/1982    29.6      15       0     8.2      20      16    38.6    93.9
 18/01/1982    26.3    15.5     1.4     9.8    23.7    12.3      36    69.9
 19/01/1982    27.3    16.4       0     5.6    19.9    18.2    50.2    97.6
 20/01/1982      32      17       0     6.2    24.6    17.1      36    88.3
 21/01/1982    36.2      16       0     7.6    29.6    18.2    30.3     100
 22/01/1982    35.4    20.2       0    10.2    15.9      15    26.1    63.4
 23/01/1982    35.6      16       0     5.4    20.8      16    27.5    88.1
 24/01/1982    39.4    16.1     1.2      12    28.1    18.2    25.5    99.5
 25/01/1982    37.9    22.1     3.4    16.4    18.8    19.4    29.4      73
 26/01/1982    23.7    14.6       0    10.4    30.4     9.4    32.1    56.6
 27/01/1982    26.6     7.8       0     8.4    30.6     7.6    21.8    71.9
 28/01/1982    27.4     8.6       0       7    27.5    11.5    31.5     100
 29/01/1982    31.3    11.9       5     9.4    29.1      15    32.8     100
 30/01/1982    30.7    16.7     4.4     7.6    21.4    18.2    41.2    95.8
 31/01/1982    29.3      16       0     9.4      25    17.1      42    94.1
  1/02/1982      25      15       0     7.8    21.7      14    44.2    82.1
  2/02/1982    25.4     9.5       0     6.8    28.6    11.5    35.5    96.9
  3/02/1982    28.6      15       0       8    23.3    13.1    33.5    76.9
  4/02/1982    30.8      12       0       8    27.9      16      36     100
  5/02/1982    24.2    13.5       0     8.6    19.4    13.1    43.4    84.7
  6/02/1982    30.6    12.1       0     8.8    28.6    12.3      28    87.2
  7/02/1982    34.4    11.3       0    10.6    29.4    11.5    21.1    85.9
  8/02/1982    35.6      14       0      12    29.1    12.3    21.2      77
  9/02/1982    36.2    16.6       0      13    27.1    11.5    19.1    60.9
 10/02/1982    24.8      14       0      10    26.6    13.1    41.9      82
 11/02/1982    35.8    11.4       0      12    26.9      16    27.2     100
 12/02/1982    31.7    14.7       0     7.8    24.8      15    32.1    89.7
 13/02/1982    32.6    18.4       0     6.8    20.4    18.2      37      86
 14/02/1982    32.4    17.9       0     9.2    27.1      16    32.9    78.1
 15/02/1982    33.3    14.5       0      12    27.2      15    29.3    90.9
 16/02/1982    34.6    16.7       0       8    22.5    13.1    23.8    68.9
 17/02/1982    34.1    17.6       0    14.4    25.3    19.4    36.3    96.4
 18/02/1982    27.5    11.4       0      13    28.4     7.1    19.3    52.7
 19/02/1982    27.8    12.6       0       8    26.1      14    37.5      96
 20/02/1982      33      13       0    10.8    20.6      16    31.8     100
 21/02/1982    32.3    16.6       0    12.6      27      10    20.7      53
 22/02/1982    29.2      13       0    10.2    26.8    12.3    30.4    82.2
 23/02/1982    26.4      13    18.4       5    12.4    17.1    49.7     100
 24/02/1982    23.6    14.6       0     5.4    19.1      14    48.1    84.3
 25/02/1982    27.6    11.6       0     6.4      26      15    40.6     100
 26/02/1982      29    13.9       0       8    18.7    17.1    42.7     100
 27/02/1982    21.5    11.4       0       8    20.1     7.6    29.6    56.4
 28/02/1982    27.7    10.2       0     6.6    22.3    12.3    33.1    98.9
  1/03/1982    27.6    13.6       0    10.6    22.5      14    37.9    89.9
  2/03/1982      21      13       0     5.6    21.5    13.1    52.7    87.5
  3/03/1982      26    10.2     0.2     5.6    16.3    13.1      39     100
  4/03/1982    18.5    14.6    14.8       1     5.8    17.1    80.3     100
  5/03/1982      28    15.7       0     5.4    19.4    17.1    45.2    95.9
  6/03/1982    28.6    14.7       1     6.8    15.4    18.2    46.5     100
  7/03/1982    31.8    14.6       0       7    22.3      16      34    96.3
  8/03/1982      33      18     8.4    10.4    12.5    17.1      34    82.9
  9/03/1982    16.7     9.6       0     4.6     7.8      10    52.6    83.7
 10/03/1982      23     9.6       0     4.2    21.4    10.7    38.1    89.6
 11/03/1982    23.7    11.3       0       5    22.6    11.5    39.3    85.9
 12/03/1982    22.4    10.5       0     6.6      21    13.1    48.4     100
 13/03/1982    21.5    13.7     0.2     3.4    11.6      14    54.6    89.4
 14/03/1982    24.7    13.4       0     4.8    14.2      14      45    91.1
 15/03/1982    24.8    16.1       0       4    10.7    18.2    58.2    99.5
 16/03/1982    27.9    15.2    10.6     5.6      18    17.1    45.5    99.1
 17/03/1982    25.6    16.8       1     3.2    13.6    19.1    58.2    99.9
 18/03/1982    18.8    14.8       0       3     7.9      15    69.2    89.2
 19/03/1982    23.2     9.5       0     2.8    20.4    12.3    43.3     100
 20/03/1982    24.1     8.6       0     5.8    21.7    13.1    43.7     100
 21/03/1982    24.4      10       0       3    15.6    13.1    42.9     100
 22/03/1982    27.7    11.1       0       8    20.3      16    43.1     100
 23/03/1982      24    14.6    46.4     6.4     6.8      14    46.9    84.3
 24/03/1982      20    14.6    13.8     2.4       6    16.8    71.9     100
 25/03/1982    22.6      12       0     2.6    16.9    13.1    47.8    93.5
 26/03/1982    23.1    12.1       0       4      12      15    53.1     100
 27/03/1982    21.4    11.6       0       3    11.3      15    58.9     100
 28/03/1982    22.1    13.6       1       5    13.3    17.1    64.3     100
 29/03/1982    20.3     6.7       0       4      18    11.5    48.3     100
 30/03/1982    21.2      10       0       6    18.6    13.1    52.1     100
 31/03/1982    21.9     8.6       0       4    20.1    12.3    46.8     100
  1/04/1982    23.4    10.8       0       4    18.2    13.1    45.5     100
  2/04/1982    23.7    10.8     2.6     3.2    13.5      16    54.6     100
  3/04/1982    19.8     5.6       0     2.8      19    10.7    46.4     100
  4/04/1982    18.3    10.1       0     4.4    13.1    12.3    58.5    99.6
  5/04/1982    20.4       9       0       4    19.1    13.1    54.7     100
  6/04/1982    21.8     7.1       0     2.6    18.7    12.3    47.1     100
  7/04/1982    21.7     7.6       0     2.2    15.9      14      54     100
  8/04/1982    20.2      13       0     3.4    13.8    11.5    48.6    76.8
  9/04/1982    19.8       8       0       4    16.2    11.5    49.8     100
 10/04/1982    21.5     4.6       0     3.2      15    11.5    44.9     100
 11/04/1982    23.4     6.3       0     3.4    17.2    12.3    42.8     100
 12/04/1982    22.6     6.8       0       2    17.3    11.5      42     100
 13/04/1982      22     9.7       0     3.2    13.7      14      53     100
 14/04/1982    23.4     5.6       0       7    17.6    12.3    42.8     100
 15/04/1982    23.5     6.2       0     3.6    17.3    13.1    45.3     100
 16/04/1982    21.3     6.6     2.4     2.4    11.6    12.3    48.6     100
 17/04/1982    19.3    11.2       0     2.4    11.5    13.9    62.1     100
 18/04/1982    18.4     5.2       0       2    14.1    12.2    57.7     100
 19/04/1982    19.4     9.2       0     2.6    13.6    11.5    51.1    98.9
 20/04/1982    19.7     7.5       0     2.6    12.5    12.3    53.6     100
 21/04/1982    19.6     7.7       0     2.8    13.9    12.3      54     100
 22/04/1982      21     5.7       0     2.8      14    12.3    49.5     100
 23/04/1982    21.5     2.6       0       2    12.3      10      39     100
 24/04/1982      21     6.5     1.8     1.8    10.8    12.3    49.5     100
 25/04/1982    21.3     9.7       0       4    14.3    12.3    48.6     100
 26/04/1982    14.7     6.4     0.2     7.8    12.4     8.1    48.5    84.3
 27/04/1982    11.4     5.1     0.6     0.6    10.1     8.1    60.1    92.3
 28/04/1982    11.8     4.2       0       4     9.2     7.1    51.3    86.1
 29/04/1982    14.6     2.6       0       4    15.3     9.4    56.6     100
 30/04/1982    16.4    -1.1       0     1.8    13.7     7.6    40.8     100
  1/05/1982      18     3.4       0       3    14.9     8.1    39.3     100
  2/05/1982    17.2     1.2       0     1.6    13.9     8.7    44.4     100
  3/05/1982    16.6       3       0     2.6     6.8     9.9    52.4     100
  4/05/1982    19.4     2.1       0     3.8    14.4     9.9      44     100
  5/05/1982    20.2     0.5       0     5.4    13.7     8.7    36.8     100
  6/05/1982    15.6     6.5       0       4    11.5     9.4    53.1    97.2
  7/05/1982    14.2     8.3       0       4     9.1     8.7    53.8    79.5
  8/05/1982    14.1    -0.8       0       4    11.6     7.6    47.3     100
  9/05/1982    14.3      -3       0     1.2    12.8     6.6    40.5     100
 10/05/1982    16.5     0.6       0     3.6    13.8     8.1    43.2     100
 11/05/1982    14.8     2.8       0     1.6    12.1     8.1    48.1     100
 12/05/1982    13.3    -1.2       0     3.4     9.8     7.6    49.8     100
 13/05/1982    15.5     5.4       0     1.8    11.4     9.4    53.4     100
 14/05/1982    15.2    -1.9       0     1.8    12.1     8.1    46.9     100
 15/05/1982    16.9      -2       0     2.4    13.5     5.3    27.5     100
 16/05/1982    18.7    -3.1       0       2    13.1     6.6    30.6     100
 17/05/1982      20    -1.2       0       2    13.2     7.1    30.4     100
 18/05/1982    19.4     0.6       0     7.4    11.8     8.7    38.6     100
 19/05/1982    18.7     5.7       0     6.6     6.6     9.4    43.6     100
 20/05/1982    12.8     3.9       0     3.4    13.1     6.6    44.7    81.8
 21/05/1982    13.4     6.8       0     2.2    11.2     8.1    52.7      82
 22/05/1982    10.6    -4.2       0     1.2    11.4     5.7    44.6     100
 23/05/1982      13    -6.1       0       1    12.1     5.3    35.4     100
 24/05/1982    13.3    -3.2       0     1.6    10.6     5.7    37.3     100
 25/05/1982    12.8    -4.2       0     1.2     9.8     5.7    38.6     100
 26/05/1982    16.1     0.1       0     1.8     8.6     7.6    41.6     100
 27/05/1982    19.4     3.7       0       2     7.3     7.1    31.5    89.2
 28/05/1982    19.4     6.3       0     1.6       5    10.7    47.5     100
 29/05/1982    16.2     9.4       0       2     3.6    13.1    71.2     100
 30/05/1982    17.6     8.8       0       3     9.3    12.3    61.2     100
 31/05/1982      11     9.6     4.6     1.8     4.5      10    76.2    83.7
  1/06/1982    10.4       0       0     2.4    11.9     6.1    48.4    99.9
  2/06/1982      11    -3.4       0     2.4    10.8     5.7    43.5     100
  3/06/1982     9.7     0.2       0       2    11.3     5.7    47.4      92
  4/06/1982    12.8    -1.6       0     1.2    11.5     6.6    44.7     100
  5/06/1982    14.4    -0.6       0     0.8    10.3     7.6    46.4     100
  6/06/1982    13.1    -0.4       0     2.2    10.8     6.6    43.8     100
  7/06/1982    13.7    -2.4       0     1.2    10.8     6.6    42.1     100
  8/06/1982    12.7    -3.8       0       2    10.8     5.3    36.1     100
  9/06/1982    12.6      -5       0       1     9.6     4.5    30.9     100
 10/06/1982    14.2    -1.4     1.2       1     6.8     7.6      47     100
 11/06/1982    12.8     4.9     3.4     2.2     6.9      10    67.7     100
 12/06/1982    11.4     6.1     3.8     0.4     5.6     9.4    69.8    99.9
 13/06/1982      11     6.5     0.4       2     3.6     9.4    71.7    97.2
 14/06/1982    16.1     5.6       0       1     8.8     9.4    51.4     100
 15/06/1982    15.2     7.6       0     2.4     4.7      10    57.9    95.9
 16/06/1982    12.9       6       0       2    11.3     8.1    54.5    86.7
 17/06/1982    11.7    -4.4       0     1.8      11     4.9    35.7     100
 18/06/1982      11    -1.5       0     0.8    10.8     8.1    61.7     100
 19/06/1982     9.9    -3.9     0.4     1.6     9.8     5.7    46.8     100
 20/06/1982    10.3    -1.8       1     1.2       6     6.6    52.7     100
 21/06/1982     6.4     1.7       0     1.6     6.4     6.6    68.7    95.6
 22/06/1982    11.1    -5.2       0     1.8    11.7     4.9    37.1     100
 23/06/1982    11.8      -4       0     1.2    10.7     5.7    41.2     100
 24/06/1982    10.6    -1.8       0       4    11.2     6.6    51.7     100
 25/06/1982    11.7    -0.2       0     1.4    10.9     7.1    51.7     100
 26/06/1982    11.4    -3.8       0       2    11.1     5.7    42.3     100
 27/06/1982    10.9    -4.6       0     1.6     9.3     5.7    43.7     100
 28/06/1982      12    -0.3       0     1.2    11.5     7.1    50.7     100
 29/06/1982    12.4      -7       0     0.6    11.1     4.5    31.3     100
 30/06/1982    12.9    -4.6       0     2.2     9.3     5.7    38.3     100
  1/07/1982    12.5    -0.9       0     0.4     9.4     6.6    45.6     100
  2/07/1982    12.5    -4.8     0.4     0.6     8.3     4.9    33.8     100
  3/07/1982    11.5       2       0     0.6       6     8.7    64.2     100
  4/07/1982    13.4    -1.6       0       1    10.7     6.1    39.7     100
  5/07/1982     9.2    -3.2       0     1.8     8.6     6.1    52.5     100
  6/07/1982    10.8    -3.2       0     3.2    11.8     4.2    32.4      87
  7/07/1982    11.6    -4.8       0     1.2      11     4.5      33     100
  8/07/1982    11.9    -1.8       0     1.4     7.6     6.1    43.8     100
  9/07/1982    13.2    -3.9       0     1.2    10.4     5.7    37.6     100
 10/07/1982    12.1    -3.4       0     0.4     8.8     5.3    37.6     100
 11/07/1982    14.5    -1.4       0       2    10.5     8.1    49.1     100
 12/07/1982      13     0.4       0     2.2    12.1     7.1    47.4     100
 13/07/1982    12.4    -2.6       0     2.2    11.3     6.1    42.4     100
 14/07/1982    11.4       0       0     1.4       9     7.1    52.7     100
 15/07/1982    11.2       1       0     1.4    11.9     6.1    45.9    92.9
 16/07/1982    10.6    -2.4       0     1.4    12.6     5.3    41.5     100
 17/07/1982    10.3    -8.2       0     2.4    12.1     4.2    33.5     100
 18/07/1982    10.3    -5.1     0.2     2.6    10.7     5.3    42.3     100
 19/07/1982     7.7     0.5       0       2     7.7     6.6    62.8     100
 20/07/1982    10.1    -0.7       0     1.8    12.6     5.7    46.1    98.2
 21/07/1982    10.4    -8.6       0     0.8    12.5     4.2    33.3     100
 22/07/1982     8.8    -6.8       1       0     5.8     4.5    39.8     100
 23/07/1982    12.9    -2.7       2     1.2       9     7.6    51.1     100
 24/07/1982    13.4     0.9       0       1    10.4     7.5    48.8     100
 25/07/1982    13.6    -4.2       0     2.4    12.3     5.7    36.6     100
 26/07/1982    14.3      -5       0     1.6    11.7     4.9    30.1     100
 27/07/1982    13.3    -1.3       0     1.6    13.5     6.6    43.2     100
 28/07/1982    11.6    -1.3     0.2     4.4    10.6     6.9    50.5     100
 29/07/1982     8.3     1.1       0       2    10.6     5.7    52.1    86.2
 30/07/1982     8.7       3       0       4     9.5     5.3    47.1      70
 31/07/1982    11.8     1.9       0       4    12.8     6.6    47.7    94.2
  1/08/1982    14.3    -2.2       0       2    13.9     6.6    40.5     100
  2/08/1982    14.1    -4.5       0     2.8    12.4     5.7    35.4     100
  3/08/1982    16.4    -2.8       0     3.2    12.3     6.1    32.7     100
  4/08/1982    15.2    -3.4       0     2.8    13.8     5.3    30.7     100
  5/08/1982      16     0.7       0       3    11.1     8.1    44.6     100
  6/08/1982      16    -2.7       0       2    14.4     6.1    33.6     100
  7/08/1982    14.7    -1.6       0     2.2    14.8     7.1    42.5     100
  8/08/1982    16.2    -4.4       0     3.6    14.7     6.1    33.1     100
  9/08/1982    17.3    -3.3       0     2.2    12.4     4.9    24.8     100
 10/08/1982    18.5    -0.4       0     3.4    10.5     7.6    35.7     100
 11/08/1982    16.8       4     6.2     3.6     5.5     7.6    39.7    93.5
 12/08/1982    11.7     7.1       0       3    11.8     9.4    68.4    93.2
 13/08/1982    13.4      -1       0     1.8    12.3     7.5    48.8     100
 14/08/1982    15.6    -1.9       0     1.8    14.9     7.6    42.9     100
 15/08/1982    13.5       3     2.6     2.2     7.5     8.7    56.3     100
 16/08/1982    14.4     5.4       0       2    13.7     8.7    53.1    97.1
 17/08/1982    15.3     0.7       0     2.2    15.2     7.1    40.9     100
 18/08/1982    15.3     0.1       0     2.6    14.2     7.6    43.7     100
 19/08/1982    17.4    -3.2       0       2    16.4     7.1    35.7     100
 20/08/1982    17.7    -3.2     0.2     4.2    16.2     7.1    35.1     100
 21/08/1982    19.8    -2.3       0     2.8    16.4     6.6    28.6     100
 22/08/1982    19.3     1.2       0     3.6    16.9     7.6      34     100
 23/08/1982    18.9      -1       0     3.8      17     8.1    37.1     100
 24/08/1982    19.3    -0.9       0     4.6    11.9     7.6      34     100
 25/08/1982    21.7     1.3       0     4.2    14.2     6.6    25.4    98.4
 26/08/1982    21.8     0.1       0       6    17.9     7.1    27.2     100
 27/08/1982    21.7    -0.5       0       4    17.6     8.5    32.8     100
 28/08/1982    21.4    -2.4       0       6    18.8     5.7    22.4     100
 29/08/1982    21.5    -1.2       0     3.4    18.9     6.1    23.8     100
 30/08/1982      24    -0.4     1.8     4.8    18.1     6.1    20.4     100
 31/08/1982    14.1     7.8     0.4     2.2    11.2    11.5    71.5     100
  1/09/1982    18.9     8.2       0     5.6    15.3    11.5    52.7     100
  2/09/1982    24.3     2.9     2.4       8    18.3     6.6    21.7    87.8
  3/09/1982    17.2    10.4     0.2     5.2    13.4    12.3    62.7    97.6
  4/09/1982    14.9     1.1       0     3.4    19.6     5.3    31.3    80.1
  5/09/1982    17.1    -1.7       0     4.4    19.3     6.6    33.9     100
  6/09/1982    16.8    -0.1       0       4    15.3     6.1    31.9     100
  7/09/1982    14.4    -0.1       0     7.2    20.4     4.5    27.4    74.2
  8/09/1982    16.5     3.6       0     6.8    19.8     7.1    37.8    89.8
  9/09/1982      11     7.5     0.2     2.8    13.8     5.7    43.5      55
 10/09/1982    12.8    -6.4       0     5.4    20.6     4.2    28.4     100
 11/09/1982    14.8     3.2       0     3.6    20.5     5.7    33.9    74.2
 12/09/1982    16.5    -2.4       0     2.8    21.2     5.7    30.4     100
 13/09/1982    18.5     1.7       0       4    19.2     7.6    35.7     100
 14/09/1982    18.4     6.2       0     3.7      17     8.7    41.1    91.8
 15/09/1982    18.6     2.8       0       6    16.2     8.7    40.6     100
 16/09/1982    21.7     1.9       0     2.8      20     8.7    33.5     100
