Date       Tmax    Tmin    Rain    Evap    Radn    VP      RHmaxT  RHminT
 17/09/1982    17.9     6.6     9.8     5.8     7.3     7.6    37.1      78
 18/09/1982    16.6    10.6       0       4      21     8.1    42.9    63.4
 19/09/1982    15.3     0.9     2.2     5.4    16.7     8.7    50.1     100
 20/09/1982    12.2     5.9       0     3.6     8.6     6.6    46.5    71.1
 21/09/1982    13.3     6.4       0     2.4    13.9     8.1    53.1    84.3
 22/09/1982    13.9     2.4       0     1.4    19.7     7.1    44.7    97.8
 23/09/1982    17.5    -0.7       0       4    19.9     7.6      38     100
 24/09/1982    20.4     0.6       0       6    22.4     8.7    36.3     100
 25/09/1982    21.5     3.3     4.8     8.8    14.9     7.6    29.6    98.2
 26/09/1982    20.4     9.3      17     4.6    22.6     5.7    23.8    48.7
 27/09/1982    13.3     8.4     6.2     4.2     5.8    10.7    70.1    97.1
 28/09/1982    16.4     7.6       0       2    21.5      10    53.6    95.9
 29/09/1982    10.9       7      10     5.2      10     8.7    66.8    86.9
 30/09/1982    11.6     3.2       0     1.2    23.1     5.3    38.8      69
  1/10/1982    18.1    -1.7       0       4    24.1     7.6    36.6     100
  2/10/1982      20     0.6       0     6.2    24.3     8.7    37.2     100
  3/10/1982    21.9     0.2       0     5.8    20.7     7.1      27     100
  4/10/1982    19.8     7.6       0    10.4    14.3     6.6    28.6    63.3
  5/10/1982    16.5     3.3       0       4    23.9     6.6    35.2    85.3
  6/10/1982    19.8     0.6       0       4    24.3     8.1    35.1     100
  7/10/1982      25       6       0       7    24.5    10.7    33.8     100
  8/10/1982      25     9.8     1.2     9.2    23.7     8.1    25.6    66.9
  9/10/1982    12.8     7.7     2.6     6.6     6.5     7.6    51.4    72.4
 10/10/1982    16.7     2.8       0       4    24.1     7.1    37.4    95.1
 11/10/1982    19.6     2.7       0     4.6    25.6     8.1    35.5     100
 12/10/1982    23.7     2.1       0       3    16.3     8.1    27.6     100
 13/10/1982    24.4     4.7       0       8    24.3     7.1    23.2    83.2
 14/10/1982    22.6     6.7       0     8.4    22.1      10    36.5     100
 15/10/1982    19.5     6.6       0     4.2    23.1     7.6    33.5      78
 16/10/1982    17.6     6.4     0.8     8.6    17.2      10    49.7     100
 17/10/1982    16.6     5.4       0     6.6    19.7     5.7    30.2    63.6
 18/10/1982    19.6     3.7       0       4    26.8     6.6    28.9    82.9
 19/10/1982    24.1     2.9       0    10.2    20.6     5.3    17.7    70.5
 20/10/1982    16.5     6.3       0    10.2    23.8     3.9    20.8    40.9
 21/10/1982    14.4     7.7     0.8     3.8    17.9     7.1    43.3    67.6
 22/10/1982    19.6     0.3       0       6    24.6     7.6    33.3     100
 23/10/1982    21.9     2.5       0       7    26.5     7.6    28.9     100
 24/10/1982    20.4     9.7       0     3.6    20.1     9.4    39.2    78.2
 25/10/1982    24.5     4.3       0       6    25.6      10    32.5     100
 26/10/1982    28.6     6.8       0     8.4    28.1    11.5    29.4     100
 27/10/1982    31.7     7.4       0     7.6    19.5     7.1    15.2      69
 28/10/1982    25.6     7.5       0    10.8    26.6     7.6    23.2    73.4
 29/10/1982    26.6       7       0     9.2    27.5      10    28.7    99.9
 30/10/1982    29.7     7.4     5.4      10      15     5.7    13.7    55.4
 31/10/1982    19.3     7.6     0.2     8.2    27.3     8.1    36.2    77.6
  1/11/1982    20.2     8.5       0     6.4      25     8.7    36.8    78.4
  2/11/1982    23.3     4.5       0     5.8    28.9     8.1    28.3    96.2
  3/11/1982    26.9       4       0     6.8    29.4      10    28.2     100
  4/11/1982    29.2     7.4       0      10    29.8     7.6    18.8    73.9
  5/11/1982    31.8     7.6       0      12    29.6     8.7    18.5    83.4
  6/11/1982    33.1     7.6       0      12    28.9     7.1      14    68.1
  7/11/1982    33.8     9.6       0    17.8    27.9     6.1    11.6    51.1
  8/11/1982    28.2    11.3       0      11    26.7    11.5    30.1    85.9
  9/11/1982    27.1     5.8       0      14    30.1     7.1    19.8      77
 10/11/1982    24.4    15.2       0      12    26.6     6.6    21.6    38.2
 11/11/1982    24.2    10.6       0       6    26.5     9.4    31.1    73.6
 12/11/1982    27.2     6.8       0    10.4    30.7     8.1    22.5      82
 13/11/1982      30     4.8       0      10    30.9     4.5    10.6    52.3
 14/11/1982    30.9    10.6       0    10.2    24.4     7.6      17    59.5
 15/11/1982    30.6    13.4       0    13.2    16.3     8.7    19.8    56.6
 16/11/1982    30.1    19.6       0    13.8    21.2    13.1    30.7    57.5
 17/11/1982    22.1    13.9       0    15.4    22.2     4.9    18.4    30.9
 18/11/1982    19.5      10       0     9.8    28.9     5.7    25.2    46.5
 19/11/1982    27.3     3.3       0    10.2    31.6     5.7    15.7    73.7
 20/11/1982      29     7.6       0     9.8    30.7    10.7    26.7     100
 21/11/1982    29.6    10.8       0     9.2    29.8    13.1    31.6     100
 22/11/1982    31.8      14       0      12    30.3      15    31.9    93.9
 23/11/1982    34.1    13.4       0      11    30.6     8.7    16.3    56.6
 24/11/1982    36.4    12.9       0    13.6    27.8     8.1    13.3    54.5
 25/11/1982    36.2    14.3       0    17.2    24.4    12.3    20.5    75.5
 26/11/1982    29.6     7.8       0      13    31.2      10    24.1    94.6
 27/11/1982    28.1     8.3       0     9.4    29.9     5.7      15    52.1
 28/11/1982    21.3    11.9       0     5.6    19.5    10.7    42.3    76.8
 29/11/1982    30.1    10.6       0    12.2    29.6    10.7    25.1    83.8
 30/11/1982      36      15       0      12    26.2    12.3    20.7    72.2
  1/12/1982    28.4    19.6       0    10.8    20.3      10    25.9    43.9
  2/12/1982    22.2    10.8       0     5.8    20.5      10    37.4    77.3
  3/12/1982    28.3    12.4       0      12    25.1    13.1    34.1      91
  4/12/1982    27.7     8.1       0      10    31.6     7.6    20.5    70.4
  5/12/1982      27    12.4       0      12    28.7    11.5    32.3    79.9
  6/12/1982    25.7    13.3       0       8    19.4    11.5    34.8    75.3
  7/12/1982    28.1    10.2       0    10.4    19.8      10    26.3    80.4
  8/12/1982      13     8.7     5.6     5.6    14.2     7.1    47.4    63.2
  9/12/1982    17.4     7.9     0.8     1.4    15.1    10.7    53.9     100
 10/12/1982      22     9.6       0     7.6    22.4     8.7    32.9    72.8
 11/12/1982    23.7     8.6       0     6.8    26.5     9.4    32.1    84.2
 12/12/1982    27.5    11.5       0       8    30.6      10    27.2    73.7
 13/12/1982    31.7    10.6       0     7.2    30.7    13.1      28     100
 14/12/1982    33.1    13.6       0      12    25.9    12.3    24.3      79
 15/12/1982      34    13.3     0.8    12.2    21.3    11.5    21.6    75.3
 16/12/1982    32.7    15.7       0    12.4    30.1     7.6    15.4    42.6
 17/12/1982    35.1    11.3       0    12.4    31.6     8.7    15.4      65
 18/12/1982    34.9    16.4       0     9.2    28.9      15    26.8    80.5
 19/12/1982    28.7    14.2       0     8.8    23.7    13.1    33.3    80.9
 20/12/1982    27.4    12.2       0      12    31.3    11.5    31.5      81
 21/12/1982      26    11.9       0     9.8      25     9.4      28    67.5
 22/12/1982      30    10.8       0     9.4      32    11.5    27.1    88.8
 23/12/1982    34.4    13.3     1.2    10.4    28.6    11.5    21.1    75.3
 24/12/1982      34    18.4       0    11.4    18.2      16    30.1    75.6
 25/12/1982    24.3    13.1    16.6     8.6    17.8    13.1    43.1      87
 26/12/1982    22.1    13.5       0       5    17.2    12.3    46.3    79.5
 27/12/1982    30.8    13.3       1     8.6    19.6    13.1    29.5    85.8
 28/12/1982    25.3      15     0.4     3.8     9.1    17.1      53     100
 29/12/1982    27.5    15.7       0     2.6      13    13.1    35.7    73.5
 30/12/1982      29    16.4       0       8    17.1    17.1    42.7    91.7
 31/12/1982    29.4    17.6       0     8.4    24.1    17.1    41.7      85
  1/01/1983    31.6    17.7    10.2     8.8    24.1    17.1    36.8    84.5
  2/01/1983    22.7    16.8    10.8     2.8    11.5    20.6    74.7     100
  3/01/1983    26.6    13.6       0       9    27.8    13.1    37.6    84.2
  4/01/1983    28.7      10       0    11.4    31.3    13.1    33.3     100
  5/01/1983    30.9    15.7       0    14.2    32.7     5.7    12.8      32
  6/01/1983    28.9    14.5       0     8.2    27.3    12.3    30.9    74.5
  7/01/1983    31.7      13       0     8.2    31.7    12.3    26.3    82.2
  8/01/1983    36.8    13.7       0    22.6    29.1    18.2    29.3     100
  9/01/1983      34    19.3       0    20.2    29.9    12.3    23.1      55
 10/01/1983    23.9    17.8       0      17    30.4     7.1    23.9    34.9
 11/01/1983    19.9    13.6       0     9.4    16.5     7.1    30.6    45.6
 12/01/1983      22     8.4       0     9.6    32.4     4.2    15.9    38.1
 13/01/1983    23.7     7.5       0      10    30.8     7.6    25.9    73.4
 14/01/1983    23.7     7.3       0     7.8      30     9.4    32.1      92
 15/01/1983    25.6     7.8       0       8    28.2    10.7    32.6     100
 16/01/1983    27.4      12       0    13.2    29.5    12.3    33.7    87.8
 17/01/1983    28.4     9.2       0      12    31.2     8.7    22.5    74.8
 18/01/1983    28.6     9.9       0       9    29.3    13.1    33.5     100
 19/01/1983    26.4    12.4       0     7.6    25.6    12.3    35.7    85.5
 20/01/1983    30.2      11       0     9.8    29.6    11.5    26.8    87.7
 21/01/1983    34.7    14.7       0    10.8    27.2    12.3    22.2    73.6
 22/01/1983      35    13.9       0      12    29.7    11.5    20.5    72.5
 23/01/1983    35.9      14       0    13.2    25.1      15    25.4    93.9
 24/01/1983    27.8    16.1       0     9.4    27.7      15    40.2      82
 25/01/1983    27.6    15.5       0     6.4    20.7      14    37.9    79.6
 26/01/1983    31.6    14.7     7.6     7.6    19.3    17.1    36.8     100
 27/01/1983    28.8      15       0     9.6    21.9      15    37.9      88
 28/01/1983    30.4    13.1       0     9.4    27.6    13.1    30.2      87
 29/01/1983    33.6    15.6       0    11.6    28.2    17.1    32.9    96.5
 30/01/1983      36    16.1       0      12    29.9    10.7      18    58.5
 31/01/1983    37.2    16.5       0    11.8    27.7      14    22.1    74.6
  1/02/1983    38.1    20.2       0      15    25.8      16      24    67.6
  2/02/1983    33.8    22.6       5       9    17.5    13.1    24.9    47.8
  3/02/1983    32.6    15.6       0       8    26.4      16    32.5    90.3
  4/02/1983    32.2    14.6       0    11.4    27.7    10.7    22.3    64.4
  5/02/1983    31.1    18.3       0     5.2    18.9    18.2    40.3    86.6
  6/02/1983    34.8    16.5       0    11.6    27.3    19.4    34.9     100
  7/02/1983    35.1    18.5       0    11.8    22.9    13.1    23.2    61.5
  8/02/1983    37.8    14.7       0      12    28.3     7.6    11.6    45.5
  9/02/1983    37.8    21.6       0      16    17.1    13.1      20    50.8
 10/02/1983      34    18.7     0.4     8.2    11.7    17.1    32.1    79.3
 11/02/1983      28    16.8       0     8.2    19.3    17.1    45.2    89.4
 12/02/1983    25.4    17.2     2.4     3.4    14.4    17.1    52.7    87.2
 13/02/1983    29.8    14.8     1.2     6.6    22.7      15    35.8    89.2
 14/02/1983    31.2    14.8       0       8    25.1    17.1    37.6     100
 15/02/1983    35.2    15.4       0    10.8    26.2    17.1    30.1    97.8
 16/02/1983    37.6      17       0    15.8    27.7     9.4    14.5    48.5
 17/02/1983    30.7    19.5       0       8    16.8    10.7    24.2    47.2
 18/02/1983      24     9.4       0     7.4    23.8    10.7    35.9    90.8
 19/02/1983      23    11.7       0     7.4    18.9      10    35.6    72.8
 20/02/1983    23.7    11.1       0     6.6      17    12.3      42    93.1
 21/02/1983    24.4    13.9       0     3.4    13.9      14    45.8    88.2
 22/02/1983    27.8    13.5    23.6     4.6    15.2      14    37.5    90.5
 23/02/1983    26.5    16.7     0.6     6.4    16.1    17.1    49.4      90
 24/02/1983    25.6    13.9       0     5.6    11.7      15    45.7    94.5
 25/02/1983      27    14.6       0       8    23.2      15    42.1    90.3
 26/02/1983      30    17.7       0       6    24.3    17.1    40.3    84.5
 27/02/1983      33    15.3       0       8    24.1    18.2    36.2     100
 28/02/1983    33.2    14.9       0    10.2    21.9      16    31.5    94.5
  1/03/1983    31.5    14.5       0     9.2    21.9    18.2    39.4     100
  2/03/1983    33.8    15.7       0     7.6    23.4    18.2    34.6     100
  3/03/1983    34.5    16.7       0       8    23.9      16    29.3    84.2
  4/03/1983    33.8    15.6       0    10.6    24.1    17.1    32.5    96.5
  5/03/1983    33.1    20.7       0    11.6    21.6      14    27.7    57.4
  6/03/1983    35.2    17.7       0    11.6    23.2    17.1    30.1    84.5
  7/03/1983    35.9    17.6       0    11.2    21.9    17.1    28.9      85
  8/03/1983    36.5    20.1       0    15.8    20.4      15    24.6    63.8
  9/03/1983    32.6      26       0      14    23.6      15    30.5    44.6
 10/03/1983    21.5    11.4       0    11.6    23.2     9.4    36.7    69.8
 11/03/1983    27.8      11       0     6.6    20.7    12.3    32.9    93.8
 12/03/1983    33.3     9.6       0    10.6    22.3    12.3      24     100
 13/03/1983      34    18.2     0.2    10.8    15.6    12.3    23.1    58.9
 14/03/1983    23.7    16.7     4.8     4.8     9.4    17.1    58.4      90
 15/03/1983    25.6    17.2     0.8     3.6       7    19.4    59.1    98.9
 16/03/1983    21.4    13.2       0     4.2    15.2    12.3    48.3    81.1
 17/03/1983    21.9    13.8       0     3.4    12.6    13.1    49.9    83.1
 18/03/1983    24.9    11.1       0       5    20.1      14    44.5     100
 19/03/1983    28.4    10.6       0     6.4    18.4      14    36.2     100
 20/03/1983    21.9    13.6    10.2     5.6     6.5    13.1    49.9    84.2
 21/03/1983    19.7    14.9      46     4.6     5.1    18.2    79.3     100
 22/03/1983    20.3    13.5     1.4     7.2    11.6    13.1      55    84.7
 23/03/1983    16.1    12.8     0.2       3    10.4    11.5    62.9    77.8
 24/03/1983      18    10.4       0     5.2    17.2     9.4    45.6    74.6
 25/03/1983      20     6.9       0       4    17.6    11.5    49.2     100
 26/03/1983      21    10.7       0       4    19.2    13.1    52.7     100
 27/03/1983    22.9     8.2       0       4    18.9    12.2    43.7     100
 28/03/1983      23     9.7       0     7.6      19    13.1    46.6     100
 29/03/1983    23.7     5.2       0     6.4    20.6     8.7    29.7    98.4
 30/03/1983    25.4     8.8       0     4.6    20.7    11.5    35.5     100
 31/03/1983    23.7    12.4       0       4    15.7      14    47.8    97.3
  1/04/1983    18.6    15.4       2     2.8     5.3      15      70    85.8
  2/04/1983    16.6    11.5       0     1.2     8.6    12.3    65.1    90.7
  3/04/1983    18.3    11.2       0     2.2    13.7    11.5    54.7    86.5
