Date	Block	T1Drain	T2Drain	T3Drain	T4Drain	T5Drain	T6Drain	T7Drain	T8Drain	T9Drain	T1CumDrain	T2CumDrain	T3CumDrain	T4CumDrain	T5CumDrain	T6CumDrain	T7CumDrain	T8CumDrain	T9CumDrain	T1NH4	T2NH4	T3NH4	T4NH4	T5NH4	T6NH4	T7NH4	T8NH4	T9NH4	T1CumNH4	T2CumNH4	T3CumNH4	T4CumNH4	T5CumNH4	T6CumNH4	T7CumNH4	T8CumNH4	T9CumNH4	T1NO3	T2NO3	T3NO3	T4NO3	T5NO3	T6NO3	T7NO3	T8NO3	T9NO3	T1CumNO3	T2CumNO3	T3CumNO3	T4CumNO3	T5CumNO3	T6CumNO3	T7CumNO3	T8CumNO3	T9CumNO3	T1MinN	T2MinN	T3MinN	T4MinN	T5MinN	T6MinN	T7MinN	T8MinN	T9MinN	T1CumMinN	T2CumMinN	T3CumMinN	T4CumMinN	T5CumMinN	T6CumMinN	T7CumMinN	T8CumMinN	T9CumMinN
16/08/2012	2	77.211	76.893	76.946	76.150	77.052	73.817	75.673	75.938	68.885	1244.100	1174.817	1117.783	1154.178	1064.202	944.112	1005.679	958.801	912.612	-0.094	-0.148	-0.008	-0.036	-0.069	0.011	-0.043	-0.125	-0.017	-0.004	-0.088	-0.279	0.727	0.693	0.250	0.253	0.852	0.349	-0.079	-0.085	-0.028	-0.064	-0.043	-0.056	-0.114	-0.054	9.544	0.633	315.728	2.328	1.155	315.175	4.506	3.752	403.490	146.757	-0.224	-0.303	-0.047	-0.131	-0.146	-0.061	-0.207	-0.235	13.830	2.762	691.403	3.020	7.580	768.860	15.997	7.613	931.115	267.031
27/08/2012	2	24.659	23.598	21.742	23.969	23.757	23.280	22.856	22.750	18.454	1268.759	1198.415	1139.526	1178.147	1087.960	967.392	1028.535	981.550	931.066	0.004	0.026	0.031	-0.015	-0.015	0.013	-0.017	0.027	0.009	-0.001	-0.062	-0.248	0.712	0.678	0.263	0.236	0.879	0.358	-0.028	-0.009	-0.021	-0.012	-0.007	0.001	-0.014	-0.021	1.362	0.605	315.719	2.306	1.144	315.168	4.507	3.738	403.468	148.120	-0.100	0.074	0.044	-0.111	-0.092	0.060	-0.136	0.024	7.430	2.663	691.478	3.064	7.469	768.768	16.058	7.477	931.139	274.461
28/03/2011	3	6.364	7.636	12.886	0.000	15.644	14.212	0.000	0.000	9.333	6.364	7.636	12.886	0.000	15.644	14.212	0.000	0.000	9.333	0.004	0.011	0.024	0.000	0.018	0.134	0.000	0.000	0.019	0.004	0.011	0.024	0.000	0.018	0.134	0.000	0.000	0.019	0.003	0.001	-0.013	0.000	0.074	0.042	0.000	0.000	0.232	0.003	0.001	-0.013	0.000	0.074	0.042	0.000	0.000	0.232	0.101	0.167	0.086	0.000	0.589	1.242	0.000	0.000	2.689	0.101	0.167	0.086	0.000	0.589	1.242	0.000	0.000	2.689
29/04/2011	3	75.673	64.113	71.431	72.863	62.734	88.506	56.901	60.189	51.545	82.037	71.749	84.317	72.863	78.378	102.718	56.901	60.189	60.878	0.228	0.126	0.167	0.066	0.351	0.002	0.069	-0.049	0.016	0.231	0.137	0.192	0.066	0.369	0.136	0.069	-0.049	0.035	-0.014	0.214	0.072	0.556	0.225	0.266	0.375	0.217	0.952	-0.011	0.215	0.058	0.556	0.299	0.308	0.375	0.217	1.184	0.282	0.530	0.335	0.853	0.918	0.302	0.780	0.279	1.878	0.383	0.697	0.421	0.853	1.507	1.544	0.780	0.279	4.568
23/05/2011	3	26.515	33.143	31.818	13.894	30.704	26.462	22.272	45.711	14.265	108.551	104.892	116.135	86.756	109.082	129.180	79.173	105.900	75.143	0.034	0.060	-0.027	0.046	11.028	0.007	-0.028	0.061	0.000	0.266	0.197	0.165	0.113	11.396	0.143	0.041	0.012	0.035	0.018	0.123	0.125	0.099	-0.029	0.150	0.116	0.123	0.229	0.006	0.338	0.183	0.655	0.270	0.458	0.491	0.340	1.413	0.196	0.552	0.307	1.049	35.821	0.593	0.398	0.402	1.604	0.579	1.249	0.728	1.902	37.329	2.137	1.178	0.681	6.172
30/05/2011	3	75.355	74.931	72.332	66.711	75.567	76.946	75.461	69.469	71.961	183.906	179.823	188.467	153.468	184.649	206.126	154.634	175.369	147.104	0.101	0.031	0.017	0.079	0.935	-0.149	0.036	0.015	0.137	0.367	0.228	0.182	0.191	12.331	-0.007	0.077	0.027	0.172	0.075	0.603	0.354	0.473	5.452	0.795	0.250	1.129	0.839	0.081	0.941	0.537	1.128	5.722	1.253	0.741	1.469	2.252	0.234	0.846	0.513	0.828	8.452	0.839	0.379	1.648	1.356	0.813	2.094	1.241	2.730	45.780	2.976	1.557	2.329	7.528
13/06/2011	3	70.529	66.499	76.150	57.272	69.522	73.817	72.226	72.226	62.045	254.436	246.322	264.617	210.739	254.171	279.943	226.860	247.595	209.149	0.180	0.044	0.006	0.072	0.201	0.000	0.023	-0.011	0.150	0.547	0.272	0.188	0.263	12.532	-0.007	0.100	0.017	0.322	-0.084	4.800	0.408	0.408	8.537	1.075	0.182	55.343	0.651	-0.003	5.741	0.945	1.536	14.260	2.327	0.923	56.812	2.904	0.136	7.284	0.544	0.838	12.569	1.455	0.284	76.610	1.292	0.949	9.379	1.785	3.568	58.349	4.432	1.841	78.939	8.820
24/06/2011	3	57.484	54.673	53.719	52.393	55.257	55.681	55.999	62.522	47.355	311.920	300.996	318.336	263.133	309.427	335.624	282.860	310.117	256.504	0.038	0.185	0.036	0.060	0.074	0.036	0.055	0.159	0.107	0.585	0.457	0.224	0.323	12.606	0.029	0.155	0.176	0.429	-0.076	8.207	0.025	0.420	12.748	1.156	0.139	140.274	0.452	-0.078	13.947	0.970	1.956	27.008	3.483	1.062	197.087	3.355	-0.065	15.349	0.113	0.916	23.204	2.140	0.346	224.615	1.180	0.883	24.728	1.898	4.483	81.553	6.571	2.187	303.554	9.999
8/07/2011	3	59.128	56.583	62.151	58.067	55.681	58.333	59.499	56.848	52.446	371.048	357.578	380.487	321.200	365.108	393.957	342.359	366.965	308.950	-0.003	0.106	-0.007	0.035	0.001	-0.008	0.129	0.623	0.100	0.582	0.564	0.217	0.358	12.606	0.021	0.285	0.799	0.529	-0.065	25.223	-0.080	0.425	27.799	1.047	0.135	132.656	0.500	-0.143	39.171	0.890	2.381	54.807	4.530	1.197	329.742	3.856	-0.115	44.766	-0.140	0.792	49.927	1.781	0.444	234.449	1.145	0.769	69.493	1.758	5.275	131.480	8.352	2.631	538.003	11.144
14/07/2011	3	73.658	76.097	72.385	72.438	72.014	73.658	74.082	72.544	40.886	444.706	433.676	452.872	393.638	437.123	467.615	416.441	439.509	349.836	-0.067	0.089	-0.079	-0.033	-0.109	-0.107	0.110	0.962	0.086	0.515	0.653	0.138	0.324	12.497	-0.087	0.395	1.761	0.615	-0.194	115.932	-0.191	1.015	78.747	1.700	0.573	121.393	0.711	-0.337	155.103	0.699	3.396	133.553	6.231	1.770	451.136	4.567	-0.355	152.464	-0.374	1.355	109.197	2.163	0.922	168.662	1.950	0.414	221.957	1.384	6.631	240.677	10.515	3.553	706.665	13.095
8/08/2011	3	34.681	30.280	34.893	34.416	29.219	32.507	32.719	44.174	10.712	479.387	463.956	487.766	428.055	466.342	500.122	449.160	483.683	360.548	0.022	0.029	0.004	0.030	0.113	0.012	0.013	0.611	0.010	0.537	0.681	0.142	0.355	12.610	-0.075	0.407	2.372	0.625	-0.019	71.181	-0.009	0.510	52.451	0.541	0.473	47.893	0.159	-0.357	226.284	0.689	3.907	186.005	6.772	2.243	499.029	4.726	0.009	235.171	-0.014	1.570	179.895	1.700	1.483	109.804	1.581	0.423	457.128	1.371	8.201	420.572	12.215	5.037	816.469	14.676
4/10/2011	3	43.855	15.166	39.984	37.121	7.636	31.500	33.621	14.000	22.432	523.243	479.122	527.750	465.175	473.978	531.621	482.781	497.682	382.979	0.001	0.034	0.082	0.002	-0.001	0.003	0.004	0.062	1.114	0.538	0.715	0.225	0.356	12.608	-0.072	0.411	2.434	1.739	0.004	21.373	0.672	0.271	12.493	0.210	0.097	8.598	0.633	-0.353	247.657	1.361	4.178	198.497	6.982	2.340	507.627	5.360	0.012	141.146	1.886	0.735	163.580	0.677	0.300	61.859	7.789	0.435	598.275	3.257	8.935	584.152	12.892	5.336	878.329	22.465
28/10/2011	3	49.689	34.787	25.136	44.015	29.909	24.606	38.393	36.803	15.538	572.931	513.909	552.886	509.190	503.887	556.227	521.174	534.485	398.517	-0.045	-0.003	-0.036	-0.062	-0.023	-0.031	-0.012	-0.008	-0.031	0.494	0.712	0.189	0.294	12.585	-0.103	0.399	2.426	1.708	-0.048	17.097	1.276	-0.025	22.924	0.429	0.006	0.952	0.580	-0.401	264.754	2.637	4.153	221.421	7.410	2.345	508.579	5.940	-0.187	49.139	4.937	-0.196	76.568	1.616	-0.016	2.565	3.533	0.248	647.413	8.194	8.739	660.721	14.508	5.320	880.894	25.998
19/12/2011	3	84.370	61.037	29.962	65.279	55.787	37.810	60.666	59.923	25.401	657.301	574.946	582.848	574.469	559.674	594.037	581.840	594.408	423.918	0.002	0.216	-0.027	0.093	0.091	0.122	0.039	0.052	0.025	0.495	0.928	0.162	0.388	12.676	0.020	0.439	2.478	1.733	0.180	0.763	8.235	0.209	15.161	1.592	0.193	0.292	2.729	-0.221	265.516	10.873	4.362	236.583	9.002	2.538	508.871	8.669	0.216	1.603	27.395	0.463	27.340	4.534	0.382	0.574	10.840	0.464	649.017	35.588	9.202	688.061	19.042	5.702	881.468	36.838
11/01/2012	3	80.287	81.241	79.226	78.219	78.802	76.946	72.120	79.385	69.345	737.588	656.188	662.074	652.688	638.476	670.983	653.960	673.793	493.263	-0.006	0.032	-0.049	0.121	0.002	0.066	-0.046	-0.091	0.027	0.489	0.960	0.113	0.509	12.678	0.086	0.393	2.387	1.759	0.143	1.006	65.933	0.413	9.075	13.207	0.470	0.566	2.964	-0.078	266.523	76.805	4.775	245.658	22.210	3.008	509.437	11.633	0.170	1.277	83.160	0.684	11.518	17.250	0.588	0.599	4.313	0.634	650.294	118.748	9.885	699.579	36.293	6.290	882.067	41.152
19/04/2012	3	0.000	0.000	0.000	0.000	6.231	0.000	0.000	7.451	0.000	737.588	656.188	662.074	652.688	644.707	670.983	653.960	681.244	493.263	0.000	0.000	0.000	0.000	0.134	0.000	0.000	-0.021	0.000	0.489	0.960	0.113	0.509	12.811	0.086	0.393	2.366	1.759	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.073	0.000	-0.078	266.523	76.805	4.775	245.670	22.210	3.008	509.510	11.633	0.000	0.000	0.000	0.000	2.347	0.000	0.000	0.695	0.000	0.634	650.294	118.748	9.885	701.926	36.293	6.290	882.762	41.152
30/05/2012	3	62.946	43.484	43.749	55.018	35.344	11.242	0.000	40.462	56.636	800.534	699.672	705.823	707.706	680.051	682.225	653.960	721.706	549.899	-0.113	0.147	0.768	0.686	0.234	-0.017	0.000	0.197	0.000	0.376	1.107	0.882	1.194	13.046	0.069	0.393	2.564	1.759	-0.023	0.027	0.973	0.130	0.017	2.567	0.000	0.567	0.000	-0.101	266.550	77.779	4.905	245.687	24.777	3.008	510.077	11.633	-0.215	0.402	3.982	1.482	0.711	22.687	0.322	1.889	0.000	0.419	650.696	122.729	11.367	702.637	58.980	6.612	884.651	41.152
25/06/2012	3	73.658	65.200	67.692	59.154	70.264	68.885	66.817	61.408	25.322	874.192	764.872	773.516	766.860	750.315	751.111	720.778	783.114	575.220	-0.186	0.104	0.042	-0.023	0.022	0.058	0.078	0.055	0.003	0.190	1.211	0.924	1.172	13.068	0.127	0.471	2.618	1.762	-0.070	-0.073	0.184	0.021	0.093	19.475	0.321	0.278	0.237	-0.171	266.476	77.963	4.926	245.780	44.252	3.328	510.355	11.870	-0.348	0.047	0.334	-0.003	0.164	28.357	0.596	0.542	0.948	0.071	650.743	123.063	11.364	702.801	87.337	7.208	885.193	42.100
11/07/2012	3	30.720	28.822	29.617	27.019	27.867	25.693	27.390	29.087	16.333	904.912	793.693	803.133	793.879	778.182	776.803	748.167	812.201	591.553	-0.058	0.000	-0.085	-0.014	0.028	-0.036	0.051	0.003	-0.022	0.132	1.211	0.839	1.158	13.095	0.092	0.521	2.621	1.740	-0.017	-0.026	-0.022	0.006	0.050	6.326	0.062	0.040	0.184	-0.188	266.451	77.941	4.932	245.831	50.579	3.390	510.395	12.054	-0.247	-0.089	-0.359	-0.028	0.280	24.485	0.412	0.148	0.993	-0.176	650.655	122.704	11.336	703.081	111.822	7.620	885.341	43.092
23/07/2012	3	86.915	87.923	80.525	83.601	78.722	86.173	84.105	86.332	78.219	991.828	881.616	883.658	877.480	856.905	862.976	832.272	898.533	669.772	-0.063	-0.098	-0.081	0.052	0.047	-0.041	0.058	-0.078	0.088	0.069	1.114	0.758	1.210	13.142	0.051	0.579	2.544	1.828	-0.091	-0.059	-0.152	-0.126	0.117	14.423	0.076	0.038	0.861	-0.279	266.392	77.789	4.807	245.948	65.001	3.467	510.434	12.914	-0.177	-0.179	-0.289	-0.088	0.208	16.689	0.160	-0.045	1.212	-0.353	650.476	122.415	11.248	703.289	128.511	7.780	885.296	44.305
3/08/2012	3	70.556	67.586	73.658	68.620	59.048	66.844	67.692	69.336	67.180	1062.383	949.202	957.316	946.100	915.953	929.820	899.965	967.869	736.952	0.145	0.025	0.009	0.055	0.149	0.113	0.033	0.161	0.000	0.214	1.139	0.768	1.265	13.291	0.164	0.613	2.705	1.828	-0.062	0.004	-0.006	-0.033	0.052	6.676	0.585	0.182	0.000	-0.341	266.395	77.783	4.773	246.000	71.677	4.052	510.615	12.914	0.118	0.043	0.004	0.031	0.340	10.156	0.913	0.495	0.000	-0.235	650.519	122.419	11.279	703.629	138.667	8.693	885.790	44.305
16/08/2012	3	75.090	71.908	77.741	67.348	75.673	73.128	74.294	76.787	69.893	1137.473	1021.111	1035.057	1013.448	991.626	1002.948	974.259	1044.656	806.845	0.030	0.037	-0.045	-0.074	0.048	0.014	0.054	-0.008	0.016	0.243	1.176	0.722	1.191	13.339	0.178	0.666	2.697	1.844	-0.080	-0.078	-0.085	-0.064	0.022	1.584	1.092	-0.031	-0.048	-0.421	266.317	77.698	4.709	246.022	73.261	5.143	510.584	12.867	-0.067	-0.057	-0.167	-0.205	0.093	2.186	1.542	-0.051	-0.046	-0.302	650.462	122.252	11.074	703.722	140.853	10.235	885.740	44.259
27/08/2012	3	23.015	22.113	21.424	18.030	23.492	21.318	21.689	23.280	20.947	1160.488	1043.224	1056.481	1031.478	1015.118	1024.266	995.948	1067.936	827.791	0.003	0.031	0.034	0.023	0.015	0.025	-0.005	0.004	0.014	0.247	1.207	0.756	1.214	13.354	0.204	0.661	2.702	1.858	-0.001	-0.002	0.009	-0.017	0.015	0.001	0.046	0.020	-0.008	-0.421	266.315	77.707	4.692	246.037	73.262	5.189	510.604	12.858	0.012	0.130	0.203	0.031	0.127	0.123	0.186	0.102	0.026	-0.290	650.592	122.455	11.106	703.849	140.977	10.421	885.842	44.285
28/03/2011	4	3.447	12.621	0.000	5.939	12.992	0.000	0.000	0.000	0.000	3.447	12.621	0.000	5.939	12.992	0.000	0.000	0.000	0.000	0.218	0.008	0.000	0.008	0.013	0.000	0.000	0.000	0.000	0.218	0.008	0.000	0.008	0.013	0.000	0.000	0.000	0.000	0.005	0.356	0.000	0.024	0.012	0.000	0.000	0.000	0.000	0.005	0.356	0.000	0.024	0.012	0.000	0.000	0.000	0.000	6.446	2.884	0.000	0.538	0.188	0.000	0.000	0.000	0.000	6.446	2.884	0.000	0.538	0.188	0.000	0.000	0.000	0.000
29/04/2011	4	56.370	73.711	47.355	54.302	64.484	26.515	51.386	73.446	47.196	59.817	86.332	47.355	60.242	77.476	26.515	51.386	73.446	47.196	0.042	-0.024	0.297	0.054	0.085	0.280	-0.006	-0.007	0.030	0.260	-0.016	0.297	0.062	0.097	0.280	-0.006	-0.007	0.030	0.261	0.600	0.258	0.371	0.167	0.187	1.136	0.243	0.579	0.265	0.956	0.258	0.395	0.179	0.187	1.136	0.243	0.579	0.538	0.781	1.171	0.783	0.390	1.764	2.199	0.321	1.292	6.984	3.665	1.171	1.321	0.578	1.764	2.199	0.321	1.292
23/05/2011	4	23.969	36.643	17.129	22.113	33.992	5.992	10.394	29.272	16.227	83.787	122.976	64.484	82.355	111.468	32.507	61.779	102.718	63.423	-0.011	0.018	0.013	0.070	0.044	0.028	-0.013	0.042	0.022	0.249	0.002	0.310	0.132	0.141	0.308	-0.020	0.035	0.052	0.062	0.178	0.049	0.386	0.150	0.044	0.111	0.099	0.128	0.327	1.134	0.306	0.781	0.328	0.231	1.247	0.343	0.707	0.210	0.536	0.360	2.063	0.569	1.206	0.937	0.485	0.923	7.194	4.201	1.531	3.383	1.147	2.969	3.137	0.806	2.215
30/05/2011	4	75.196	76.363	72.835	74.347	78.431	64.537	72.385	74.613	68.779	158.983	199.338	137.319	156.702	189.899	97.044	134.165	177.331	132.203	0.034	-0.100	-0.041	0.067	0.149	0.124	-0.143	0.103	0.021	0.283	-0.097	0.268	0.199	0.290	0.433	-0.162	0.138	0.073	0.113	0.813	0.157	0.986	2.477	0.398	0.471	0.726	0.404	0.440	1.947	0.464	1.768	2.806	0.629	1.718	1.068	1.112	0.196	0.934	0.159	1.417	3.348	0.808	0.453	0.000	0.618	7.390	5.135	1.690	4.801	4.495	3.778	3.590	1.917	2.833
13/06/2011	4	74.347	71.060	65.863	69.946	69.787	55.681	68.832	68.090	67.931	233.330	270.398	203.182	226.648	259.686	152.725	202.997	245.421	200.134	-0.046	0.217	-0.100	0.157	0.453	0.051	0.024	0.129	0.081	0.237	0.119	0.169	0.357	0.743	0.484	-0.139	0.268	0.154	0.005	3.512	0.076	0.888	5.394	0.317	0.432	1.957	0.503	0.445	5.459	0.540	2.656	8.199	0.946	2.150	3.025	1.614	-0.055	5.247	-0.035	1.495	8.379	0.661	0.663	3.065	0.859	7.335	10.382	1.654	6.296	12.874	4.439	4.253	4.982	3.692
24/06/2011	4	57.696	56.795	55.734	56.530	54.939	49.636	57.431	55.946	54.302	291.026	327.192	258.916	283.178	314.624	202.361	260.428	301.367	254.436	0.050	0.060	0.043	-0.022	0.836	-0.017	0.133	0.291	0.110	0.287	0.179	0.212	0.335	1.579	0.468	-0.006	0.559	0.264	0.029	15.204	-0.041	0.409	6.652	0.223	0.319	5.904	0.475	0.474	20.663	0.499	3.065	14.851	1.169	2.470	8.929	2.089	0.136	26.875	0.004	0.685	13.629	0.417	0.787	11.073	1.077	7.471	37.257	1.658	6.981	26.503	4.856	5.040	16.054	4.769
8/07/2011	4	55.204	57.166	55.628	54.726	54.726	50.378	57.908	52.605	51.333	346.230	384.358	314.544	337.904	369.351	252.739	318.336	353.972	305.768	0.010	-0.006	-0.022	-0.037	0.638	0.025	0.057	0.773	-0.015	0.297	0.174	0.190	0.298	2.217	0.492	0.052	1.332	0.249	-0.007	57.256	-0.057	0.296	20.604	-0.007	0.304	31.560	0.456	0.467	77.919	0.442	3.361	35.455	1.162	2.774	40.489	2.545	0.006	100.149	-0.141	0.473	38.815	0.035	0.624	61.463	0.859	7.477	137.406	1.517	7.454	65.318	4.890	5.664	77.517	5.628
14/07/2011	4	69.204	73.181	71.060	72.757	72.650	68.832	73.711	66.764	67.348	415.434	457.539	385.604	410.661	442.001	321.571	392.047	420.736	373.116	0.041	0.018	-0.073	-0.103	0.491	0.038	-0.021	1.329	0.130	0.338	0.192	0.117	0.195	2.708	0.530	0.030	2.661	0.379	-0.150	140.559	-0.032	0.623	119.483	-0.028	0.630	98.077	0.910	0.317	218.478	0.411	3.984	154.938	1.134	3.403	138.566	3.455	-0.157	192.096	-0.147	0.714	165.138	0.015	0.825	148.892	1.545	7.320	329.502	1.370	8.168	230.456	4.906	6.489	226.409	7.172
8/08/2011	4	32.242	31.924	32.295	31.924	29.484	28.954	32.030	29.909	28.265	447.675	489.463	417.899	442.585	471.486	350.525	424.077	450.645	401.381	-0.007	0.100	0.006	0.085	0.091	-0.012	-0.004	0.492	-0.003	0.332	0.292	0.123	0.280	2.799	0.519	0.026	3.153	0.376	-0.012	67.664	-0.008	0.176	74.232	0.014	0.238	70.303	0.620	0.305	286.142	0.403	4.160	229.170	1.149	3.642	208.870	4.075	-0.056	212.268	-0.005	0.816	252.076	0.009	0.730	236.704	2.184	7.264	541.770	1.365	8.985	482.532	4.914	7.220	463.113	9.356
4/10/2011	4	26.197	25.560	20.363	24.606	7.636	16.121	17.712	2.864	14.000	473.872	515.023	438.262	467.190	479.122	366.646	441.789	453.509	415.380	0.138	-0.006	8.056	0.098	0.001	0.047	-0.013	0.005	0.015	0.470	0.286	8.179	0.377	2.800	0.566	0.013	3.158	0.391	-0.010	28.729	0.242	-0.009	14.633	0.013	0.090	8.061	0.064	0.296	314.871	0.645	4.150	243.803	1.162	3.732	216.931	4.139	0.491	112.373	40.746	0.359	191.635	0.376	0.435	281.684	0.565	7.754	654.142	42.111	9.344	674.167	5.290	7.655	744.797	9.921
28/10/2011	4	46.878	40.939	16.126	44.227	31.500	15.315	35.212	10.182	20.883	520.750	555.962	454.388	511.417	510.622	381.961	477.001	463.690	436.264	-0.112	-0.114	-0.042	-0.124	-0.070	-0.005	-0.067	-0.025	-0.060	0.358	0.172	8.137	0.253	2.730	0.561	-0.055	3.133	0.331	0.131	25.362	5.970	0.061	30.848	-0.023	0.065	13.796	-0.015	0.427	340.232	6.615	4.211	274.651	1.139	3.797	230.727	4.124	0.040	61.672	36.756	-0.143	97.712	-0.179	-0.008	135.254	-0.358	7.794	715.814	78.868	9.200	771.879	5.111	7.647	880.051	9.563
19/12/2011	4	61.090	68.090	15.538	56.317	51.810	0.000	44.651	40.409	12.515	581.840	624.052	469.926	567.734	562.431	381.961	521.652	504.099	448.778	0.032	0.043	0.023	0.041	0.007	0.000	-0.050	0.073	0.025	0.389	0.215	8.160	0.294	2.737	0.561	-0.105	3.205	0.356	0.044	0.928	5.145	0.227	3.842	0.000	0.246	24.870	0.127	0.471	341.160	11.759	4.438	278.493	1.139	4.043	255.597	4.251	0.124	1.426	33.262	0.475	7.430	0.000	0.438	61.727	1.210	7.919	717.241	112.130	9.675	779.309	5.111	8.085	941.778	10.774
11/01/2012	4	74.347	82.832	61.037	79.491	77.953	39.666	70.158	74.453	67.613	656.188	706.884	530.963	647.226	640.385	421.627	591.810	578.552	516.391	0.021	-0.012	0.043	-0.191	-0.218	0.040	-0.105	-0.031	0.087	0.410	0.204	8.203	0.103	2.519	0.601	-0.210	3.175	0.443	0.073	1.267	14.809	0.417	2.920	0.666	0.693	21.980	1.811	0.544	342.427	26.568	4.855	281.413	1.806	4.736	277.577	6.062	0.126	1.515	24.333	0.284	3.466	1.781	0.839	29.480	2.807	8.045	718.756	136.463	9.959	782.775	6.892	8.924	971.258	13.580
19/04/2012	4	0.000	12.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	656.188	719.028	530.963	647.226	640.385	421.627	591.810	578.552	516.391	0.000	-0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.198	8.203	0.103	2.519	0.601	-0.210	3.175	0.443	0.000	-0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.544	342.414	26.568	4.855	281.413	1.806	4.736	277.577	6.062	0.000	-0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.045	718.601	136.463	9.959	782.775	6.892	8.924	971.258	13.580
30/05/2012	4	0.000	0.000	28.079	0.000	24.924	0.000	22.803	18.958	0.000	656.188	719.028	559.042	647.226	665.309	421.627	614.613	597.510	516.391	0.000	0.000	0.000	0.000	0.197	0.000	0.000	0.020	0.000	0.410	0.198	8.203	0.103	2.717	0.601	-0.210	3.194	0.443	0.000	0.000	0.000	0.000	-0.030	0.000	0.000	0.172	0.000	0.544	342.414	26.568	4.855	281.384	1.806	4.736	277.749	6.062	0.116	-0.087	0.000	1.061	0.673	0.000	0.000	1.010	0.000	8.161	718.514	136.463	11.020	783.447	6.892	8.924	972.268	13.580
25/06/2012	4	66.473	73.870	44.333	64.643	67.745	5.361	51.386	63.715	25.109	722.660	792.898	603.375	711.869	733.054	426.989	665.998	661.225	541.501	0.124	-0.110	0.100	-0.017	-0.004	0.055	2.003	-0.081	0.031	0.534	0.089	8.304	0.085	2.713	0.656	1.794	3.113	0.474	-0.039	-0.050	0.004	0.324	0.070	0.109	0.045	0.701	5.124	0.505	342.363	26.572	5.179	281.453	1.915	4.781	278.450	11.186	0.127	-0.216	0.235	0.474	0.097	3.059	3.986	0.972	20.529	8.288	718.297	136.697	11.494	783.544	9.951	12.911	973.241	34.109
11/07/2012	4	28.228	30.200	27.973	24.738	26.488	19.064	23.227	22.617	19.886	750.888	823.098	631.348	736.607	759.542	446.053	689.225	683.843	561.387	-0.005	0.009	-0.032	-0.007	0.005	0.043	0.054	-0.026	0.045	0.529	0.098	8.272	0.078	2.717	0.699	1.847	3.087	0.519	-0.006	-0.038	-0.027	0.099	-0.019	0.421	0.035	0.115	10.429	0.499	342.325	26.545	5.278	281.434	2.336	4.816	278.565	21.615	-0.037	-0.097	-0.211	0.373	-0.054	2.433	0.382	0.394	52.667	8.251	718.200	136.486	11.867	783.491	12.385	13.293	973.635	86.776
23/07/2012	4	86.491	87.128	84.025	86.200	85.643	84.503	86.624	83.044	83.071	837.379	910.226	715.373	822.807	845.185	530.555	775.849	766.887	644.458	-0.104	-0.026	0.120	-0.031	0.117	0.018	0.029	-0.038	-0.030	0.426	0.072	8.391	0.047	2.834	0.717	1.876	3.049	0.489	-0.045	-0.066	-0.063	0.131	-0.084	6.323	-0.034	0.419	50.567	0.454	342.259	26.482	5.409	281.350	8.659	4.782	278.985	72.181	-0.171	-0.106	0.068	0.116	0.038	7.504	-0.006	0.459	60.836	8.079	718.095	136.554	11.983	783.528	19.889	13.287	974.094	147.613
3/08/2012	4	68.965	69.972	67.295	65.889	70.688	66.207	67.692	66.658	65.783	906.344	980.198	782.668	888.696	915.873	596.763	843.541	833.545	710.241	0.104	0.218	0.003	0.127	0.013	0.080	0.044	0.086	0.169	0.529	0.290	8.395	0.174	2.847	0.797	1.920	3.135	0.658	-0.047	-0.039	0.094	0.138	-0.027	9.546	-0.010	0.213	24.972	0.408	342.219	26.576	5.547	281.323	18.205	4.772	279.198	97.154	0.083	0.255	0.144	0.402	-0.019	14.539	0.050	0.450	38.219	8.162	718.350	136.698	12.385	783.509	34.427	13.337	974.544	185.832
16/08/2012	4	74.241	76.256	71.855	73.234	77.900	72.279	73.764	73.287	72.279	980.585	1056.455	854.523	961.930	993.774	669.042	917.305	906.832	782.520	0.007	-0.010	-0.029	0.012	0.003	0.012	-0.033	-0.070	0.029	0.537	0.280	8.366	0.186	2.851	0.809	1.887	3.065	0.687	-0.089	-0.131	-0.069	-0.004	-0.061	4.207	-0.042	-0.004	5.905	0.319	342.088	26.508	5.543	281.262	22.412	4.730	279.195	103.059	-0.110	-0.185	-0.135	0.011	-0.074	5.837	-0.102	-0.101	8.210	8.052	718.164	136.563	12.396	783.435	40.265	13.236	974.443	194.042
27/08/2012	4	21.848	22.272	21.636	21.265	21.106	18.613	21.477	21.530	20.628	1002.434	1078.727	876.159	983.194	1014.880	687.655	938.782	928.362	803.148	-0.019	0.003	-0.027	-0.021	0.003	-0.015	-0.017	-0.032	-0.036	0.518	0.283	8.339	0.165	2.854	0.794	1.870	3.032	0.651	-0.004	-0.012	-0.019	-0.014	-0.015	0.122	-0.011	-0.007	0.107	0.315	342.076	26.489	5.529	281.247	22.534	4.719	279.187	103.166	-0.103	-0.041	-0.211	-0.163	-0.058	0.578	-0.130	-0.185	0.346	7.949	718.124	136.352	12.233	783.377	40.842	13.106	974.258	194.388
