Date	Block	T1N2OF0U0	T2N2OF0UA	T3N2OF0US	T4N2OF2U0	T5N2OF2UA	T6N2OF2US	T7N2OF4U0	T8N2OF4UA	T9N2OF4US	T1CumN2OF0U0	T2CumN2OF0UA	T3CumN2OF0US	T4CumN2OF2U0	T5CumN2OF2UA	T6CumN2OF2US	T7CumN2OF4U0	T8CumN2OF4UA	T9CumN2OF4US
13/12/2011	1	0.000986494	0.002037745	0.005509318	0.005194759	0.018721693	0.019397093	0.004960194	0.019667246	0.00581817	0.388103329	3.876402773	4.464579106	0.921384028	5.396245037	3.087387243	1.545826472	7.355762543	2.092449942
14/12/2011	1	0.001053875	0.001630598	0.006324273	0.005897143	0.019938482	0.022355444	0.005017476	0.020609834	0.004805044	0.389157203	3.87803337	4.47090338	0.92728117	5.416183519	3.109742687	1.550843948	7.376372377	2.097254986
15/12/2011	1	0.001121255	0.00122345	0.007139228	0.006599526	0.021155271	0.025313795	0.005074759	0.021552421	0.003791918	0.390278458	3.87925682	4.478042608	0.933880696	5.43733879	3.135056482	1.555918707	7.397924798	2.101046903
16/12/2011	1	0.001188635	0.000816302	0.007954183	0.00730191	0.02237206	0.028272146	0.005132041	0.022495008	0.002778791	0.391467094	3.880073122	4.485996791	0.941182606	5.45971085	3.163328627	1.561050748	7.420419806	2.103825695
17/12/2011	1	0.001017063	0.00095778	0.008025345	0.006594774	0.021990931	0.026321609	0.005133658	0.022948625	0.005963313	0.392484157	3.881030902	4.494022136	0.94777738	5.481701781	3.189650236	1.566184406	7.443368431	2.109789008
18/12/2011	1	0.000845491	0.001099258	0.008096507	0.005887638	0.021609802	0.024371072	0.005135275	0.023402242	0.009147835	0.393329648	3.882130161	4.502118643	0.953665018	5.503311583	3.214021308	1.571319681	7.466770672	2.118936842
19/12/2011	1	0.000673919	0.001240737	0.008167669	0.005180502	0.021228673	0.022420535	0.005136893	0.023855858	0.012332356	0.394003567	3.883370898	4.510286313	0.95884552	5.524540256	3.236441843	1.576456574	7.49062653	2.131269199
20/12/2011	1	0.000502347	0.001382215	0.008238831	0.004473367	0.020847544	0.020469998	0.00513851	0.024309475	0.015516878	0.394505914	3.884753112	4.518525144	0.963318887	5.5453878	3.256911842	1.581595084	7.514936005	2.146786077
21/12/2011	1	0.000330775	0.001523693	0.008309993	0.003766231	0.020466415	0.018519462	0.005140127	0.024763092	0.018701399	0.394836689	3.886276805	4.526835137	0.967085118	5.565854215	3.275431303	1.586735211	7.539699097	2.165487476
22/12/2011	1	0.000159203	0.001665171	0.008381155	0.003059095	0.020085286	0.016568925	0.005141744	0.025216708	0.021885921	0.394995892	3.887941977	4.535216293	0.970144212	5.585939501	3.292000228	1.591876955	7.564915805	2.187373397
23/12/2011	1	-1.23691E-05	0.001806649	0.008452317	0.002351959	0.019704157	0.014618388	0.005143361	0.025670325	0.025070443	0.394983523	3.889748626	4.54366861	0.972496172	5.605643659	3.306618616	1.597020316	7.59058613	2.21244384
24/12/2011	1	7.12969E-05	0.001755018	0.008088112	0.002274222	0.019150761	0.014026061	0.004971935	0.025053373	0.024090597	0.39505482	3.891503644	4.551756722	0.974770394	5.624794419	3.320644677	1.601992251	7.615639502	2.236534437
25/12/2011	1	0.000154963	0.001703386	0.007723907	0.002196486	0.018597364	0.013433734	0.004800509	0.02443642	0.023110752	0.395209783	3.89320703	4.559480629	0.97696688	5.643391783	3.33407841	1.606792761	7.640075923	2.259645189
26/12/2011	1	0.000238629	0.001651755	0.007359702	0.002118749	0.018043967	0.012841406	0.004629083	0.023819468	0.022130907	0.395448412	3.894858785	4.566840331	0.979085629	5.661435751	3.346919817	1.611421844	7.66389539	2.281776096
27/12/2011	1	0.000322295	0.001600123	0.006995496	0.002041012	0.017490571	0.012249079	0.004457657	0.023202515	0.021151062	0.395770707	3.896458908	4.573835827	0.981126641	5.678926321	3.359168896	1.615879501	7.687097906	2.302927158
28/12/2011	1	0.000405961	0.001548491	0.006631291	0.001963276	0.016937174	0.011656752	0.004286231	0.022585563	0.020171217	0.396176668	3.898007399	4.580467118	0.983089917	5.695863495	3.370825648	1.620165731	7.709683469	2.323098375
29/12/2011	1	0.000489627	0.00149686	0.006267086	0.001885539	0.016383777	0.011064425	0.004114805	0.021968611	0.019191372	0.396666296	3.899504259	4.586734204	0.984975455	5.712247273	3.381890073	1.624280536	7.731652079	2.342289747
30/12/2011	1	0.000573293	0.001445228	0.00590288	0.001807802	0.015830381	0.010472098	0.003943379	0.021351658	0.018211526	0.397239589	3.900949488	4.592637084	0.986783258	5.728077654	3.39236217	1.628223915	7.753003738	2.360501273
31/12/2011	1	0.000656959	0.001393597	0.005538675	0.001730065	0.015276984	0.00987977	0.003771953	0.020734706	0.017231681	0.397896548	3.902343084	4.598175759	0.988513323	5.743354638	3.402241941	1.631995867	7.773738444	2.377732954
1/01/2012	1	0.000740625	0.001341965	0.00517447	0.001652329	0.014723588	0.009287443	0.003600526	0.020117754	0.016251836	0.398637174	3.903685049	4.603350229	0.990165652	5.758078226	3.411529384	1.635596394	7.793856197	2.393984791
2/01/2012	1	0.000824292	0.001290334	0.004810265	0.001574592	0.014170191	0.008695116	0.0034291	0.019500801	0.015271991	0.399461465	3.904975383	4.608160494	0.991740244	5.772248417	3.4202245	1.639025494	7.813356998	2.409256781
3/01/2012	1	0.000907958	0.001238702	0.004446059	0.001496855	0.013616794	0.008102789	0.003257674	0.018883849	0.014292146	0.400369423	3.906214085	4.612606553	0.993237099	5.785865211	3.428327289	1.642283168	7.832240847	2.423548927
4/01/2012	1	0.000991624	0.00118707	0.004081854	0.001419118	0.013063398	0.007510462	0.003086248	0.018266896	0.013312301	0.401361047	3.907401155	4.616688407	0.994656217	5.798928609	3.435837751	1.645369416	7.850507744	2.436861228
5/01/2012	1	0.00107529	0.001135439	0.003717649	0.001341382	0.012510001	0.006918135	0.002914822	0.017649944	0.012332455	0.402436336	3.908536594	4.620406056	0.995997599	5.81143861	3.442755886	1.648284238	7.868157688	2.449193683
6/01/2012	1	0.001158956	0.001083807	0.003353444	0.001263645	0.011956605	0.006325807	0.002743396	0.017032992	0.01135261	0.403595292	3.909620401	4.6237595	0.997261244	5.823395214	3.449081693	1.651027634	7.885190679	2.460546294
7/01/2012	1	0.001242622	0.001032176	0.002989238	0.001185908	0.011403208	0.00573348	0.00257197	0.016416039	0.010372765	0.404837914	3.910652577	4.626748738	0.998447152	5.834798422	3.454815173	1.653599604	7.901606719	2.470919059
8/01/2012	1	0.001326288	0.000980544	0.002625033	0.001108172	0.010849811	0.005141153	0.002400544	0.015799087	0.00939292	0.406164202	3.911633121	4.629373771	0.999555324	5.845648234	3.459956326	1.656000148	7.917405806	2.480311979
9/01/2012	1	0.001409954	0.000928912	0.002260828	0.001030435	0.010296415	0.004548826	0.002229118	0.015182135	0.008413075	0.407574156	3.912562033	4.631634599	1.000585759	5.855944648	3.464505152	1.658229265	7.93258794	2.488725054
10/01/2012	1	0.00149362	0.000877281	0.001896622	0.000952698	0.009743018	0.003956499	0.002057691	0.014565182	0.00743323	0.409067776	3.913439314	4.633531221	1.001538457	5.865687666	3.468461651	1.660286957	7.947153123	2.496158283
11/01/2012	1	0.001577286	0.000825649	0.001532417	0.000874961	0.009189621	0.003364172	0.001886265	0.01394823	0.006453384	0.410645062	3.914264964	4.635063638	1.002413418	5.874877288	3.471825823	1.662173222	7.961101352	2.502611668
12/01/2012	1	0.001660952	0.000774018	0.001168212	0.000797225	0.008636225	0.002771844	0.001714839	0.013331277	0.005473539	0.412306014	3.915038981	4.63623185	1.003210643	5.883513512	3.474597667	1.663888061	7.97443263	2.508085207
13/01/2012	1	0.001598292	0.000983647	0.001514681	0.000781823	0.008277148	0.001593559	0.001670346	0.013161846	0.005451368	0.413904307	3.916022628	4.63774653	1.003992466	5.89179066	3.476191226	1.665558407	7.987594476	2.513536575
14/01/2012	1	0.001535633	0.001193276	0.001861149	0.000766422	0.007918071	0.000415273	0.001625853	0.012992415	0.005429196	0.415439939	3.917215904	4.63960768	1.004758888	5.899708731	3.476606499	1.66718426	8.000586891	2.518965771
15/01/2012	1	0.001472973	0.001402906	0.002207618	0.000751021	0.007558994	-0.000763012	0.001581359	0.012822984	0.005407025	0.416912912	3.91861881	4.641815298	1.005509909	5.907267726	3.475843487	1.668765619	8.013409875	2.524372796
16/01/2012	1	0.001410313	0.001612535	0.002554087	0.000735619	0.007199917	-0.001941298	0.001536866	0.012653552	0.005384853	0.418323225	3.920231345	4.644369385	1.006245528	5.914467643	3.473902189	1.670302485	8.026063427	2.529757649
17/01/2012	1	0.001347653	0.001822164	0.002900555	0.000720218	0.00684084	-0.003119583	0.001492373	0.012484121	0.005362682	0.419670878	3.922053509	4.64726994	1.006965746	5.921308483	3.470782606	1.671794858	8.038547548	2.535120331
18/01/2012	1	0.001284993	0.002031794	0.003247024	0.000704817	0.006481764	-0.004297869	0.001447879	0.01231469	0.00534051	0.420955871	3.924085303	4.650516964	1.007670563	5.927790247	3.466484738	1.673242737	8.050862237	2.540460841
19/01/2012	1	0.001222333	0.002241423	0.003593493	0.000689415	0.006122687	-0.005476154	0.001403386	0.012145258	0.005318339	0.422178204	3.926326726	4.654110457	1.008359978	5.933912934	3.461008584	1.674646124	8.063007496	2.54577918
20/01/2012	1	0.001274495	0.0021137	0.00336489	0.000673448	0.006188676	-0.004314154	0.001295115	0.012068913	0.005518101	0.423452699	3.928440426	4.657475347	1.009033426	5.94010161	3.45669443	1.675941239	8.075076409	2.551297281
21/01/2012	1	0.001326657	0.001985978	0.003136287	0.00065748	0.006254666	-0.003152153	0.001186845	0.011992569	0.005717863	0.424779356	3.930426404	4.660611634	1.009690906	5.946356275	3.453542277	1.677128083	8.087068978	2.557015144
22/01/2012	1	0.001378818	0.001858255	0.002907684	0.000641512	0.006320655	-0.001990153	0.001078574	0.011916224	0.005917626	0.426158174	3.932284659	4.663519317	1.010332418	5.952676931	3.451552124	1.678206657	8.098985201	2.56293277
23/01/2012	1	0.00143098	0.001730533	0.002679081	0.000625544	0.006386645	-0.000828152	0.000970303	0.011839879	0.006117388	0.427589154	3.934015192	4.666198398	1.010957962	5.959063576	3.450723972	1.67917696	8.11082508	2.569050158
24/01/2012	1	0.001483142	0.00160281	0.002450478	0.000609577	0.006452634	0.000333848	0.000862032	0.011763534	0.00631715	0.429072296	3.935618002	4.668648875	1.011567539	5.96551621	3.45105782	1.680038992	8.122588614	2.575367308
25/01/2012	1	0.001535303	0.001475088	0.002221874	0.000593609	0.006518624	0.001495849	0.000753761	0.011687189	0.006516913	0.430607599	3.93709309	4.67087075	1.012161148	5.972034834	3.452553669	1.680792754	8.134275803	2.581884221
26/01/2012	1	0.001587465	0.001347365	0.001993271	0.000577641	0.006584613	0.002657849	0.000645491	0.011610844	0.006716675	0.432195064	3.938440455	4.672864021	1.012738789	5.978619447	3.455211518	1.681438245	8.145886647	2.588600896
27/01/2012	1	0.001506496	0.001453412	0.002043197	0.000573792	0.006533386	0.002698837	0.000882477	0.011422976	0.006699785	0.433701561	3.939893867	4.674907218	1.013312581	5.985152833	3.457910355	1.682320721	8.157309623	2.595300681
28/01/2012	1	0.001425528	0.00155946	0.002093122	0.000569942	0.006482159	0.002739824	0.001119463	0.011235108	0.006682895	0.435127089	3.941453327	4.67700034	1.013882523	5.991634992	3.460650179	1.683440184	8.168544731	2.601983576
29/01/2012	1	0.001344559	0.001665507	0.002143047	0.000566093	0.006430931	0.002780812	0.001356449	0.01104724	0.006666005	0.436471648	3.943118834	4.679143386	1.014448615	5.998065923	3.463430991	1.684796633	8.179591971	2.608649581
30/01/2012	1	0.001263591	0.001771554	0.002192972	0.000562243	0.006379704	0.002821799	0.001593435	0.010859371	0.006649115	0.437735239	3.944890388	4.681336358	1.015010859	6.004445628	3.46625279	1.686390069	8.190451342	2.615298695
31/01/2012	1	0.001182622	0.001877601	0.002242897	0.000558394	0.006328477	0.002862787	0.001830421	0.010671503	0.006632225	0.438917861	3.946767989	4.683579255	1.015569252	6.010774104	3.469115577	1.68822049	8.201122845	2.62193092
1/02/2012	1	0.001101654	0.001983648	0.002292822	0.000554544	0.006277249	0.002903774	0.002067408	0.010483635	0.006615334	0.440019515	3.948751637	4.685872077	1.016123796	6.017051354	3.472019351	1.690287898	8.21160648	2.628546254
2/02/2012	1	0.001020685	0.002089695	0.002342747	0.000550694	0.006226022	0.002944762	0.002304394	0.010295767	0.006598444	0.4410402	3.950841332	4.688214824	1.016674491	6.023277376	3.474964113	1.692592291	8.221902246	2.635144698
3/02/2012	1	0.000939716	0.002195743	0.002392672	0.000546845	0.006174795	0.002985749	0.00254138	0.010107898	0.006581554	0.441979916	3.953037075	4.690607496	1.017221336	6.029452171	3.477949862	1.695133671	8.232010145	2.641726253
4/02/2012	1	0.000858748	0.00230179	0.002442597	0.000542995	0.006123568	0.003026737	0.002778366	0.00992003	0.006564664	0.442838664	3.955338865	4.693050094	1.017764331	6.035575738	3.480976599	1.697912037	8.241930175	2.648290917
5/02/2012	1	0.000777779	0.002407837	0.002492522	0.000539146	0.00607234	0.003067724	0.003015352	0.009732162	0.006547774	0.443616443	3.957746702	4.695542616	1.018303477	6.041648078	3.484044324	1.700927389	8.251662337	2.654838691
6/02/2012	1	0.000696811	0.002513884	0.002542447	0.000535296	0.006021113	0.003108712	0.003252338	0.009544294	0.006530884	0.444313254	3.960260586	4.698085064	1.018838773	6.047669191	3.487153035	1.704179727	8.261206631	2.661369575
7/02/2012	1	0.000615842	0.002619931	0.002592373	0.000531447	0.005969886	0.003149699	0.003489324	0.009356426	0.006513994	0.444929096	3.962880517	4.700677436	1.01937022	6.053639077	3.490302735	1.707669052	8.270563056	2.667883568
8/02/2012	1	0.000534874	0.002725978	0.002642298	0.000527597	0.005918658	0.003190687	0.003726311	0.009168557	0.006497104	0.44546397	3.965606495	4.703319734	1.019897817	6.059557735	3.493493422	1.711395362	8.279731613	2.674380672
9/02/2012	1	0.000453905	0.002832026	0.002692223	0.000523748	0.005867431	0.003231674	0.003963297	0.008980689	0.006480214	0.445917875	3.968438521	4.706011957	1.020421565	6.065425166	3.496725096	1.715358659	8.288712302	2.680860886
10/02/2012	1	0.001656963	0.003378285	0.00485117	0.001341253	0.006981333	0.004181888	0.004378806	0.009978107	0.008154543	0.447574838	3.971816806	4.710863127	1.021762819	6.072406499	3.500906984	1.719737464	8.298690409	2.689015429
11/02/2012	1	0.002860022	0.003924544	0.007010118	0.002158759	0.008095235	0.005132101	0.004794315	0.010975524	0.009828873	0.45043486	3.97574135	4.717873245	1.023921578	6.080501734	3.506039085	1.724531779	8.309665933	2.698844302
12/02/2012	1	0.00406308	0.004470804	0.009169066	0.002976265	0.009209137	0.006082314	0.005209823	0.011972942	0.011503203	0.45449794	3.980212154	4.727042311	1.026897843	6.08971087	3.512121399	1.729741602	8.321638875	2.710347505
13/02/2012	1	0.005266139	0.005017063	0.011328014	0.00379377	0.010323039	0.007032528	0.005625332	0.012970359	0.013177533	0.459764079	3.985229217	4.738370325	1.030691613	6.100033909	3.519153927	1.735366935	8.334609234	2.723525038
14/02/2012	1	0.006469197	0.005563322	0.013486961	0.004611276	0.011436941	0.007982741	0.006040841	0.013967777	0.014851863	0.466233276	3.990792539	4.751857286	1.035302889	6.11147085	3.527136668	1.741407776	8.34857701	2.738376901
15/02/2012	1	0.007672256	0.006109581	0.015645909	0.005428782	0.012550843	0.008932955	0.00645635	0.014965194	0.016526193	0.473905531	3.99690212	4.767503195	1.040731671	6.124021692	3.536069623	1.747864126	8.363542204	2.754903093
16/02/2012	1	0.008875314	0.006655841	0.017804857	0.006246288	0.013664745	0.009883168	0.006871859	0.015962612	0.018200522	0.482780845	4.003557961	4.785308051	1.046977959	6.137686437	3.545952791	1.754735985	8.379504816	2.773103616
17/02/2012	1	0.008153222	0.006216297	0.016381844	0.005769184	0.012794951	0.009195234	0.006572608	0.015019196	0.016722122	0.490934067	4.009774257	4.801689895	1.052747143	6.150481388	3.555148024	1.761308593	8.394524012	2.789825738
18/02/2012	1	0.00743113	0.005776752	0.014958832	0.005292081	0.011925158	0.0085073	0.006273357	0.014075781	0.015243721	0.498365197	4.01555101	4.816648727	1.058039223	6.162406546	3.563655324	1.76758195	8.408599794	2.805069459
19/02/2012	1	0.006709038	0.005337208	0.013535819	0.004814977	0.011055364	0.007819365	0.005974106	0.013132366	0.013765321	0.505074234	4.020888218	4.830184546	1.062854201	6.173461911	3.571474689	1.773556056	8.42173216	2.81883478
20/02/2012	1	0.005986945	0.004897664	0.012112807	0.004337874	0.010185571	0.007131431	0.005674854	0.012188951	0.01228692	0.51106118	4.025785882	4.842297352	1.067192074	6.183647482	3.57860612	1.77923091	8.43392111	2.8311217
21/02/2012	1	0.005264853	0.00445812	0.010689794	0.00386077	0.009315778	0.006443497	0.005375603	0.011245536	0.01080852	0.516326033	4.030244001	4.852987146	1.071052845	6.192963259	3.585049617	1.784606514	8.445166646	2.84193022
22/02/2012	1	0.004542761	0.004018575	0.009266781	0.003383667	0.008445984	0.005755563	0.005076352	0.01030212	0.009330119	0.520868794	4.034262577	4.862253928	1.074436511	6.201409244	3.59080518	1.789682866	8.455468767	2.85126034
23/02/2012	1	0.003820669	0.003579031	0.007843769	0.002906563	0.007576191	0.005067629	0.004777101	0.009358705	0.007851719	0.524689463	4.037841608	4.870097697	1.077343075	6.208985435	3.595872808	1.794459967	8.464827472	2.859112059
24/02/2012	1	0.003098577	0.003139487	0.006420756	0.00242946	0.006706398	0.004379694	0.00447785	0.00841529	0.006373319	0.52778804	4.040981095	4.876518453	1.079772535	6.215691832	3.600252503	1.798937816	8.473242762	2.865485377
25/02/2012	1	0.002376485	0.002699943	0.004997744	0.001952356	0.005836604	0.00369176	0.004178599	0.007471875	0.004894918	0.530164524	4.043681038	4.881516197	1.081724891	6.221528436	3.603944263	1.803116415	8.480714637	2.870380295
26/02/2012	1	0.001654392	0.002260399	0.003574731	0.001475253	0.004966811	0.003003826	0.003879347	0.00652846	0.003416518	0.531818917	4.045941436	4.885090929	1.083200144	6.226495247	3.606948089	1.806995762	8.487243096	2.873796813
27/02/2012	1	0.0009323	0.001820854	0.002151719	0.00099815	0.004097017	0.002315892	0.003580096	0.005585045	0.001938117	0.532751217	4.047762291	4.887242648	1.084198294	6.230592264	3.60926398	1.810575858	8.492828141	2.87573493
28/02/2012	1	0.000210208	0.00138131	0.000728706	0.000521046	0.003227224	0.001627958	0.003280845	0.004641629	0.000459717	0.532961425	4.049143601	4.887971354	1.08471934	0.003227224	3.610891938	1.813856703	8.49746977	2.876194647
23/02/2011	2	0.002862304	-2.67595E-05	0.000409424	0.006255894	0.004077733	0.002074452	0.006087843	0.007417253	0.010169814	0.002862304	-2.67595E-05	0.000409424	0.006255894	0.004077733	0.002074452	0.006087843	0.007417253	0.010169814
24/02/2011	2	0.002219872	0.001403439	0.000923646	0.006486964	0.003450245	0.00263617	0.004982651	0.005361618	0.00720382	0.005082176	0.00137668	0.001333069	0.012742858	0.007527978	0.004710621	0.011070494	0.012778871	0.017373635
25/02/2011	2	0.001577439	0.002833638	0.001437868	0.006718034	0.002822757	0.003197887	0.00387746	0.003305983	0.004237826	0.006659615	0.004210318	0.002770938	0.019460892	0.010350734	0.007908509	0.014947954	0.016084854	0.021611461
26/02/2011	2	0.001588578	0.002399299	0.001348311	0.006152855	0.002868963	0.002798769	0.003742538	0.003106894	0.003753252	0.008248193	0.006609617	0.004119249	0.025613747	0.013219697	0.010707277	0.018690492	0.019191748	0.025364714
27/02/2011	2	0.001599717	0.001964959	0.001258754	0.005587677	0.00291517	0.00239965	0.003607616	0.002907805	0.003268678	0.00984791	0.008574576	0.005378003	0.031201424	0.016134867	0.013106927	0.022298108	0.022099553	0.028633392
28/02/2011	2	0.001610856	0.00153062	0.001169197	0.005022498	0.002961376	0.002000532	0.003472694	0.002708716	0.002784104	0.011458766	0.010105195	0.006547201	0.036223922	0.019096243	0.015107459	0.025770803	0.024808269	0.031417497
1/03/2011	2	0.001621994	0.00109628	0.001079641	0.004457319	0.003007583	0.001601413	0.003337773	0.002509627	0.00229953	0.01308076	0.011201475	0.007626841	0.040681241	0.022103826	0.016708873	0.029108575	0.027317897	0.033717027
2/03/2011	2	0.001982805	0.001306165	0.001928786	0.005218986	0.002822397	0.001326396	0.002952239	0.002266311	0.002036728	0.015063565	0.012507641	0.009555627	0.045900227	0.024926223	0.018035269	0.032060814	0.029584208	0.035753756
3/03/2011	2	0.002343616	0.001516051	0.002777932	0.005980652	0.002637212	0.00105138	0.002566705	0.002022996	0.001773926	0.01740718	0.014023692	0.012333559	0.051880879	0.027563435	0.019086649	0.034627519	0.031607203	0.037527682
4/03/2011	2	0.002704426	0.001725936	0.003627078	0.006742319	0.002452027	0.000776363	0.002181171	0.00177968	0.001511124	0.020111607	0.015749628	0.015960637	0.058623198	0.030015462	0.019863011	0.03680869	0.033386883	0.039038806
5/03/2011	2	0.002621089	0.001853161	0.003351591	0.006206815	0.002502584	0.001053348	0.002339572	0.002012254	0.001580169	0.022732695	0.017602789	0.019312228	0.064830014	0.032518046	0.020916359	0.039148262	0.035399137	0.040618975
6/03/2011	2	0.002537751	0.001980386	0.003076104	0.005671312	0.00255314	0.001330333	0.002497972	0.002244828	0.001649214	0.025270446	0.019583175	0.022388332	0.070501326	0.035071186	0.022246692	0.041646234	0.037643966	0.042268189
7/03/2011	2	0.002454414	0.002107611	0.002800617	0.005135808	0.002603697	0.001607318	0.002656372	0.002477403	0.001718258	0.02772486	0.021690786	0.025188949	0.075637134	0.037674883	0.02385401	0.044302606	0.040121368	0.043986447
8/03/2011	2	0.002371076	0.002234836	0.002525131	0.004600305	0.002654254	0.001884303	0.002814773	0.002709977	0.001787303	0.030095936	0.023925622	0.02771408	0.080237438	0.040329137	0.025738314	0.047117378	0.042831345	0.04577375
9/03/2011	2	0.002287739	0.002362061	0.002249644	0.004064801	0.00270481	0.002161289	0.002973173	0.002942551	0.001856348	0.032383675	0.026287683	0.029963724	0.084302239	0.043033948	0.027899602	0.050090551	0.045773896	0.047630098
10/03/2011	2	0.002204401	0.002489286	0.001974157	0.003529297	0.002755367	0.002438274	0.003131573	0.003175125	0.001925392	0.034588076	0.028776969	0.031937881	0.087831537	0.045789315	0.030337876	0.053222124	0.048949022	0.049555491
11/03/2011	2	0.0022086	0.002560096	0.001797916	0.003583466	0.002739126	0.002357443	0.00300083	0.003023727	0.001860803	0.036796676	0.031337065	0.033735797	0.091415003	0.048528441	0.032695319	0.056222955	0.051972748	0.051416294
12/03/2011	2	0.002212799	0.002630906	0.001621674	0.003637635	0.002722885	0.002276612	0.002870088	0.002872328	0.001796213	0.039009475	0.033967971	0.035357472	0.095052638	0.051251326	0.034971931	0.059093042	0.054845076	0.053212507
13/03/2011	2	0.002216997	0.002701716	0.001445433	0.003691804	0.002706644	0.002195782	0.002739345	0.002720929	0.001731624	0.041226472	0.036669687	0.036802905	0.098744442	0.053957969	0.037167713	0.061832387	0.057566005	0.054944131
14/03/2011	2	0.002221196	0.002772526	0.001269192	0.003745973	0.002690403	0.002114951	0.002608602	0.00256953	0.001667034	0.043447668	0.039442213	0.038072097	0.102490415	0.056648372	0.039282664	0.064440989	0.060135535	0.056611165
15/03/2011	2	0.002225394	0.002843336	0.00109295	0.003800142	0.002674162	0.00203412	0.002477859	0.002418131	0.001602445	0.045673062	0.042285549	0.039165047	0.106290556	0.059322534	0.041316784	0.066918848	0.062553667	0.05821361
16/03/2011	2	0.002229593	0.002914146	0.000916709	0.003854311	0.002657921	0.001953289	0.002347116	0.002266733	0.001537855	0.047902655	0.045199696	0.040081756	0.110144867	0.061980455	0.043270073	0.069265964	0.064820399	0.059751465
17/03/2011	2	0.002365558	0.00311991	0.001302839	0.003964768	0.002815384	0.002291898	0.002440374	0.002489414	0.001707569	0.050268213	0.048319605	0.041384595	0.114109635	0.064795839	0.045561971	0.071706338	0.067309813	0.061459034
18/03/2011	2	0.002501523	0.003325673	0.001688969	0.004075225	0.002972847	0.002630507	0.002533632	0.002712096	0.001877282	0.052769737	0.051645278	0.043073564	0.118184859	0.067768687	0.048192479	0.07423997	0.070021909	0.063336317
19/03/2011	2	0.002637488	0.003531436	0.0020751	0.004185682	0.003130311	0.002969116	0.002626889	0.002934777	0.002046996	0.055407225	0.055176713	0.045148664	0.122370541	0.070898997	0.051161595	0.076866859	0.072956686	0.065383313
20/03/2011	2	0.002773453	0.003737199	0.00246123	0.004296139	0.003287774	0.003307726	0.002720147	0.003157459	0.002216709	0.058180678	0.058913912	0.047609894	0.12666668	0.074186772	0.054469321	0.079587006	0.076114145	0.067600022
21/03/2011	2	0.002909418	0.003942962	0.00284736	0.004406596	0.003445237	0.003646335	0.002813404	0.00338014	0.002386423	0.061090096	0.062856874	0.050457255	0.131073277	0.077632009	0.058115655	0.08240041	0.079494285	0.069986445
22/03/2011	2	0.003045383	0.004148725	0.003233491	0.004517053	0.003602701	0.003984944	0.002906662	0.003602822	0.002556137	0.064135479	0.067005599	0.053690745	0.13559033	0.08123471	0.062100599	0.085307072	0.083097107	0.072542581
23/03/2011	2	0.003181348	0.004354488	0.003619621	0.00462751	0.003760164	0.004323553	0.00299992	0.003825503	0.00272585	0.067316827	0.071360087	0.057310366	0.14021784	0.084994874	0.066424152	0.088306992	0.08692261	0.075268432
24/03/2011	2	0.003317313	0.004560251	0.004005751	0.004737968	0.003917627	0.004662162	0.003093177	0.004048185	0.002895564	0.07063414	0.075920338	0.061316118	0.144955808	0.088912501	0.071086313	0.091400169	0.090970795	0.078163995
25/03/2011	2	0.003453278	0.004766014	0.004391882	0.004848425	0.004075091	0.005000771	0.003186435	0.004270866	0.003065277	0.074087418	0.080686352	0.065707999	0.149804233	0.092987592	0.076087084	0.094586604	0.095241661	0.081229272
26/03/2011	2	0.003589243	0.004971777	0.004778012	0.004958882	0.004232554	0.00533938	0.003279692	0.004493548	0.003234991	0.077676662	0.085658129	0.070486011	0.154763115	0.097220146	0.081426464	0.097866296	0.099735209	0.084464263
27/03/2011	2	0.003725208	0.00517754	0.005164142	0.005069339	0.004390017	0.005677989	0.00337295	0.004716229	0.003404704	0.08140187	0.090835669	0.075650154	0.159832454	0.101610163	0.087104453	0.101239246	0.104451439	0.087868967
28/03/2011	2	0.003861173	0.005383303	0.005550273	0.005179796	0.004547481	0.006016598	0.003466208	0.004938911	0.003574418	0.085263043	0.096218972	0.081200426	0.16501225	0.106157644	0.093121051	0.104705454	0.109390349	0.091443385
29/03/2011	2	0.003163952	0.00353923	0.003059351	0.007223742	0.006498566	0.009399112	0.007828445	0.005556343	0.005305694	0.088426995	0.099758202	0.084259777	0.172235992	0.11265621	0.102520162	0.112533899	0.114946693	0.096749079
30/03/2011	2	0.002321164	0.002910299	0.002351429	0.005496958	0.005395253	0.006827582	0.005878501	0.004911077	0.004658327	0.090748159	0.102668501	0.086611206	0.17773295	0.118051463	0.109347744	0.1184124	0.11985777	0.101407406
31/03/2011	2	0.001478377	0.002281368	0.001643508	0.003770175	0.00429194	0.004256052	0.003928557	0.004265812	0.004010961	0.092226536	0.104949869	0.088254714	0.181503125	0.122343403	0.113603797	0.122340957	0.124123582	0.105418367
1/04/2011	2	0.001934795	0.002154428	0.001973695	0.00401579	0.004376081	0.003478871	0.004119698	0.004641903	0.004007711	0.094161331	0.107104296	0.090228409	0.185518915	0.126719483	0.117082668	0.126460655	0.128765485	0.109426078
2/04/2011	2	0.002391213	0.002027487	0.002303883	0.004261405	0.004460222	0.002701689	0.004310838	0.005017995	0.004004461	0.096552543	0.109131783	0.092532292	0.18978032	0.131179705	0.119784357	0.130771493	0.13378348	0.113430539
