Date	Block	T1N2OF0U0	T2N2OF0UA	T3N2OF0US	T4N2OF2U0	T5N2OF2UA	T6N2OF2US	T7N2OF4U0	T8N2OF4UA	T9N2OF4US	T1CumN2OF0U0	T2CumN2OF0UA	T3CumN2OF0US	T4CumN2OF2U0	T5CumN2OF2UA	T6CumN2OF2US	T7CumN2OF4U0	T8CumN2OF4UA	T9CumN2OF4US
17/06/2011	1	6.1148E-05	0.010151928	0.000410648	0.000481037	0.012687011	0.000637344	0.001974647	0.008132591	0.000395682	0.192556983	2.449799685	1.700919705	0.445369759	3.453961709	0.9960682	0.655053906	3.123528856	0.27689512
18/06/2011	1	0.000186263	0.009446299	0.000383316	0.000517585	0.012003141	0.000600883	0.001937998	0.008003266	0.000392275	0.192743246	2.459245984	1.701303021	0.445887344	3.46596485	0.996669083	0.656991904	3.131532122	0.277287396
19/06/2011	1	0.000311379	0.00874067	0.000355984	0.000554132	0.011319272	0.000564422	0.001901349	0.007873941	0.000388869	0.193054625	2.467986654	1.701659005	0.446441476	3.477284122	0.997233504	0.658893254	3.139406063	0.277676264
20/06/2011	1	0.000436494	0.008035041	0.000328652	0.000590679	0.010635402	0.00052796	0.0018647	0.007744616	0.000385462	0.19349112	2.476021696	1.701987656	0.447032155	3.487919524	0.997761465	0.660757954	3.147150679	0.278061726
21/06/2011	1	0.00056161	0.007329412	0.00030132	0.000627227	0.009951532	0.000491499	0.001828051	0.007615291	0.000382055	0.19405273	2.483351107	1.702288976	0.447659382	3.497871056	0.998252964	0.662586005	3.15476597	0.278443781
22/06/2011	1	0.000686725	0.006623783	0.000273988	0.000663774	0.009267662	0.000455038	0.001791402	0.007485966	0.000378648	0.194739455	2.48997489	1.702562965	0.448323156	3.507138717	0.998708002	0.664377408	3.162251936	0.27882243
23/06/2011	1	0.000811841	0.005918154	0.000246656	0.000700321	0.008583792	0.000418577	0.001754753	0.007356641	0.000375242	0.195551296	2.495893044	1.702809621	0.449023477	3.51572251	0.999126579	0.666132161	3.169608577	0.279197671
24/06/2011	1	0.001286988	0.00583831	0.000559457	0.000923901	0.008206555	0.000975242	0.002233915	0.007225207	0.000767349	0.196838284	2.501731354	1.703369078	0.449947379	3.523929065	1.000101821	0.668366076	3.176833784	0.279965021
25/06/2011	1	0.001762135	0.005758466	0.000872258	0.001147482	0.007829318	0.001531907	0.002713077	0.007093774	0.001159457	0.198600419	2.50748982	1.704241336	0.45109486	3.531758383	1.001633728	0.671079153	3.183927558	0.281124478
26/06/2011	1	0.002237282	0.005678622	0.001185059	0.001371062	0.007452082	0.002088572	0.003192239	0.006962341	0.001551565	0.200837701	2.513168442	1.705426395	0.452465922	3.539210465	1.0037223	0.674271392	3.190889899	0.282676043
27/06/2011	1	0.002712429	0.005598778	0.00149786	0.001594642	0.007074845	0.002645237	0.003671401	0.006830907	0.001943673	0.203550129	2.51876722	1.706924256	0.454060564	3.54628531	1.006367537	0.677942793	3.197720806	0.284619717
28/06/2011	1	0.003187576	0.005518934	0.001810661	0.001818222	0.006697608	0.003201902	0.004150562	0.006699474	0.002335781	0.206737705	2.524286154	1.708734917	0.455878786	3.552982918	1.009569438	0.682093355	3.204420281	0.286955498
29/06/2011	1	0.003662723	0.00543909	0.002123462	0.002041802	0.006320371	0.003758566	0.004629724	0.006568041	0.002727889	0.210400428	2.529725245	1.710858379	0.457920588	3.559303289	1.013328005	0.68672308	3.210988322	0.289683387
30/06/2011	1	0.00413787	0.005359247	0.002436263	0.002265382	0.005943134	0.004315231	0.005108886	0.006436608	0.003119997	0.214538297	2.535084491	1.713294642	0.46018597	3.565246424	1.017643236	0.691831966	3.217424929	0.292803384
1/07/2011	1	0.00363053	0.005082362	0.002164726	0.002148859	0.005639984	0.003871584	0.004593215	0.006570859	0.0029349	0.218168827	2.540166853	1.715459368	0.462334829	3.570886408	1.02151482	0.69642518	3.223995788	0.295738284
2/07/2011	1	0.00312319	0.004805477	0.00189319	0.002032335	0.005336834	0.003427936	0.004077543	0.006705111	0.002749804	0.221292018	2.54497233	1.717352558	0.464367164	3.576223242	1.024942756	0.700502723	3.230700899	0.298488088
3/07/2011	1	0.002615851	0.004528592	0.001621653	0.001915812	0.005033684	0.002984289	0.003561871	0.006839362	0.002564707	0.223907869	2.549500923	1.718974212	0.466282976	3.581256925	1.027927045	0.704064594	3.237540261	0.301052795
4/07/2011	1	0.002108511	0.004251708	0.001350117	0.001799289	0.004730533	0.002540642	0.0030462	0.006973614	0.00237961	0.22601638	2.553752631	1.720324328	0.468082264	3.585987459	1.030467687	0.707110794	3.244513875	0.303432406
5/07/2011	1	0.001601172	0.003974823	0.00107858	0.001682765	0.004427383	0.002096994	0.002530528	0.007107866	0.002194514	0.227617551	2.557727454	1.721402909	0.469765029	3.590414842	1.032564681	0.709641322	3.251621741	0.305626919
6/07/2011	1	0.001093832	0.003697938	0.000807044	0.001566242	0.004124233	0.001653347	0.002014856	0.007242117	0.002009417	0.228711383	2.561425392	1.722209952	0.471331271	3.594539075	1.034218028	0.711656178	3.258863858	0.307636336
7/07/2011	1	0.000586492	0.003421054	0.000535507	0.001449718	0.003821083	0.001209699	0.001499185	0.007376369	0.00182432	0.229297876	2.564846446	1.722745459	0.47278099	3.598360157	1.035427727	0.713155363	3.266240227	0.309460657
8/07/2011	1	7.91528E-05	0.003144169	0.00026397	0.001333195	0.003517932	0.000766052	0.000983513	0.00751062	0.001639224	0.229377029	2.567990614	1.72300943	0.474114185	3.60187809	1.036193779	0.714138876	3.273750847	0.31109988
9/07/2011	1	9.09941E-05	0.00309834	0.000258407	0.001316794	0.003905559	0.000714859	0.000946437	0.008050871	0.001513334	0.229468023	2.571088954	1.723267836	0.475430979	3.605783649	1.036908638	0.715085314	3.281801718	0.312613215
10/07/2011	1	0.000102835	0.003052511	0.000252843	0.001300393	0.004293186	0.000663665	0.000909361	0.008591121	0.001387445	0.229570858	2.574141465	1.723520679	0.476731372	3.610076835	1.037572303	0.715994675	3.290392839	0.31400066
11/07/2011	1	0.000114677	0.003006682	0.000247279	0.001283992	0.004680813	0.000612472	0.000872285	0.009131372	0.001261556	0.229685535	2.577148147	1.723767959	0.478015364	3.614757648	1.038184775	0.71686696	3.299524211	0.315262215
12/07/2011	1	0.000126518	0.002960853	0.000241715	0.001267591	0.00506844	0.000561279	0.000835209	0.009671622	0.001135666	0.229812053	2.580108999	1.724009674	0.479282955	3.619826088	1.038746054	0.71770217	3.309195834	0.316397881
13/07/2011	1	0.00013836	0.002915024	0.000236152	0.00125119	0.005456067	0.000510086	0.000798133	0.010211873	0.001009777	0.229950413	2.583024023	1.724245825	0.480534145	3.625282155	1.03925614	0.718500303	3.319407707	0.317407658
14/07/2011	1	0.000150201	0.002869195	0.000230588	0.001234789	0.005843694	0.000458892	0.000761058	0.010752123	0.000883887	0.230100613	2.585893218	1.724476413	0.481768934	3.631125848	1.039715033	0.719261361	3.33015983	0.318291546
15/07/2011	1	0.000162042	0.002823366	0.000225024	0.001218388	0.00623132	0.000407699	0.000723982	0.011292374	0.000757998	0.230262656	2.588716583	1.724701437	0.482987323	3.637357169	1.040122732	0.719985342	3.341452204	0.319049544
16/07/2011	1	0.000173884	0.002777536	0.00021946	0.001201987	0.006618947	0.000356506	0.000686906	0.011832624	0.000632109	0.230436539	2.59149412	1.724920897	0.48418931	3.643976116	1.040479238	0.720672248	3.353284828	0.319681653
17/07/2011	1	0.000185725	0.002731707	0.000213896	0.001185586	0.007006574	0.000305313	0.00064983	0.012372875	0.000506219	0.230622264	2.594225827	1.725134794	0.485374896	3.65098269	1.040784551	0.721322077	3.365657703	0.320187872
18/07/2011	1	0.000197566	0.002685878	0.000208333	0.001169185	0.007394201	0.00025412	0.000612754	0.012913125	0.00038033	0.23081983	2.596911706	1.725343126	0.486544082	3.658376891	1.04103867	0.721934831	3.378570829	0.320568202
19/07/2011	1	0.000209408	0.002640049	0.000202769	0.001152784	0.007781828	0.000202926	0.000575678	0.013453376	0.000254441	0.231029238	2.599551755	1.725545895	0.487696866	3.666158719	1.041241596	0.722510509	3.392024204	0.320822643
20/07/2011	1	0.000221249	0.00259422	0.000197205	0.001136383	0.008169455	0.000151733	0.000538602	0.013993626	0.000128551	0.231250487	2.602145975	1.7257431	0.48883325	3.674328174	1.04139333	0.723049111	3.406017831	0.320951194
21/07/2011	1	0.00023309	0.002548391	0.000191641	0.001119983	0.008557082	0.00010054	0.000501526	0.014533877	2.66194E-06	0.231483577	2.604694367	1.725934742	0.489953232	3.682885256	1.041493869	0.723550637	3.420551708	0.320953856
22/07/2011	1	0.000213325	0.003558102	0.000191188	0.000938832	0.008330981	0.000191539	0.00074452	0.014732194	0.000109375	0.231696901	2.608252469	1.72612593	0.490892064	3.691216237	1.041685408	0.724295157	3.435283902	0.321063231
23/07/2011	1	0.000193559	0.004567813	0.000190735	0.00075768	0.008104881	0.000282537	0.000987514	0.014930511	0.000216089	0.23189046	2.612820282	1.726316665	0.491649744	3.699321118	1.041967945	0.725282672	3.450214413	0.32127932
24/07/2011	1	0.000173793	0.005577524	0.000190282	0.000576529	0.00787878	0.000373536	0.001230509	0.015128828	0.000322803	0.232064253	2.618397807	1.726506948	0.492226274	3.707199898	1.042341481	0.72651318	3.465343242	0.321602123
25/07/2011	1	0.000154027	0.006587236	0.00018983	0.000395378	0.00765268	0.000464535	0.001473503	0.015327146	0.000429516	0.23221828	2.624985042	1.726696777	0.492621652	3.714852578	1.042806016	0.727986683	3.480670387	0.322031639
26/07/2011	1	0.000134261	0.007596947	0.000189377	0.000214227	0.00742658	0.000555534	0.001716497	0.015525463	0.00053623	0.232352542	2.632581989	1.726886154	0.49283588	3.722279158	1.04336155	0.72970318	3.49619585	0.322567869
27/07/2011	1	0.000114496	0.008606658	0.000188924	3.30764E-05	0.007200479	0.000646532	0.001959491	0.01572378	0.000642943	0.232467038	2.641188646	1.727075077	0.492868956	3.729479637	1.044008082	0.731662672	3.51191963	0.323210812
28/07/2011	1	9.473E-05	0.009616369	0.000188471	-0.000148075	0.006974379	0.000737531	0.002202486	0.015922097	0.000749657	0.232561768	2.650805015	1.727263548	0.492720881	3.736454016	1.044745613	0.733865157	3.527841727	0.323960469
29/07/2011	1	7.87656E-05	0.009728385	0.000218288	2.33943E-05	0.007281151	0.000688319	0.002003595	0.016955268	0.000691513	0.232640533	2.6605334	1.727481836	0.492744276	3.743735167	1.045433933	0.735868753	3.544796995	0.324651981
30/07/2011	1	6.28011E-05	0.009840401	0.000248105	0.000194863	0.007587923	0.000639107	0.001804705	0.017988438	0.000633368	0.232703334	2.6703738	1.727729941	0.492939139	3.75132309	1.04607304	0.737673458	3.562785433	0.325285349
31/07/2011	1	4.68367E-05	0.009952417	0.000277922	0.000366332	0.007894695	0.000589895	0.001605815	0.019021608	0.000575224	0.232750171	2.680326217	1.728007862	0.493305471	3.759217785	1.046662935	0.739279273	3.581807041	0.325860574
1/08/2011	1	3.08723E-05	0.010064433	0.000307739	0.000537801	0.008201467	0.000540683	0.001406925	0.020054779	0.00051708	0.232781043	2.69039065	1.728315601	0.493843272	3.767419252	1.047203619	0.740686197	3.60186182	0.326377654
2/08/2011	1	1.49079E-05	0.010176449	0.000337556	0.00070927	0.008508239	0.000491471	0.001208035	0.021087949	0.000458936	0.232795951	2.700567098	1.728653156	0.494552542	3.77592749	1.04769509	0.741894232	3.622949769	0.326836589
3/08/2011	1	-1.05654E-06	0.010288465	0.000367373	0.000880739	0.008815011	0.000442259	0.001009144	0.022121119	0.000400792	0.232794895	2.710855563	1.729020529	0.495433281	3.784742501	1.048137349	0.742903376	3.645070888	0.327237381
4/08/2011	1	-1.7021E-05	0.010400481	0.00039719	0.001052208	0.009121783	0.000393048	0.000810254	0.02315429	0.000342647	0.232777874	2.721256044	1.729417719	0.496485489	3.793864284	1.048530397	0.743713631	3.668225177	0.327580028
5/08/2011	1	-2.96656E-05	0.009560153	0.00040607	0.001095899	0.008644531	0.000462068	0.001126767	0.021493214	0.000327073	0.232748208	2.730816197	1.729823789	0.497581388	3.802508815	1.048992465	0.744840398	3.689718391	0.327907101
6/08/2011	1	-4.23103E-05	0.008719826	0.000414951	0.001139591	0.008167279	0.000531088	0.001443281	0.019832138	0.000311499	0.232705898	2.739536023	1.730238739	0.49872098	3.810676094	1.049523552	0.746283679	3.70955053	0.3282186
7/08/2011	1	-5.4955E-05	0.007879499	0.000423831	0.001183283	0.007690027	0.000600108	0.001759794	0.018171062	0.000295925	0.232650943	2.747415521	1.73066257	0.499904262	3.818366121	1.05012366	0.748043472	3.727721592	0.328514525
8/08/2011	1	-6.75997E-05	0.007039171	0.000432712	0.001226974	0.007212775	0.000669128	0.002076307	0.016509987	0.00028035	0.232583343	2.754454692	1.731095282	0.501131237	3.825578895	1.050792788	0.750119779	3.744231579	0.328794875
9/08/2011	1	-8.02443E-05	0.006198844	0.000441592	0.001270666	0.006735523	0.000738148	0.00239282	0.014848911	0.000264776	0.232503099	2.760653536	1.731536874	0.502401903	3.832314418	1.051530935	0.752512599	3.75908049	0.329059651
10/08/2011	1	-9.2889E-05	0.005358517	0.000450473	0.001314358	0.006258271	0.000807168	0.002709333	0.013187835	0.000249202	0.23241021	2.766012053	1.731987347	0.50371626	3.838572689	1.052338103	0.755221933	3.772268325	0.329308853
11/08/2011	1	-0.000105534	0.004518189	0.000459353	0.001358049	0.005781019	0.000876188	0.003025846	0.01152676	0.000233627	0.232304676	2.770530242	1.732446701	0.505074309	3.844353708	1.053214291	0.758247779	3.783795085	0.32954248
12/08/2011	1	-4.51514E-05	0.005848446	0.000638559	0.001442494	0.006313611	0.00096573	0.002683373	0.01398684	0.000337987	0.232259525	2.776378688	1.733085259	0.506516803	3.850667318	1.054180021	0.760931153	3.797781924	0.329880467
13/08/2011	1	1.52309E-05	0.007178702	0.000817764	0.001526939	0.006846203	0.001055272	0.0023409	0.01644692	0.000442347	0.232274756	2.78355739	1.733903023	0.508043742	3.857513521	1.055235293	0.763272053	3.814228844	0.330322814
14/08/2011	1	7.56132E-05	0.008508959	0.000996969	0.001611384	0.007378794	0.001144814	0.001998427	0.018907	0.000546707	0.232350369	2.792066349	1.734899993	0.509655126	3.864892315	1.056380107	0.76527048	3.833135843	0.330869521
15/08/2011	1	0.000135996	0.009839215	0.001176175	0.001695828	0.007911386	0.001234356	0.001655954	0.02136708	0.000651067	0.232486364	2.801905565	1.736076167	0.511350954	3.872803702	1.057614463	0.766926434	3.854502923	0.331520589
16/08/2011	1	0.000196378	0.011169472	0.00135538	0.001780273	0.008443978	0.001323898	0.001313481	0.02382716	0.000755427	0.232682742	2.813075037	1.737431547	0.513131227	3.88124768	1.058938361	0.768239915	3.878330082	0.332276016
17/08/2011	1	0.00025676	0.012499729	0.001534585	0.001864718	0.00897657	0.00141344	0.000971008	0.026287239	0.000859787	0.232939502	2.825574765	1.738966133	0.514995945	3.89022425	1.060351802	0.769210922	3.904617322	0.333135803
18/08/2011	1	0.000216978	0.013035194	0.00128984	0.001599636	0.009814434	0.001314448	0.000853425	0.028061527	0.000789457	0.23315648	2.838609959	1.740255973	0.516595581	3.900038684	1.06166625	0.770064348	3.932678849	0.33392526
19/08/2011	1	0.000177196	0.013570659	0.001045095	0.001334554	0.010652298	0.001215456	0.000735843	0.029835815	0.000719127	0.233333677	2.852180619	1.741301068	0.517930134	3.910690982	1.062881706	0.770800191	3.962514665	0.334644387
20/08/2011	1	0.000137414	0.014106125	0.00080035	0.001069472	0.011490162	0.001116464	0.000618261	0.031610103	0.000648798	0.233471091	2.866286744	1.742101418	0.518999606	3.922181144	1.06399817	0.771418452	3.994124768	0.335293185
21/08/2011	1	9.76322E-05	0.01464159	0.000555605	0.000804389	0.012328026	0.001017472	0.000500679	0.033384391	0.000578468	0.233568723	2.880928334	1.742657023	0.519803995	3.934509169	1.065015641	0.771919131	4.02750916	0.335871653
22/08/2011	1	5.78503E-05	0.015177056	0.00031086	0.000539307	0.01316589	0.00091848	0.000383097	0.035158679	0.000508138	0.233626573	2.896105389	1.742967883	0.520343303	3.947675059	1.065934121	0.772302228	4.062667839	0.33637979
23/08/2011	1	1.80683E-05	0.015712521	6.61149E-05	0.000274225	0.014003754	0.000819488	0.000265514	0.036932967	0.000437808	0.233644642	2.911817911	1.743033998	0.520617528	3.961678813	1.066753609	0.772567742	4.099600806	0.336817598
24/08/2011	1	-2.17137E-05	0.016247986	-0.00017863	9.14313E-06	0.014841617	0.000720495	0.000147932	0.038707255	0.000367478	0.233622928	2.928065897	1.742855368	0.520626671	3.97652043	1.067474104	0.772715674	4.138308061	0.337185077
25/08/2011	1	0.000290658	0.014619651	0.000135796	0.000190984	0.013125819	0.000998919	0.000511006	0.037700318	0.000450988	0.233913586	2.942685548	1.742991164	0.520817655	3.989646249	1.068473024	0.77322668	4.176008379	0.337636065
26/08/2011	1	0.00060303	0.012991315	0.000450222	0.000372824	0.011410021	0.001277343	0.00087408	0.036693381	0.000534498	0.234516616	2.955676863	1.743441386	0.521190479	4.00105627	1.069750367	0.774100761	4.21270176	0.338170563
27/08/2011	1	0.000915402	0.011362979	0.000764648	0.000554665	0.009694222	0.001555767	0.001237154	0.035686444	0.000618008	0.235432018	2.967039842	1.744206034	0.521745143	4.010750492	1.071306134	0.775337915	4.248388204	0.338788571
28/08/2011	1	0.001227774	0.009734643	0.001079074	0.000736505	0.007978424	0.001834191	0.001600228	0.034679507	0.000701518	0.236659792	2.976774485	1.745285108	0.522481648	4.018728917	1.073140325	0.776938143	4.283067711	0.339490089
29/08/2011	1	0.001540146	0.008106308	0.0013935	0.000918346	0.006262626	0.002112615	0.001963302	0.033672569	0.000785028	0.238199938	2.984880793	1.746678609	0.523399994	4.024991542	1.075252941	0.778901445	4.31674028	0.340275117
30/08/2011	1	0.001852518	0.006477972	0.001707926	0.001100186	0.004546828	0.002391039	0.002326376	0.032665632	0.000868538	0.240052456	2.991358765	1.748386535	0.52450018	4.02953837	1.07764398	0.781227821	4.349405912	0.341143655
31/08/2011	1	0.00216489	0.004849636	0.002022353	0.001282026	0.002831029	0.002669463	0.00268945	0.031658695	0.000952048	0.242217346	2.996208401	1.750408888	0.525782206	4.032369399	1.080313443	0.783917272	4.381064607	0.342095702
1/09/2011	1	0.002477262	0.0032213	0.002336779	0.001463867	0.001115231	0.002947887	0.003052524	0.030651758	0.001035558	0.244694607	2.999429702	1.752745666	0.527246073	4.03348463	1.08326133	0.786969796	4.411716365	0.34313126
2/09/2011	1	0.001846908	0.002921728	0.00590816	0.001478718	0.004415881	0.007606558	0.002915521	0.029035591	0.005262114	0.246541515	3.00235143	1.758653827	0.528724791	4.037900511	1.090867887	0.789885316	4.440751955	0.348393375
3/09/2011	1	0.001216555	0.002622156	0.009479542	0.001493569	0.007716531	0.012265228	0.002778517	0.027419424	0.009488671	0.24775807	3.004973586	1.768133368	0.53021836	4.045617042	1.103133115	0.792663834	4.468171379	0.357882045
4/09/2011	1	0.000586201	0.002322584	0.013050923	0.001508419	0.011017181	0.016923899	0.002641514	0.025803256	0.013715227	0.248344271	3.00729617	1.781184291	0.531726779	4.056634224	1.120057014	0.795305348	4.493974635	0.371597273
5/09/2011	1	-4.4152E-05	0.002023012	0.016622305	0.00152327	0.014317832	0.021582569	0.002504511	0.024187089	0.017941784	0.248300119	3.009319181	1.797806596	0.533250049	4.070952055	1.141639583	0.797809859	4.518161725	0.389539057
6/09/2011	1	4.21724E-05	0.005153399	0.023241001	0.001539294	0.013281558	0.025540502	0.002203786	0.027354041	0.013571978	0.248342292	3.01447258	1.821047597	0.534789344	4.084233614	1.167180085	0.800013645	4.545515766	0.403111035
7/09/2011	1	0.000128497	0.008283786	0.029859697	0.001555319	0.012245285	0.029498434	0.001903061	0.030520993	0.009202173	0.248470789	3.022756367	1.850907294	0.536344662	4.096478899	1.196678519	0.801916706	4.576036759	0.412313208
