Date	Block	T1Herbage	T2Herbage	T3Herbage	T4Herbage	T5Herbage	T6Herbage	T7Herbage	T8Herbage	T9Herbage	T1CumHerbage	T2CumHerbage	T3CumHerbage	T4CumHerbage	T5CumHerbage	T6CumHerbage	T7CumHerbage	T8CumHerbage	T9CumHerbage	T1HerbageN	T2HerbageN	T3HerbageN	T4HerbageN	T5HerbageN	T6HerbageN	T7HerbageN	T8HerbageN	T9HerbageN	T1HarvestedN	T2HarvestedN	T3HarvestedN	T4HarvestedN	T5HarvestedN	T6HarvestedN	T7HarvestedN	T8HarvestedN	T9HarvestedN	T1CumHarvestedN	T2CumHarvestedN	T3CumHarvestedN	T4CumHarvestedN	T5CumHarvestedN	T6CumHarvestedN	T7CumHarvestedN	T8CumHarvestedN	T9CumHarvestedN	T1StandingDM	T2StandingDM	T3StandingDM	T4StandingDM	T5StandingDM	T6StandingDM	T7StandingDM	T8StandingDM	T9StandingDM
5/12/2011	3	524.993	785.368	1569.675	509.614	616.734	1218.619	631.582	1153.923	1249.907	5233.221	12339.181	12069.791	7850.760	12809.553	14268.927	9686.113	12325.924	15211.792	2.169	2.518	3.674	2.767	3.145	3.792	3.099	2.889	3.572	11.385	19.773	57.669	14.101	19.397	46.214	19.575	33.338	44.642	157.296	444.400	485.535	266.862	497.034	612.733	330.524	449.343	670.869	2124.993	2385.368	3169.675	2109.614	2216.734	2818.619	2231.582	2753.923	2849.907
12/01/2012	3	896.067	1046.671	1608.254	1264.622	909.324	1298.031	950.157	1080.610	2002.794	6380.118	13721.529	14277.809	9519.998	14294.779	16441.945	11318.230	13762.362	18011.090	2.393	2.353	2.965	3.026	2.960	3.302	3.021	2.885	3.578	21.438	24.625	47.688	38.270	26.916	42.858	28.705	31.172	71.657	186.042	478.816	553.450	319.156	542.871	687.225	383.726	493.643	773.376	2496.067	2646.671	3208.254	2864.622	2509.324	2898.031	2550.157	2680.610	3602.794
7/02/2012	3	509.349	988.736	1920.465	775.027	702.907	1619.788	690.710	725.709	2425.307	6889.467	14710.265	16198.274	10295.025	14997.685	18061.733	12008.940	14488.071	20436.396	1.770	1.850	2.800	2.587	1.905	3.216	2.678	1.993	3.046	9.018	18.294	53.764	20.047	13.389	52.096	18.497	14.462	73.871	195.060	497.110	607.215	339.203	556.260	739.321	402.222	508.105	847.247	2109.349	2588.736	3520.465	2375.027	2302.907	3219.788	2290.710	2325.709	4025.307
13/03/2012	3	971.501	1556.948	1960.503	1311.421	1142.787	1983.305	885.063	1285.967	2139.742	7860.968	16267.213	18158.777	11606.445	16140.472	20045.038	12894.003	15774.038	22576.139	2.000	2.094	2.223	2.215	2.318	2.617	3.198	2.535	3.491	19.426	32.604	43.580	29.042	26.493	51.910	28.304	32.604	74.695	214.486	529.714	650.795	368.244	582.753	791.231	430.527	540.709	921.942	2571.501	3156.948	3560.503	2911.421	2742.787	3583.305	2485.063	2885.967	3739.742
13/04/2012	3	451.149	549.784	555.087	987.278	950.687	1386.590	894.476	881.749	1462.422	8312.117	16816.997	18713.864	12593.723	17091.159	21431.628	13788.479	16655.787	24038.561	2.658	3.170	2.746	3.609	2.929	3.141	3.825	4.596	4.002	11.991	17.426	15.243	35.627	27.845	43.554	34.213	40.528	58.526	226.477	547.140	666.038	403.872	610.598	834.785	464.740	581.237	980.468	2051.149	2149.784	2155.087	2587.278	2550.687	2986.590	2494.476	2481.749	3062.422
17/05/2012	3	318.641	598.107	373.792	938.557	771.514	983.102	1419.005	1473.095	1877.710	8630.758	17415.104	19087.656	13532.280	17862.673	22414.730	15207.484	18128.882	25916.271	2.781	3.073	3.237	4.028	3.539	3.936	4.186	4.138	4.261	8.863	18.380	12.101	37.807	27.306	38.693	59.394	60.964	80.016	235.340	565.520	678.138	441.679	637.904	873.478	524.134	642.201	1060.484	1918.641	2198.107	1973.792	2538.557	2371.514	2583.102	3019.005	3073.095	3477.710
2/07/2012	3	326.397	645.158	489.145	1175.241	1037.629	1147.719	1100.787	1270.376	3074.123	8957.155	18060.261	19576.800	14707.521	18900.302	23562.449	16308.271	19399.257	28990.394	2.356	2.283	2.592	2.906	2.907	3.289	3.584	3.352	3.209	7.689	14.729	12.681	34.156	30.160	37.746	39.457	42.584	98.662	243.028	580.249	690.819	475.835	668.063	911.224	563.591	684.785	1159.146	1926.397	2245.158	2089.145	2775.241	2637.629	2747.719	2700.787	2870.376	4674.123
19/12/2011	3	250.830	335.677	599.764	404.615	575.901	874.988	681.960	355.828	796.504	5484.051	12674.858	12669.555	8255.376	13385.454	15143.914	10368.073	12681.752	16008.296	2.914	2.917	3.373	3.466	3.286	3.615	3.592	3.689	3.873	7.308	9.791	20.227	14.023	18.922	31.634	24.497	13.128	30.850	164.604	454.191	505.763	280.886	515.956	644.367	355.021	462.471	701.719	1850.830	1935.677	2199.764	2004.615	2175.901	2474.988	2281.960	1955.828	2396.504
24/08/2012	3	294.579	617.529	680.104	726.770	615.408	1168.506	987.675	983.433	1191.309	9251.735	18677.790	20256.904	15434.291	19515.710	24730.955	17295.946	20382.691	30181.703	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1894.579	2217.529	2280.104	2326.770	2215.408	2768.506	2587.675	2583.433	2791.309
23/03/2011	4	1040.175	1239.566	1249.111	1599.636	1463.881	1239.035	1679.711	1799.028	1661.681	1040.175	1239.566	1249.111	1599.636	1463.881	1239.035	1679.711	1799.028	1661.681	2.621	2.878	2.592	2.665	2.346	3.284	3.264	2.855	3.183	27.259	35.673	32.380	42.632	34.339	40.693	54.827	51.353	52.893	27.259	35.673	32.380	42.632	34.339	40.693	54.827	51.353	52.893	2640.175	2839.566	2849.111	3199.636	3063.881	2839.035	3279.711	3399.028	3261.681
11/04/2011	4	399.313	599.764	454.463	654.385	575.901	678.248	873.927	854.306	827.261	1439.487	1839.330	1703.574	2254.021	2039.782	1917.283	2553.638	2653.334	2488.942	3.813	4.017	3.686	4.568	4.817	4.732	5.171	5.174	4.978	15.226	24.091	16.750	29.892	27.742	32.093	45.188	44.200	41.183	42.485	59.764	49.129	72.524	62.081	72.787	100.015	95.553	94.076	1999.313	2199.764	2054.463	2254.385	2175.901	2278.248	2473.927	2454.306	2427.261
29/04/2011	4	276.814	268.330	242.345	373.328	495.826	342.041	697.869	442.797	477.266	1716.301	2107.660	1945.919	2627.349	2535.608	2259.324	3251.507	3096.130	2966.208	3.859	4.356	3.841	4.312	4.197	4.159	4.118	4.271	4.306	10.682	11.689	9.310	16.099	20.808	14.225	28.741	18.912	20.550	53.167	71.453	58.439	88.623	82.889	87.012	128.756	114.465	114.626	1876.814	1868.330	1842.345	1973.328	2095.826	1942.041	2297.869	2042.797	2077.266
31/05/2011	4	568.742	1333.958	499.273	947.373	1876.451	1279.338	1555.092	1447.442	990.327	2285.043	3441.618	2445.193	3574.722	4412.059	3538.662	4806.599	4543.572	3956.535	3.157	4.948	3.307	3.327	4.805	3.222	3.485	4.422	3.813	17.956	66.000	16.509	31.524	90.156	41.220	54.188	64.001	37.765	71.123	137.453	74.948	120.147	173.045	128.232	182.944	178.466	152.391	2168.742	2933.958	2099.273	2547.373	3476.451	2879.338	3155.092	3047.442	2590.327
27/06/2011	4	131.778	876.313	274.958	458.440	1165.324	401.169	973.888	825.405	574.575	2416.822	4317.931	2720.151	4033.163	5577.383	3939.831	5780.486	5368.977	4531.110	3.469	4.063	3.487	3.785	4.221	3.784	3.928	4.328	3.944	4.572	35.604	9.587	17.351	49.183	15.182	38.253	35.724	22.660	75.695	173.057	84.535	137.498	222.227	143.414	221.197	214.191	175.051	1731.778	2476.313	1874.958	2058.440	2765.324	2001.169	2573.888	2425.405	2174.575
28/07/2011	4	302.003	861.995	208.671	320.033	948.434	432.456	426.623	686.468	495.031	2718.825	5179.927	2928.822	4353.196	6525.817	4372.287	6207.109	6055.445	5026.141	3.086	3.315	3.172	2.987	4.305	3.173	3.672	4.268	3.477	9.318	28.575	6.620	9.561	40.827	13.721	15.664	29.296	17.210	85.013	201.632	91.155	147.059	263.054	157.136	236.861	243.487	192.261	1902.003	2461.995	1808.671	1920.033	2548.434	2032.456	2026.623	2286.468	2095.031
6/09/2011	4	274.958	761.239	265.943	209.202	1396.533	269.125	562.378	1061.917	459.501	2993.783	5941.166	3194.765	4562.398	7922.350	4641.412	6769.487	7117.361	5485.642	2.319	3.775	5.097	3.089	3.735	4.536	4.083	4.398	4.788	6.376	28.734	13.554	6.462	52.158	12.207	22.965	46.700	22.001	91.389	230.366	104.710	153.520	315.212	169.343	259.826	290.187	214.262	1874.958	2361.239	1865.943	1809.202	2996.533	1869.125	2162.378	2661.917	2059.501
28/09/2011	4	147.422	1267.937	2109.516	311.283	1487.479	1393.086	777.413	1466.797	1500.736	3141.206	7209.102	5304.281	4873.681	9409.829	6034.498	7546.901	8584.159	6986.378	2.559	3.374	5.463	2.284	4.079	5.535	2.761	4.160	5.498	3.773	42.779	115.248	7.109	60.670	77.114	21.465	61.012	82.518	95.162	273.145	219.958	160.630	375.883	246.457	281.290	351.199	296.780	1747.422	2867.937	3709.516	1911.283	3087.479	2993.086	2377.413	3066.797	3100.736
16/10/2011	4	181.626	971.767	1732.741	797.299	1659.560	1873.799	1012.599	1703.044	1921.526	3322.832	8180.869	7037.022	5670.980	11069.389	7908.297	8559.500	10287.203	8907.904	2.516	3.707	5.021	2.346	3.345	5.190	3.597	4.509	4.907	4.569	36.026	86.995	18.703	55.514	97.259	36.419	76.783	94.280	99.731	309.171	306.953	179.332	431.397	343.715	317.710	427.982	391.060	1781.626	2571.767	3332.741	2397.299	3259.560	3473.799	2612.599	3303.044	3521.526
3/11/2011	4	172.081	1133.507	1821.830	514.652	1216.233	1656.378	626.014	1631.984	1785.770	3494.913	9314.376	8858.852	6185.632	12285.621	9564.675	9185.514	11919.187	10693.674	2.952	3.184	4.407	2.543	3.354	4.531	2.734	3.602	4.769	5.080	36.085	80.293	13.090	40.796	75.054	17.115	58.783	85.161	104.812	345.257	387.246	192.422	472.193	418.769	334.825	486.765	476.221	1772.081	2733.507	3421.830	2114.652	2816.233	3256.378	2226.014	3231.984	3385.770
17/11/2011	4	171.816	414.691	714.308	409.918	502.720	635.824	319.768	514.917	644.309	3666.728	9729.067	9573.160	6595.551	12788.342	10200.499	9505.282	12434.104	11337.983	3.162	3.194	4.493	3.485	3.960	4.722	3.962	4.034	4.624	5.434	13.244	32.091	14.287	19.909	30.021	12.670	20.773	29.793	110.245	358.500	419.337	206.710	492.102	448.790	347.495	507.538	506.014	1771.816	2014.691	2314.308	2009.918	2102.720	2235.824	1919.768	2114.917	2244.309
5/12/2011	4	256.663	473.554	1027.713	438.024	592.870	1407.404	587.567	731.278	1248.316	3923.391	10202.621	10600.873	7033.575	13381.212	11607.904	10092.849	13165.382	12586.299	2.799	2.533	3.958	2.592	2.907	3.638	2.993	3.276	4.241	7.184	11.996	40.674	11.354	17.232	51.203	17.588	23.959	52.943	117.429	370.496	460.011	218.063	509.335	499.993	365.083	531.497	558.957	1856.663	2073.554	2627.713	2038.024	2192.870	3007.404	2187.567	2331.278	2848.316
12/01/2012	4	1107.124	1014.853	1858.023	1169.699	1542.497	1749.843	1176.063	1362.727	1594.996	5325.360	11586.559	13456.912	8880.992	15679.380	14274.627	11933.373	15238.705	15056.283	2.452	2.747	3.245	2.643	3.009	2.956	3.111	3.164	3.476	27.148	27.877	60.292	30.916	46.418	51.734	36.592	43.119	55.440	155.410	409.409	559.220	270.063	582.137	584.307	426.387	599.638	647.855	2707.124	2614.853	3458.023	2769.699	3142.497	3349.843	2776.063	2962.727	3194.996
7/02/2012	4	726.770	720.937	1659.030	966.464	1027.448	1662.211	1246.460	1150.476	1744.407	6052.130	12307.496	15115.941	9847.455	16706.828	15936.839	13179.832	16389.181	16800.690	2.313	2.243	3.150	2.204	2.313	3.523	2.106	2.243	3.279	16.814	16.174	52.256	21.304	23.768	58.553	26.254	25.802	57.203	172.223	425.583	611.476	291.367	605.905	642.860	452.641	625.440	705.059	2326.770	2320.937	3259.030	2566.464	2627.448	3262.211	2846.460	2750.476	3344.407
13/03/2012	4	1020.289	1207.483	1228.164	764.686	1187.862	1635.431	1042.561	1213.846	2265.953	7072.419	13514.979	16344.106	10612.141	17894.690	17572.270	14222.393	17603.027	19066.643	1.969	1.816	2.621	2.862	2.551	3.082	3.310	2.717	3.170	20.086	21.923	32.192	21.888	30.300	50.407	34.513	32.983	71.840	192.309	447.506	643.668	313.255	636.205	693.268	487.155	658.423	776.898	2620.289	2807.483	2828.164	2364.686	2787.862	3235.431	2642.561	2813.846	3865.953
13/04/2012	4	484.027	586.905	748.645	484.027	925.233	854.174	790.008	1025.459	1132.048	7556.446	14101.884	17092.750	11096.169	18819.923	18426.444	15012.401	18628.486	20198.691	2.437	2.828	2.807	3.357	3.178	3.597	3.642	3.292	3.606	11.795	16.595	21.012	16.250	29.405	30.726	28.772	33.758	40.820	204.104	464.101	664.680	329.505	665.610	723.994	515.926	692.182	817.719	2084.027	2186.905	2348.645	2084.027	2525.233	2454.174	2390.008	2625.459	2732.048
17/05/2012	4	205.688	474.548	599.168	793.256	955.526	1276.885	1608.850	1147.493	1574.381	7762.134	14576.432	17691.918	11889.424	19775.449	19703.329	16621.251	19775.979	21773.072	2.699	3.212	2.816	4.207	3.589	3.878	4.388	4.072	4.085	5.552	15.244	16.872	33.369	34.292	49.512	70.598	46.720	64.309	209.657	479.344	681.552	362.874	699.902	773.506	586.524	738.902	882.028	1805.688	2074.548	2199.168	2393.256	2555.526	2876.885	3208.850	2747.493	3174.381
2/07/2012	4	225.853	512.319	433.304	1618.197	2501.457	2561.964	2064.016	1850.360	2038.827	7987.987	15088.750	18125.222	13507.621	22276.906	22265.293	18685.268	21626.340	23811.900	2.448	2.564	2.372	2.864	2.013	2.795	3.173	3.100	3.599	5.529	13.134	10.279	46.349	50.346	71.600	65.498	57.356	73.375	215.185	492.478	691.832	409.223	750.248	845.106	652.022	796.258	955.403	1825.853	2112.319	2033.304	3218.197	4101.457	4161.964	3664.016	3450.360	3638.827
19/12/2011	4	294.844	369.086	998.016	677.718	755.671	916.881	664.460	710.596	874.988	4218.236	10571.706	11598.889	7711.292	14136.883	12524.785	10757.310	13875.978	13461.287	3.674	2.990	3.899	3.111	3.491	3.553	3.719	3.521	3.824	10.833	11.036	38.917	21.084	26.384	32.580	24.712	25.021	33.458	128.262	381.532	498.928	239.147	535.719	532.573	389.795	556.519	592.415	1894.844	1969.086	2598.016	2277.718	2355.671	2516.881	2264.460	2310.596	2474.988
24/08/2012	4	422.911	607.454	483.364	657.832	412.835	758.057	986.615	831.238	1047.599	8410.898	15696.204	18608.587	14165.453	22689.741	23023.350	19671.882	22457.578	24859.498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2022.911	2207.454	2083.364	2257.832	2012.835	2358.057	2586.615	2431.238	2647.599
