SimulationName  Clock.Today  SCRUM.Product.Live.Wt  SCRUM.Product.LiveFWt  SCRUM.Product.Live.N  ExtraVariables.Script.AccumLeach  ExtraVariables.Script.SWC  ExtraVariables.Script.SoilNitrogenContent  Mean_MineralN  Treat  RotTreat  IrrigTreat  NitTreat
ABlockRotPW_W1_N2  2005-01-20  *  *  *  -47.17  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-01-27  *  *  *  -48.14  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-02-03  *  *  *  -48.3  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-02-10  *  *  *  -50.73  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-02-24  *  *  *  -51.76  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-03-03  *  *  *  -55.93  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-03-04  *  *  *  *  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-04-01  *  *  *  0  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-07-22  *  *  *  0  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-03-04  *  *  *  *  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-04-01  *  *  *  0  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-05-19  *  *  *  -2.93  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-06-09  *  *  *  -10.57  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-06-15  *  *  *  -24.82  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-06-27  *  *  *  -42.01  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-07-10  *  *  *  -48.76  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-07-25  *  *  *  -64.4  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-08-16  *  *  *  -75.99  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-08-25  *  *  *  -113.9  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-12-28  *  *  *  -113.9  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2007-01-11  *  *  *  -113.9  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W2_N0  2004-12-07  *  *  *  0  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2004-12-09  *  *  *  -6.03  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2004-12-23  *  *  *  -9.2  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-01-06  *  *  *  -10.78  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-01-20  *  *  *  -11.38  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-01-27  *  *  *  -12.23  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-02-03  *  *  *  -13.06  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-02-10  *  *  *  -15.33  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-02-24  *  *  *  -16.6  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-03-03  *  *  *  -22.99  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-03-04  *  *  *  *  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-04-01  *  *  *  0  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-07-22  *  *  *  -5.03  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-03-04  *  *  *  *  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-04-01  *  *  *  0  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-05-19  *  *  *  -4.33  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-06-09  *  *  *  -5.99  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-06-15  *  *  *  -10.53  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-06-27  *  *  *  -14.99  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-07-10  *  *  *  -19.13  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-07-25  *  *  *  -23.23  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-08-16  *  *  *  -26.12  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-08-25  *  *  *  -46.12  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-12-28  *  *  *  -46.12  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2007-01-11  *  *  *  -46.12  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N1  2004-12-07  *  *  *  0  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2004-12-09  *  *  *  -24.16  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2004-12-23  *  *  *  -35.02  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-01-06  *  *  *  -38.34  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-01-20  *  *  *  -40.73  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-01-27  *  *  *  -43.57  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-02-03  *  *  *  -45.27  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-02-10  *  *  *  -49.18  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-02-24  *  *  *  -50.83  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-03-03  *  *  *  -59.36  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-03-04  *  *  *  *  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-04-01  *  *  *  0  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-07-22  *  *  *  -5.49  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-03-04  *  *  *  *  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-04-01  *  *  *  0  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-05-19  *  *  *  -11.08  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-06-09  *  *  *  -14.38  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-06-15  *  *  *  -21.71  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-06-27  *  *  *  -27.95  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-07-10  *  *  *  -31.86  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-07-25  *  *  *  -38.38  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-08-16  *  *  *  -43  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-08-25  *  *  *  -64.01  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-12-28  *  *  *  -64.01  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2007-01-11  *  *  *  -64.01  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N2  2004-12-07  *  *  *  0  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2004-12-09  *  *  *  -34.71  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2004-12-23  *  *  *  -52.79  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-01-06  *  *  *  -58.97  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-01-20  *  *  *  -63.66  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-01-27  *  *  *  -71.32  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-02-03  *  *  *  -76.45  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-02-10  *  *  *  -89.64  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-02-24  *  *  *  -93.98  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-03-03  *  *  *  -109.42  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-03-04  *  *  *  *  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-04-01  *  *  *  0  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-07-22  *  *  *  0  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-03-04  *  *  *  *  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-04-01  *  *  *  0  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-05-19  *  *  *  -13.69  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-06-09  *  *  *  -20.12  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-06-15  *  *  *  -35.95  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-06-27  *  *  *  -51.16  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-07-10  *  *  *  -56.3  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-07-25  *  *  *  -70.03  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-08-16  *  *  *  -80.49  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-08-25  *  *  *  -106.77  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-12-28  *  *  *  -106.77  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2007-01-11  *  *  *  -106.77  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPP_W1_N0  2005-07-01  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2005-10-11  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-02-14  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-06-20  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2006-09-13  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N0  2007-03-15  *  *  *  *  *  *  *  PP_W1_N0  PP  W1  N0
ABlockRotPP_W1_N1  2005-07-01  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-11  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-02-14  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-06-20  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-09-13  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-03-15  *  *  *  *  *  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N2  2005-07-01  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2005-10-11  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-02-14  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-06-20  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2006-09-13  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W1_N2  2007-03-15  *  *  *  *  *  *  *  PP_W1_N2  PP  W1  N2
ABlockRotPP_W2_N0  2005-07-01  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2005-10-11  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-02-14  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-06-20  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2006-09-13  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N0  2007-03-15  *  *  *  *  *  *  *  PP_W2_N0  PP  W2  N0
ABlockRotPP_W2_N1  2005-07-01  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-11  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-02-14  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-06-20  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-09-13  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-03-15  *  *  *  *  *  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N2  2005-07-01  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2005-10-11  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-02-14  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-06-20  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2006-09-13  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPP_W2_N2  2007-03-15  *  *  *  *  *  *  *  PP_W2_N2  PP  W2  N2
ABlockRotPW_W1_N0  2005-07-01  *  *  *  *  *  *  *  PW_W1_N0  PW  W1  N0
ABlockRotPW_W1_N0  2005-10-11  *  *  *  *  *  *  *  PW_W1_N0  PW  W1  N0
ABlockRotPW_W1_N0  2006-02-14  *  *  *  *  *  *  *  PW_W1_N0  PW  W1  N0
ABlockRotPW_W1_N0  2006-06-20  *  *  *  *  *  *  *  PW_W1_N0  PW  W1  N0
ABlockRotPW_W1_N0  2006-09-13  *  *  *  *  *  *  *  PW_W1_N0  PW  W1  N0
ABlockRotPW_W1_N1  2005-07-01  *  *  *  *  *  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2005-10-11  *  *  *  *  *  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-02-14  *  *  *  *  *  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-06-20  *  *  *  *  *  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2006-09-13  *  *  *  *  *  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N2  2005-07-01  *  *  *  *  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2005-10-11  *  *  *  *  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-02-14  *  *  *  *  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-06-20  *  *  *  *  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W1_N2  2006-09-13  *  *  *  *  *  *  *  PW_W1_N2  PW  W1  N2
ABlockRotPW_W2_N0  2005-07-01  *  *  *  *  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2005-10-11  *  *  *  *  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-02-14  *  *  *  *  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-06-20  *  *  *  *  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N0  2006-09-13  *  *  *  *  *  *  *  PW_W2_N0  PW  W2  N0
ABlockRotPW_W2_N1  2005-07-01  *  *  *  *  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2005-10-11  *  *  *  *  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-02-14  *  *  *  *  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-06-20  *  *  *  *  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N1  2006-09-13  *  *  *  *  *  *  *  PW_W2_N1  PW  W2  N1
ABlockRotPW_W2_N2  2005-07-01  *  *  *  *  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2005-10-11  *  *  *  *  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-02-14  *  *  *  *  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-06-20  *  *  *  *  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPW_W2_N2  2006-09-13  *  *  *  *  *  *  *  PW_W2_N2  PW  W2  N2
ABlockRotPP_W1_N1  2004-12-07  *  *  *  *  391.7  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2004-12-14  *  *  *  *  433.2  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2004-12-21  *  *  *  *  466.4  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2004-12-30  *  *  *  *  423.4  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-01-04  *  *  *  *  408.6  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-01-11  *  *  *  *  473  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-01-18  *  *  *  *  420  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-01-25  *  *  *  *  417.7  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-02-01  *  *  *  *  430.2  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-02-08  *  *  *  *  427.8  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-02-15  *  *  *  *  447.3  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-02-22  *  *  *  *  417.5  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-03-01  *  *  *  *  437.7  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-12  *  *  *  *  425.9  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-07-26  *  *  *  *  428.9  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-08-09  *  *  *  *  430.7  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-08-24  *  *  *  *  410  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-09-07  *  *  *  *  405.1  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-09-28  *  *  *  *  408.4  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-12  *  *  *  *  405.9  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-10-27  *  *  *  *  388.1  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-11-07  *  *  *  *  376.5  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-11-22  *  *  *  *  400.8  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-12-06  *  *  *  *  372.9  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2005-12-20  *  *  *  *  385.1  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-01-04  *  *  *  *  372.2  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-01-17  *  *  *  *  401.6  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-04-05  *  *  *  *  330.1  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-05-16  *  *  *  *  423.4  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-05-31  *  *  *  *  444.5  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-07-28  *  *  *  *  491.8  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-09-06  *  *  *  *  465.7  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-12-19  *  *  *  *  362.6  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2006-12-29  *  *  *  *  397  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-01-09  *  *  *  *  387.4  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-01-16  *  *  *  *  378.3  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-01-23  *  *  *  *  355.9  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-01-30  *  *  *  *  363.6  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-02-05  *  *  *  *  372.5  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-02-20  *  *  *  *  354.5  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-02-27  *  *  *  *  362  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W1_N1  2007-03-06  *  *  *  *  370  *  *  PP_W1_N1  PP  W1  N1
ABlockRotPP_W2_N1  2004-12-07  *  *  *  *  355.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2004-12-14  *  *  *  *  406.8  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2004-12-21  *  *  *  *  443.3  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2004-12-30  *  *  *  *  422.2  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-01-04  *  *  *  *  403.1  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-01-11  *  *  *  *  473.6  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-01-18  *  *  *  *  412.1  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-01-25  *  *  *  *  419.3  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-02-01  *  *  *  *  435.6  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-02-08  *  *  *  *  433.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-02-15  *  *  *  *  453.8  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-02-22  *  *  *  *  413.1  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-03-01  *  *  *  *  440.5  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-12  *  *  *  *  395.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-07-26  *  *  *  *  397.8  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-08-09  *  *  *  *  398.6  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-08-24  *  *  *  *  381.2  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-09-07  *  *  *  *  369.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-09-28  *  *  *  *  375.3  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-12  *  *  *  *  368.2  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-10-27  *  *  *  *  349.2  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-11-07  *  *  *  *  335.2  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-11-22  *  *  *  *  368.7  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-12-06  *  *  *  *  325.5  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2005-12-20  *  *  *  *  354.1  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-01-04  *  *  *  *  337.5  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-01-17  *  *  *  *  352.3  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-04-05  *  *  *  *  283.1  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-05-16  *  *  *  *  345.6  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-05-31  *  *  *  *  407  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-07-28  *  *  *  *  475.4  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-09-06  *  *  *  *  450.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-12-19  *  *  *  *  344.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2006-12-29  *  *  *  *  358.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-01-09  *  *  *  *  352.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-01-16  *  *  *  *  346.1  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-01-23  *  *  *  *  327.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-01-30  *  *  *  *  325.8  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-02-05  *  *  *  *  312.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-02-20  *  *  *  *  336.7  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-02-27  *  *  *  *  320.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPP_W2_N1  2007-03-06  *  *  *  *  306.9  *  *  PP_W2_N1  PP  W2  N1
ABlockRotPW_W1_N1  2004-12-07  *  *  *  *  391.7  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2004-12-14  *  *  *  *  433.2  *  *  PW_W1_N1  PW  W1  N1
ABlockRotPW_W1_N1  2004-12-21  *  *  *  *  466.4  *  *  PW_W1_N1  PW  W1  N1
