Index_Date_Plot_Organ	Index_Date_Plot	Clock.Today	HarvestNo	Growth_Stage	Plot	TreatNo	Block	Nit	Irr	Organ	DM_kgHa	N_Perc	Apsim_Var_name_Bio	Apsim_Var_name_N
42306_113_Stem	42306_113	29/10/2015	1	23	113	5	3	250	Dryland	Stem	156.72	3.44	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_114_Stem	42306_114	29/10/2015	1	20	114	4	3	50	Irrigated	Stem	69.83	2.64	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_115_Stem	42306_115	29/10/2015	1	22	115	2	3	0	Irrigated	Stem	201.03	2.51	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_116_Stem	42306_116	29/10/2015	1	22	116	1	3	0	Dryland	Stem	159.36	2.27	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_117_Stem	42306_117	29/10/2015	1	22	117	6	3	250	Irrigated	Stem	84.11	2.66	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_118_Stem	42306_118	29/10/2015	1	21	118	3	3	50	Dryland	Stem	86.59	2.25	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_119_Stem	42306_119	29/10/2015	1	21	119	4	4	50	Irrigated	Stem	60.52	2.43	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_120_Stem	42306_120	29/10/2015	1	22	120	3	4	50	Dryland	Stem	100.70	2.40	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_121_Stem	42306_121	29/10/2015	1	22	121	1	4	0	Dryland	Stem	156.97	1.79	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_122_Stem	42306_122	29/10/2015	1	22	122	2	4	0	Irrigated	Stem	136.84	2.05	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_123_Stem	42306_123	29/10/2015	1	22	123	6	4	250	Irrigated	Stem	89.27	2.66	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_124_Stem	42306_124	29/10/2015	1	22	124	5	4	250	Dryland	Stem	100.27	2.33	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_101_Stem	42327_101	19/11/2015	2	32	101	5	1	250	Dryland	Stem	2247.90	1.50	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_102_Stem	42327_102	19/11/2015	2	32	102	6	1	250	Irrigated	Stem	2190.13	1.53	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_103_Stem	42327_103	19/11/2015	2	32	103	2	1	0	Irrigated	Stem	1886.88	1.29	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_104_Stem	42327_104	19/11/2015	2	32	104	4	1	50	Irrigated	Stem	1744.11	1.26	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_105_Stem	42327_105	19/11/2015	2	32	105	1	1	0	Dryland	Stem	821.99	0.82	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_106_Stem	42327_106	19/11/2015	2	32	106	3	1	50	Dryland	Stem	1221.98	1.01	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_107_Stem	42327_107	19/11/2015	2	32	107	4	2	50	Irrigated	Stem	1260.16	1.27	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_108_Stem	42327_108	19/11/2015	2	32	108	1	2	0	Dryland	Stem	826.99	1.11	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_109_Stem	42327_109	19/11/2015	2	32	109	5	2	250	Dryland	Stem	2189.15	1.69	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_110_Stem	42327_110	19/11/2015	2	32	110	6	2	250	Irrigated	Stem	2141.56	1.89	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_111_Stem	42327_111	19/11/2015	2	32	111	2	2	0	Irrigated	Stem	910.48	0.96	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_112_Stem	42327_112	19/11/2015	2	32	112	3	2	50	Dryland	Stem	1321.31	1.18	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_113_Stem	42327_113	19/11/2015	2	32	113	5	3	250	Dryland	Stem	1919.61	1.63	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_114_Stem	42327_114	19/11/2015	2	32	114	4	3	50	Irrigated	Stem	1059.46	1.25	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_115_Stem	42327_115	19/11/2015	2	32	115	2	3	0	Irrigated	Stem	1785.13	0.95	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_116_Stem	42327_116	19/11/2015	2	32	116	1	3	0	Dryland	Stem	1827.33	0.97	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_117_Stem	42327_117	19/11/2015	2	32	117	6	3	250	Irrigated	Stem	1566.49	1.81	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_118_Stem	42327_118	19/11/2015	2	32	118	3	3	50	Dryland	Stem	1100.09	1.11	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_119_Stem	42327_119	19/11/2015	2	32	119	4	4	50	Irrigated	Stem	849.26	1.18	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_120_Stem	42327_120	19/11/2015	2	32	120	3	4	50	Dryland	Stem	1351.53	1.02	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_121_Stem	42327_121	19/11/2015	2	32	121	1	4	0	Dryland	Stem	1584.01	0.77	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_122_Stem	42327_122	19/11/2015	2	32	122	2	4	0	Irrigated	Stem	1174.57	0.92	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_123_Stem	42327_123	19/11/2015	2	32	123	6	4	250	Irrigated	Stem	1224.46	2.03	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42327_124_Stem	42327_124	19/11/2015	2	32	124	5	4	250	Dryland	Stem	1505.74	1.44	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_101_Stem	42341_101	3/12/2015	3	68	101	5	1	250	Dryland	Stem	2819.38	1.60	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_102_Stem	42341_102	3/12/2015	3	58	102	6	1	250	Irrigated	Stem	3388.95	1.74	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_103_Stem	42341_103	3/12/2015	3	58	103	2	1	0	Irrigated	Stem	2497.59	0.65	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_104_Stem	42341_104	3/12/2015	3	58	104	4	1	50	Irrigated	Stem	3215.07	0.90	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_105_Stem	42341_105	3/12/2015	3	69	105	1	1	0	Dryland	Stem	1191.79	0.73	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_106_Stem	42341_106	3/12/2015	3	69	106	3	1	50	Dryland	Stem	1857.59	1.03	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_107_Stem	42341_107	3/12/2015	3	58	107	4	2	50	Irrigated	Stem	2638.46	1.09	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_108_Stem	42341_108	3/12/2015	3	69	108	1	2	0	Dryland	Stem	1336.34	0.80	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_109_Stem	42341_109	3/12/2015	3	65	109	5	2	250	Dryland	Stem	3806.97	1.45	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_110_Stem	42341_110	3/12/2015	3	58	110	6	2	250	Irrigated	Stem	4635.75	1.78	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_111_Stem	42341_111	3/12/2015	3	63	111	2	2	0	Irrigated	Stem	1244.66	0.75	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_112_Stem	42341_112	3/12/2015	3	68	112	3	2	50	Dryland	Stem	2254.54	1.14	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_113_Stem	42341_113	3/12/2015	3	68	113	5	3	250	Dryland	Stem	2968.33	1.53	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_114_Stem	42341_114	3/12/2015	3	58	114	4	3	50	Irrigated	Stem	1954.22	0.98	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_115_Stem	42341_115	3/12/2015	3	58	115	2	3	0	Irrigated	Stem	2594.58	0.67	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_116_Stem	42341_116	3/12/2015	3	68	116	1	3	0	Dryland	Stem	2633.43	0.77	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_117_Stem	42341_117	3/12/2015	3	58	117	6	3	250	Irrigated	Stem	3058.61	1.71	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_118_Stem	42341_118	3/12/2015	3	66	118	3	3	50	Dryland	Stem	1835.52	1.24	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_119_Stem	42341_119	3/12/2015	3	58	119	4	4	50	Irrigated	Stem	2302.44	0.97	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_120_Stem	42341_120	3/12/2015	3	67	120	3	4	50	Dryland	Stem	1466.41	1.31	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_121_Stem	42341_121	3/12/2015	3	68	121	1	4	0	Dryland	Stem	2068.47	0.69	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_122_Stem	42341_122	3/12/2015	3	58	122	2	4	0	Irrigated	Stem	2417.97	0.66	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_123_Stem	42341_123	3/12/2015	3	56	123	6	4	250	Irrigated	Stem	3069.63	1.84	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42341_124_Stem	42341_124	3/12/2015	3	63	124	5	4	250	Dryland	Stem	2404.84	1.57	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_101_Stem	42353_101	15/12/2015	4	70.7	101	5	1	250	Dryland	Stem	3141.46	1.19	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_102_Stem	42353_102	15/12/2015	4	70.4	102	6	1	250	Irrigated	Stem	4577.12	1.12	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_103_Stem	42353_103	15/12/2015	4	70.5	103	2	1	0	Irrigated	Stem	3039.90	0.63	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_104_Stem	42353_104	15/12/2015	4	70.4	104	4	1	50	Irrigated	Stem	5130.28	1.92	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_105_Stem	42353_105	15/12/2015	4	70.8	105	1	1	0	Dryland	Stem	1179.83	0.67	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_106_Stem	42353_106	15/12/2015	4	70.8	106	3	1	50	Dryland	Stem	2460.82	0.91	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_107_Stem	42353_107	15/12/2015	4	70.4	107	4	2	50	Irrigated	Stem	2975.71	0.76	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_108_Stem	42353_108	15/12/2015	4	70.8	108	1	2	0	Dryland	Stem	1077.57	0.75	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_109_Stem	42353_109	15/12/2015	4	70.7	109	5	2	250	Dryland	Stem	4639.68	1.28	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_110_Stem	42353_110	15/12/2015	4	70.4	110	6	2	250	Irrigated	Stem	6062.42	1.34	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_111_Stem	42353_111	15/12/2015	4	70.5	111	2	2	0	Irrigated	Stem	1732.28	0.60	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_112_Stem	42353_112	15/12/2015	4	70.8	112	3	2	50	Dryland	Stem	2508.81	0.84	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_113_Stem	42353_113	15/12/2015	4	70.7	113	5	3	250	Dryland	Stem	4095.13	1.32	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_114_Stem	42353_114	15/12/2015	4	70.4	114	4	3	50	Irrigated	Stem	2966.73	0.69	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_115_Stem	42353_115	15/12/2015	4	70.5	115	2	3	0	Irrigated	Stem	3640.92	0.79	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_116_Stem	42353_116	15/12/2015	4	70.8	116	1	3	0	Dryland	Stem	3621.57	0.53	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_117_Stem	42353_117	15/12/2015	4	70.4	117	6	3	250	Irrigated	Stem	5619.47	1.21	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_118_Stem	42353_118	15/12/2015	4	70.8	118	3	3	50	Dryland	Stem	2146.94	0.91	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_119_Stem	42353_119	15/12/2015	4	70.4	119	4	4	50	Irrigated	Stem	2957.38	0.79	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_120_Stem	42353_120	15/12/2015	4	70.8	120	3	4	50	Dryland	Stem	2039.15	0.88	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_121_Stem	42353_121	15/12/2015	4	70.8	121	1	4	0	Dryland	Stem	2349.90	0.67	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_122_Stem	42353_122	15/12/2015	4	70.5	122	2	4	0	Irrigated	Stem	3563.83	0.72	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_123_Stem	42353_123	15/12/2015	4	70.4	123	6	4	250	Irrigated	Stem	4615.92	1.18	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42353_124_Stem	42353_124	15/12/2015	4	70.7	124	5	4	250	Dryland	Stem	3706.57	1.20	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_101_Stem	42375_101	6/01/2016	5	NA	101	5	1	250	Dryland	Stem	3319.74	0.71	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_102_Stem	42375_102	6/01/2016	5	NA	102	6	1	250	Irrigated	Stem	5203.07	0.84	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_103_Stem	42375_103	6/01/2016	5	NA	103	2	1	0	Irrigated	Stem	2131.94	0.45	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_104_Stem	42375_104	6/01/2016	5	NA	104	4	1	50	Irrigated	Stem	2975.03	0.54	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_105_Stem	42375_105	6/01/2016	5	NA	105	1	1	0	Dryland	Stem	839.14	0.62	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_106_Stem	42375_106	6/01/2016	5	NA	106	3	1	50	Dryland	Stem	1907.92	0.67	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_107_Stem	42375_107	6/01/2016	5	NA	107	4	2	50	Irrigated	Stem	3118.31	0.60	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_108_Stem	42375_108	6/01/2016	5	NA	108	1	2	0	Dryland	Stem	669.13	0.61	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_109_Stem	42375_109	6/01/2016	5	NA	109	5	2	250	Dryland	Stem	2479.22	0.77	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_110_Stem	42375_110	6/01/2016	5	NA	110	6	2	250	Irrigated	Stem	5316.88	0.96	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_111_Stem	42375_111	6/01/2016	5	NA	111	2	2	0	Irrigated	Stem	930.27	0.62	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_112_Stem	42375_112	6/01/2016	5	NA	112	3	2	50	Dryland	Stem	1552.96	0.56	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_113_Stem	42375_113	6/01/2016	5	NA	113	5	3	250	Dryland	Stem	2815.35	0.81	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_114_Stem	42375_114	6/01/2016	5	NA	114	4	3	50	Irrigated	Stem	2342.29	0.54	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_115_Stem	42375_115	6/01/2016	5	NA	115	2	3	0	Irrigated	Stem	1866.17	0.50	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_116_Stem	42375_116	6/01/2016	5	NA	116	1	3	0	Dryland	Stem	1573.92	0.55	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_117_Stem	42375_117	6/01/2016	5	NA	117	6	3	250	Irrigated	Stem	5658.77	0.84	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_118_Stem	42375_118	6/01/2016	5	NA	118	3	3	50	Dryland	Stem	1391.07	0.64	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_119_Stem	42375_119	6/01/2016	5	NA	119	4	4	50	Irrigated	Stem	3556.29	0.60	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_120_Stem	42375_120	6/01/2016	5	NA	120	3	4	50	Dryland	Stem	1168.85	0.64	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_121_Stem	42375_121	6/01/2016	5	NA	121	1	4	0	Dryland	Stem	1274.63	0.67	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_122_Stem	42375_122	6/01/2016	5	NA	122	2	4	0	Irrigated	Stem	1842.48	0.61	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_123_Stem	42375_123	6/01/2016	5	NA	123	6	4	250	Irrigated	Stem	5901.33	0.93	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42375_124_Stem	42375_124	6/01/2016	5	NA	124	5	4	250	Dryland	Stem	3053.95	0.77	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_101_Stem	42401_101	1/02/2016	6	Harvest	101	5	1	250	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_102_Stem	42413_102	13/02/2016	6	Harvest	102	6	1	250	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_103_Stem	42413_103	13/02/2016	6	Harvest	103	2	1	0	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_104_Stem	42413_104	13/02/2016	6	Harvest	104	4	1	50	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42394_105_Stem	42394_105	25/01/2016	6	Harvest	105	1	1	0	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_106_Stem	42401_106	1/02/2016	6	Harvest	106	3	1	50	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_107_Stem	42413_107	13/02/2016	6	Harvest	107	4	2	50	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42394_108_Stem	42394_108	25/01/2016	6	Harvest	108	1	2	0	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_109_Stem	42401_109	1/02/2016	6	Harvest	109	5	2	250	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_110_Stem	42413_110	13/02/2016	6	Harvest	110	6	2	250	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_111_Stem	42413_111	13/02/2016	6	Harvest	111	2	2	0	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_112_Stem	42401_112	1/02/2016	6	Harvest	112	3	2	50	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_113_Stem	42401_113	1/02/2016	6	Harvest	113	5	3	250	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_114_Stem	42413_114	13/02/2016	6	Harvest	114	4	3	50	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_115_Stem	42413_115	13/02/2016	6	Harvest	115	2	3	0	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42394_116_Stem	42394_116	25/01/2016	6	Harvest	116	1	3	0	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_117_Stem	42413_117	13/02/2016	6	Harvest	117	6	3	250	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_118_Stem	42401_118	1/02/2016	6	Harvest	118	3	3	50	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_119_Stem	42413_119	13/02/2016	6	Harvest	119	4	4	50	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_120_Stem	42401_120	1/02/2016	6	Harvest	120	3	4	50	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42394_121_Stem	42394_121	25/01/2016	6	Harvest	121	1	4	0	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_122_Stem	42413_122	13/02/2016	6	Harvest	122	2	4	0	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42413_123_Stem	42413_123	13/02/2016	6	Harvest	123	6	4	250	Irrigated	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42401_124_Stem	42401_124	1/02/2016	6	Harvest	124	5	4	250	Dryland	Stem	NA	NA	Wheat.Stem.Live.Wt	Wheat.Stem.Live.Nconc
42306_101_Dead	42306_101	29/10/2015	1	22	101	5	1	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_102_Dead	42306_102	29/10/2015	1	23	102	6	1	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_103_Dead	42306_103	29/10/2015	1	22	103	2	1	0	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_104_Dead	42306_104	29/10/2015	1	22	104	4	1	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_105_Dead	42306_105	29/10/2015	1	21	105	1	1	0	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_106_Dead	42306_106	29/10/2015	1	21	106	3	1	50	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_107_Dead	42306_107	29/10/2015	1	23	107	4	2	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_108_Dead	42306_108	29/10/2015	1	20	108	1	2	0	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_109_Dead	42306_109	29/10/2015	1	22	109	5	2	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_110_Dead	42306_110	29/10/2015	1	23	110	6	2	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_111_Dead	42306_111	29/10/2015	1	22	111	2	2	0	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_112_Dead	42306_112	29/10/2015	1	21	112	3	2	50	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_113_Dead	42306_113	29/10/2015	1	23	113	5	3	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_114_Dead	42306_114	29/10/2015	1	20	114	4	3	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_115_Dead	42306_115	29/10/2015	1	22	115	2	3	0	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_116_Dead	42306_116	29/10/2015	1	22	116	1	3	0	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_117_Dead	42306_117	29/10/2015	1	22	117	6	3	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_118_Dead	42306_118	29/10/2015	1	21	118	3	3	50	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_119_Dead	42306_119	29/10/2015	1	21	119	4	4	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_120_Dead	42306_120	29/10/2015	1	22	120	3	4	50	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_121_Dead	42306_121	29/10/2015	1	22	121	1	4	0	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_122_Dead	42306_122	29/10/2015	1	22	122	2	4	0	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_123_Dead	42306_123	29/10/2015	1	22	123	6	4	250	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42306_124_Dead	42306_124	29/10/2015	1	22	124	5	4	250	Dryland	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_101_Dead	42327_101	19/11/2015	2	32	101	5	1	250	Dryland	Dead	2.28	0.84	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_102_Dead	42327_102	19/11/2015	2	32	102	6	1	250	Irrigated	Dead	12.30	0.90	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_103_Dead	42327_103	19/11/2015	2	32	103	2	1	0	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_104_Dead	42327_104	19/11/2015	2	32	104	4	1	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_105_Dead	42327_105	19/11/2015	2	32	105	1	1	0	Dryland	Dead	42.66	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_106_Dead	42327_106	19/11/2015	2	32	106	3	1	50	Dryland	Dead	9.65	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_107_Dead	42327_107	19/11/2015	2	32	107	4	2	50	Irrigated	Dead	0.00	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
42327_108_Dead	42327_108	19/11/2015	2	32	108	1	2	0	Dryland	Dead	63.95	NA	Wheat.Dead.Live.Wt	Wheat.Dead.Live.Nconc
