SimulationName	Clock.Today	Oats.Ear.NConc.	Oats.Ear.Wt	Oats.Grain.Live.NConc	Oats.Grain.Live.Wt	Oats.Leaf.Dead.Nconc	Oats.Leaf.Dead.Wt	Oats.Leaf.LAI	Oats.Leaf.Live.NConc	Oats.Leaf.Live.Wt	Oats.Panicle.Live.NConc	Oats.Panicle.Wt	Oats.Stem.Live.NConc	Oats.Stem.Live.Wt	Oats.AboveGround.Nconc	Oats.AboveGround.Live.Wt	Oats.Leaf.N	Oats.Stem.N	Oats.Phenology.Stage	Oats.Structure.LeafTipsAppeared	Oats.Leaf.ExpandedCohortNo	Oats.Leaf.GreenCohortNo	Oats.Leaf.SenescingCohortNo	Oats.Leaf.DeadCohortNo	Oats.Leaf.CoverTotal	Soil.Temperature(1)	Soil.Temperature(2)	Soil.Temperature(3)	Soil.Temperature(4)	Soil.Temperature(5)	Soil.Temperature(6)	Soil.Temperature(7)	Soil.SoilNitrogen.mineral_n(1)	Soil.SoilNitrogen.mineral_n(2)	Soil.SoilNitrogen.mineral_n(3)	Soil.SoilNitrogen.mineral_n(4)	Soil.SoilNitrogen.mineral_n(5)	Soil.SoilNitrogen.mineral_n(6)	Soil.SoilNitrogen.NH4(1)	Soil.SoilNitrogen.NH4(2)	Soil.SoilNitrogen.NH4(3)	Soil.SoilNitrogen.NH4(4)	Soil.SoilNitrogen.NH4(5)	Soil.SoilNitrogen.NH4(6)	Soil.SoilNitrogen.NO3(1)	Soil.SoilNitrogen.NO3(2)	Soil.SoilNitrogen.NO3(3)	Soil.SoilNitrogen.NO3(4)	Soil.SoilNitrogen.NO3(5)	Soil.SoilNitrogen.NO3(6)	Soil.SoilNitrogen.ProfileMineralN	Soil.SoilNitrogen.ProfileNO3	Soil.SoilNitrogen.ProfileNH4	Soil.SoilWater.SW(1)	Soil.SoilWater.SW(2)	Soil.SoilWater.SW(3)	Soil.SoilWater.SW(4)	Soil.SoilWater.SW(5)	Soil.SoilWater.SW(6)	Soil.SoilWater.SW(7)	Soil.SoilWater.ProfileWater	Nit	Irr
RS_Oats_1718Nit0IrrFull	2017-09-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.90742826	12.2478401	11.95595911	11.46452292	11.14708828	10.76424661	10.64832448	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.275359375	0.3276375	0.31853125	0.3756125	0.35536875	0.3502875	0.206225	572.2570313	0	Full
RS_Oats_1718Nit0IrrNil	2017-09-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.3004224	12.32496927	11.9336737	11.47131198	11.14757578	10.76391823	10.62174401	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.287384375	0.31086875	0.32804375	0.37575	0.37543125	0.3313625	0.212425	576.6417188	0	Nil
RS_Oats_1718Nit300IrrFull	2017-09-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.56539753	11.95308203	11.72437995	11.30903516	10.98374349	10.70713411	10.60519245	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.281828125	0.3359375	0.32571875	0.39365625	0.4039375	0.31286875	0.18054375	577.6823438	300	Full
RS_Oats_1718Nit300IrrNil	2017-09-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.66567031	12.11278516	11.81801458	11.4579862	11.09789375	10.71255104	10.6223776	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.28056875	0.3284	0.34248125	0.3689625	0.38115	0.3454	0.24174375	595.2665625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-09-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.78610664	12.12831016	11.8356901	11.3996862	11.05681823	10.74498776	10.60283281	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2972375	0.313175	0.37719375	0.39325	0.37741875	0.29081875	0.172125	574.80375	50	Full
RS_Oats_1718Nit50IrrNil	2017-09-29	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.05755013	12.31582786	11.94765651	11.52679844	11.14091849	10.75630547	10.63724792	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.280509375	0.3070625	0.33398125	0.36425	0.349	0.30898125	0.1404625	537.1382813	50	Nil
RS_Oats_1718Nit0IrrFull	2017-09-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.77526315	12.75095703	12.39530521	11.48431589	11.18149688	10.8421763	10.72477266	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.268603125	0.32315	0.31443125	0.37435	0.35533125	0.3510625	0.20686875	569.3760938	0	Full
RS_Oats_1718Nit0IrrNil	2017-09-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.77479896	12.84342161	12.43361172	11.51009375	11.18752396	10.84851328	10.70501068	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.281778125	0.3072625	0.3250375	0.37508125	0.37571875	0.3319375	0.2130625	574.6073438	0	Nil
RS_Oats_1718Nit300IrrFull	2017-09-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.40318125	12.41299688	12.10542266	11.32549922	11.01774063	10.78304922	10.68044323	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.274834375	0.33083125	0.32209375	0.392725	0.40345625	0.3134625	0.18110625	574.7029688	300	Full
RS_Oats_1718Nit300IrrNil	2017-09-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.44297617	12.59702604	12.26537604	11.48170651	11.13050026	10.79082734	10.70457943	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2751	0.32474375	0.33969375	0.3678875	0.3813625	0.3462625	0.24249375	593.2865625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-09-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.64467578	12.6106263	12.2401987	11.41938177	11.09180078	10.82233359	10.67993464	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.290184375	0.308625	0.37419375	0.39221875	0.3773	0.29139375	0.17294375	572.2364063	50	Full
RS_Oats_1718Nit50IrrNil	2017-09-30	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.70670156	12.84299167	12.44297917	11.5642651	11.17811693	10.83947708	10.72350781	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.274971875	0.30269375	0.33076875	0.3634375	0.3492125	0.309525	0.1409	534.8029688	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.18998281	11.92500052	11.98354635	11.56420911	11.23941146	10.90759401	10.79264193	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26333125	0.31921875	0.31051875	0.37309375	0.3551625	0.35190625	0.20755	566.851875	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.01916549	11.89402813	11.99678307	11.59438047	11.25306719	10.91565182	10.77524479	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.27745	0.30405	0.322075	0.37434375	0.3758125	0.33258125	0.21374375	572.791875	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	10.6150957	11.55304505	11.7411638	11.38821745	11.07420781	10.84449818	10.74647708	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.269084375	0.32594375	0.31863125	0.39191875	0.40306875	0.3142125	0.18166875	572.1042188	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	10.67262604	11.69388021	11.84833333	11.55203724	11.18798724	10.85426979	10.77054375	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2711125	0.32179375	0.3374875	0.366825	0.38130625	0.34701875	0.243275	591.7096875	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.04572565	11.74755208	11.88302109	11.49258281	11.14986536	10.88403359	10.74608828	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.284775	0.30476875	0.371275	0.39110625	0.377175	0.2921	0.1736625	570.0271875	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-01	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.00604193	11.89751563	12.01634036	11.64598281	11.24243099	10.9098625	10.79600885	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.27080625	0.29908125	0.3278125	0.362575	0.3493375	0.31013125	0.141425	532.8675	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.92981107	11.88086979	11.78864115	11.51308828	11.28655339	10.97018828	10.85468151	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25639375	0.3141375	0.30595625	0.372025	0.3550625	0.35270625	0.2081375	563.7459375	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.93789714	11.87166563	11.79843854	11.5466487	11.30375964	10.98306589	10.84038906	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.271796875	0.29966875	0.318525	0.373625	0.37588125	0.33316875	0.2143875	570.3960938	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.48016393	11.48140859	11.49764036	11.31998958	11.11093307	10.90456953	10.80473776	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2603125	0.3188625	0.3146625	0.39133125	0.4028	0.314825	0.18236875	568.6725	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.45337109	11.64884349	11.6312724	11.48837188	11.23112318	10.91664297	10.83091667	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26515625	0.31743125	0.33433125	0.3658375	0.3814125	0.34773125	0.2439	589.351875	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.83115547	11.72687292	11.66923542	11.44082318	11.19325833	10.94504479	10.80566276	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.27706875	0.29881875	0.367825	0.3902	0.3772125	0.2926875	0.1745	567.110625	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-02	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.85714948	11.90352083	11.83287135	11.59252005	11.29511536	10.97676875	10.85945182	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26480625	0.2940625	0.3242	0.3616	0.349325	0.31064375	0.141925	530.1384375	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-03	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.42925052	12.68740625	12.18237943	11.48913281	11.30160365	11.01940182	10.9103099	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2449625	0.3065125	0.29993125	0.370675	0.35476875	0.35338125	0.2088125	558.991875	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-03	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.81091432	12.86204818	12.21214297	11.52926484	11.32275911	11.03763568	10.89901406	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26273125	0.29311875	0.314	0.37260625	0.3758625	0.33369375	0.21514375	566.769375	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-03	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.86292344	12.20455964	11.78555677	11.28452005	11.11932969	10.95130964	10.85638542	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.246446875	0.308675	0.30906875	0.39058125	0.40239375	0.3152125	0.1829125	563.3189063	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-03	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.00663763	12.46951172	11.97022318	11.46136823	11.24098568	10.96777552	10.88795495	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.25555625	0.31085	0.3303875	0.36460625	0.3812125	0.34835625	0.24475625	585.7565625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-03	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.21459531	12.51823568	11.99708229	11.41286589	11.20620885	10.99684948	10.85963385	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.264284375	0.2895	0.363425	0.38896875	0.37709375	0.2931625	0.17514375	562.4057813	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-03	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.53515938	12.84407214	12.24182786	11.58372396	11.31705651	11.03497604	10.92014844	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2548875	0.286375	0.319225	0.36055	0.34930625	0.311	0.1423	525.90375	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-04	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.812011045	11.52830951	12.05800182	12.1015974	11.5810237	11.33122969	11.05896901	10.9564763	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.236771875	0.3006875	0.2948375	0.36916875	0.35435625	0.35403125	0.20953125	555.1964063	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-04	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	6.3	4.95	4.35	1.7	0.25	0.729302533	11.54122891	12.10465313	12.1668638	11.63994297	11.36061771	11.08273021	10.94930729	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.256240625	0.28871875	0.31016875	0.37164375	0.37568125	0.3342125	0.21583125	564.0051563	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-04	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	6.85	5.3	5.85	0.95	0.05	0.949299878	10.83362565	11.50830104	11.70625677	11.35675651	11.14067109	10.98688646	10.90224714	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2375125	0.30160625	0.3045375	0.38985625	0.40183125	0.31565	0.18341875	559.4559375	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-04	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.903594172	11.03929714	11.74912396	11.8939388	11.5441599	11.26778984	11.00553646	10.93549401	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.24929375	0.30625625	0.32725	0.36336875	0.3808875	0.348875	0.2454625	583.085625	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-04	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.871736238	11.34186667	11.84380755	11.95221406	11.49324922	11.23497578	11.03718255	10.9066125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.255509375	0.28321875	0.3598125	0.38788125	0.37680625	0.29356875	0.1758125	558.9735938	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-04	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.788690413	11.48685964	12.08089193	12.17943229	11.69531745	11.35430885	11.07943229	10.97048125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.248215625	0.28094375	0.3153125	0.35955	0.3492875	0.3114625	0.1427875	522.8939063	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.57379466	12.12084688	12.03103438	11.5973276	11.37980729	11.10211563	11.00123281	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.22875625	0.29455	0.28949375	0.36764375	0.353875	0.35458125	0.21025	551.2490625	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.60742878	12.1476349	12.09412448	11.663425	11.41540313	11.12861276	10.99567109	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2494625	0.284325	0.30596875	0.37051875	0.37550625	0.33465625	0.2164125	560.986875	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	10.89815729	11.5401875	11.60388568	11.34831302	11.1738612	11.02515469	10.94109583	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.227771875	0.29348125	0.29921875	0.389075	0.40131875	0.315875	0.18401875	555.0398438	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	10.96713971	11.80550599	11.81865859	11.54037552	11.30857891	11.04707865	10.97851927	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.241803125	0.3008375	0.32359375	0.36188125	0.3804875	0.34943125	0.2461375	579.8554688	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.43726263	11.90207526	11.87257188	11.5025224	11.27876693	11.07655938	10.94966823	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.246640625	0.27638125	0.35570625	0.38650625	0.376625	0.29403125	0.17656875	555.2845313	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-05	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.45600833	12.14160156	12.11772422	11.70320729	11.40876484	11.12857656	11.01668802	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.240815625	0.27555	0.31101875	0.3582625	0.34914375	0.31185625	0.1432375	519.5104688	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-06	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.85852656	11.78367188	11.7303263	11.57321667	11.41141042	11.14339036	11.04198984	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.224125	0.29030625	0.28535	0.3658625	0.35344375	0.35503125	0.21088125	548.3353125	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-06	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.93819245	11.77281927	11.74920078	11.64102552	11.45139375	11.17468724	11.0396651	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.245696875	0.28135625	0.30235625	0.3695125	0.37515	0.3350625	0.21699375	558.7804688	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-06	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.43999727	11.29349089	11.33479792	11.30502578	11.1912888	11.05785052	10.97974531	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.222871875	0.2881375	0.295025	0.3882875	0.40078125	0.316175	0.1845125	552.0857813	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-06	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.46788294	11.47521719	11.48818516	11.50133099	11.32937865	11.08585859	11.01901563	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.23815	0.29706875	0.32054375	0.36054375	0.3799375	0.34979375	0.2468	577.5684375	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-06	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.74698268	11.5948125	11.58841901	11.47642292	11.30416224	11.11518359	10.98841094	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.242865625	0.27224375	0.35235625	0.385225	0.376325	0.2944875	0.1771625	552.9332813	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-06	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.80902526	11.77446693	11.77879766	11.67984714	11.44255833	11.1740349	11.06158698	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2372	0.2716125	0.3074625	0.35711875	0.34918125	0.31218125	0.143625	517.1925	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.16795938	11.78511042	11.84079792	11.55365156	11.41898854	11.17864089	11.08229271	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.26039375	0.2907625	0.28440625	0.364325	0.35291875	0.3554875	0.21148125	553.2590625	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.03812539	11.73575885	11.85775625	11.6200151	11.45867396	11.21384688	11.08099609	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2763125	0.28311875	0.30103125	0.36855	0.37484375	0.33539375	0.21764375	563.1534375	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	10.84976094	11.41352891	11.48489115	11.28019193	11.18752057	11.08498828	11.01151172	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2568125	0.289575	0.29459375	0.38761875	0.4001125	0.31636875	0.185025	557.07375	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	10.89919023	11.54981589	11.64213724	11.47773594	11.32904193	11.11572135	11.05622891	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.273734375	0.2987375	0.3198	0.359475	0.37943125	0.350075	0.24756875	582.7757813	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.10995951	11.62005339	11.70081953	11.45522604	11.30943516	11.14792188	11.02632552	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.279171875	0.27445625	0.35130625	0.38406875	0.3759125	0.29488125	0.177725	558.2123438	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-07	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.06927279	11.76416953	11.90025052	11.66560469	11.45511693	11.21332161	11.10518828	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.273875	0.2739625	0.3067875	0.35603125	0.34896875	0.31248125	0.1440875	522.6825	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-08	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.93649167	11.77874531	11.68148255	11.53874036	11.43353724	11.20681536	11.11599922	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.297571875	0.30206875	0.2840875	0.362875	0.35225625	0.35584375	0.21205	560.0798438	0	Full
RS_Oats_1718Nit0IrrNil	2017-10-08	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.08163216	11.84959219	11.71211719	11.59449453	11.4726974	11.2421151	11.11969635	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.31028125	0.300175	0.30135625	0.36760625	0.3745125	0.33578125	0.21836875	570.8559375	0	Nil
RS_Oats_1718Nit300IrrFull	2017-10-08	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.45232578	11.41376536	11.38701146	11.27496224	11.19512161	11.10595911	11.04244583	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.2924	0.303275	0.294725	0.3867125	0.39956875	0.3164	0.18543125	564.2025	300	Full
RS_Oats_1718Nit300IrrNil	2017-10-08	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.62685638	11.5596776	11.50208255	11.46350521	11.33912083	11.13953802	11.08861849	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.309896875	0.31490625	0.32070625	0.3582625	0.378975	0.35035625	0.24808125	590.6348438	300	Nil
RS_Oats_1718Nit50IrrFull	2017-10-08	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	11.78848307	11.62050651	11.55894036	11.44399818	11.32227344	11.17326849	11.06094115	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.315703125	0.28859375	0.3508625	0.3830625	0.37563125	0.29521875	0.17840625	565.5989063	50	Full
RS_Oats_1718Nit50IrrNil	2017-10-08	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	12.0036224	11.85300938	11.73282083	11.64081016	11.47150521	11.24467995	11.14343724	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.31024375	0.292075	0.30763125	0.35496875	0.34875625	0.3128	0.1444625	530.9334375	50	Nil
RS_Oats_1718Nit0IrrFull	2017-10-09	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	13.19745026	12.62067552	12.18118672	11.5397125	11.43627734	11.23241563	11.14680208	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	0.3144375	0.310425	0.2853375	0.36116875	0.35153125	0.3561	0.2126125	563.754375	0	Full
