ApsimVersion = 7.7
Title = 3) Ingham 1992-93 Q117 1R
             SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)      no3ppm(7)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)         nh4(7)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)      nh4ppm(7)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                         ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "3 Ingham 1992_93 Q117 1R"        paddock     10/11/1992         ingham        1992-93          2.000           1992            315             77          alive              1          0.000            0.0          0.000          0.000          1.036          31.16           0.00          0.000          0.000          0.000         343.32         343.32         196.38         115.77           1.64          2.030          1.000          1.000           3.71            3.71           0.19           2.85           0.67           0.01           0.01           0.01           0.01          0.301          144.3          105.2           40.6           12.2            6.2            6.1            6.4           -0.0         62.744         38.979         14.502          2.801          1.422          1.364          1.429            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.381          0.169          0.013          0.000          0.003          0.000          0.001         11.574         11.574          0.000       1540.000         822.39          3.000          23.39          28.07           6.92                 1.64                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     11/11/1992         ingham        1992-93          2.000           1992            316             78          alive              1          1.000            0.0          0.000          0.000          1.351          40.59           0.00          0.000          0.000          0.000         368.78         368.78         206.48         121.71           1.64          2.119          1.000          1.000           3.96            3.96           0.24           3.01           0.71           0.01           0.01           0.01           0.01          0.301          143.5          104.4           40.2           12.1            6.2            6.1            6.4           -0.0         62.391         38.649         14.358          2.780          1.415          1.360          1.429            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.378          0.169          0.014          0.000          0.003          0.000          0.001         11.747         11.747          0.000       1550.000         825.84          3.000          25.46          30.55           9.43                 1.64                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     12/11/1992         ingham        1992-93          2.000           1992            317             79          alive              1          0.000            0.0         36.000          0.000          1.779          53.44           0.00          0.000          0.000          0.000         394.42         394.42         214.54         126.45           1.65          2.191          1.000          1.000           4.22            4.22           0.31           3.16           0.75           0.01           0.01           0.01           0.01          0.300          121.6          116.0           46.2           12.8            6.1            6.1            6.4           -0.0         52.852         42.953         16.510          2.947          1.411          1.357          1.428            1.0            0.4            0.0            0.0            0.0            0.0            0.0          0.422          0.167          0.014          0.000          0.003          0.000          0.001         11.883         11.883          0.000       1560.000         829.32          3.000          25.64          30.77          12.85                 1.64                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     13/11/1992         ingham        1992-93          2.000           1992            318             80          alive              1          0.000            0.0          0.000          0.000          2.070          62.17           0.00          0.000          0.000          0.000         416.52         416.52         222.95         131.40           1.66          2.265          1.000          1.000           4.46            4.46           0.41           3.28           0.77           0.01           0.01           0.01           0.01          0.300          111.3          117.3           51.6           14.1            6.1            6.1            6.4           -0.0         48.390         43.447         18.421          3.235          1.408          1.354          1.428            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.404          0.165          0.014          0.000          0.003          0.000          0.001         12.024         12.024          0.000       1570.000         832.08          3.000          22.10          26.51           8.73                 1.65                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     14/11/1992         ingham        1992-93          2.000           1992            319             81          alive              1          0.000            0.0          0.000          0.300          2.070          62.17           0.00          0.000          0.000          0.000         425.28         425.28         228.47         134.65           1.66          2.329          1.000          1.000           4.59            4.59           0.45           3.35           0.79           0.01           0.01           0.01           0.01          0.300          107.3          115.8           54.9           15.4            6.1            6.1            6.4           -0.0         46.671         42.880         19.603          3.541          1.406          1.352          1.426            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.385          0.162          0.014          0.000          0.003          0.000          0.001         12.187         12.187          0.000       1580.000         832.17          3.000           8.76          10.51          -0.00                 1.66                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     15/11/1992         ingham        1992-93          2.000           1992            320             82          alive              1          0.000            0.0          0.000         16.800          2.332          70.04           0.00          0.000          0.000          0.000         449.40         449.40         238.70         140.66           1.66          2.419          1.000          1.000           4.79            4.79           0.47           3.49           0.82           0.01           0.01           0.01           0.01          0.300           95.5          117.4           60.1           17.6            6.3            6.1            6.4           -0.0         41.535         43.484         21.453          4.042          1.443          1.349          1.425            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.389          0.161          0.014          0.000          0.003          0.000          0.001         12.354         12.354          0.000       1590.000         835.33          3.000          24.13          28.95           7.88                 1.66                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     16/11/1992         ingham        1992-93          2.000           1992            321             83          alive              1          0.000            0.0          0.000          0.000          2.640          79.27           0.00          0.000          0.000          0.000         474.70         474.70         248.81         146.61           1.67          2.508          1.000          1.000           5.04            5.04           0.53           3.65           0.86           0.01           0.01           0.01           0.01          0.300           89.7          114.5           63.4           19.9            6.6            6.1            6.4           -0.0         39.011         42.400         22.660          4.578          1.507          1.346          1.424            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.381          0.160          0.014          0.000          0.003          0.000          0.001         12.517         12.517          0.000       1600.000         838.72          3.000          25.29          30.35           9.23                 1.66                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     17/11/1992         ingham        1992-93          2.000           1992            322             84          alive              1          0.000            0.0          0.000          0.000          3.062          91.94           0.00          0.000          0.000          0.000         502.78         502.78         258.52         152.32           1.68          2.594          1.000          1.000           5.31            5.31           0.60           3.81           0.90           0.01           0.01           0.01           0.01          0.300           87.6          110.6           64.6           21.7            6.9            6.0            6.4           -0.0         38.068         40.953         23.066          4.999          1.576          1.342          1.423            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.384          0.163          0.014          0.000          0.003          0.000          0.001         12.672         12.672          0.000       1610.000         842.66          3.000          28.08          33.70          12.67                 1.67                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     18/11/1992         ingham        1992-93          2.000           1992            323             85          alive              1          0.000            0.0          0.000          0.000          3.473         104.27           0.00          0.000          0.000          0.000         530.19         530.19         268.01         157.91           1.69          2.678          1.000          1.000           5.58            5.58           0.69           3.96           0.93           0.01           0.01           0.01           0.01          0.300           87.1          107.5           64.3           22.8            7.1            6.0            6.4           -0.0         37.879         39.817         22.955          5.239          1.627          1.339          1.421            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.387          0.166          0.014          0.000          0.003          0.000          0.001         12.825         12.825          0.000       1620.000         846.45          3.000          27.41          32.89          12.33                 1.68                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     19/11/1992         ingham        1992-93          2.000           1992            324             86          alive              1          0.000            0.0         36.000          0.000          3.899         117.04           0.00          0.000          0.000          0.000         558.74         558.74         277.95         163.75           1.69          2.765          1.000          1.000           5.85            5.85           0.78           4.10           0.97           0.01           0.01           0.01           0.01          0.300           73.0          110.0           69.7           25.1            7.4            6.0            6.4           -0.0         31.723         40.751         24.877          5.762          1.694          1.336          1.420            1.0            0.4            0.0            0.0            0.0            0.0            0.0          0.422          0.164          0.014          0.000          0.003          0.000          0.001         12.984         12.984          0.000       1630.000         850.47          3.000          28.55          34.26          12.77                 1.69                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     20/11/1992         ingham        1992-93          2.000           1992            325             87          alive              1          0.000            0.0          0.000          0.000          4.258         127.95           0.00          0.000          0.000          0.000         587.28         586.86         288.79         170.13           2.12          2.862          1.000          1.000           6.13            6.13           0.87           4.25           1.00           0.01           0.01           0.01           0.01          0.300           65.8          106.5           73.7           28.0            7.8            6.0            6.4           -0.0         28.599         39.462         26.321          6.445          1.795          1.332          1.418            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.400          0.164          0.014          0.000          0.003          0.000          0.001         13.164         13.000          0.164       1640.000         854.48          3.000          28.54          34.25          10.72                 1.69                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     21/11/1992         ingham        1992-93          2.000           1992            326             88          alive              1          0.000            0.0          0.000          0.000          4.470         134.43           0.00          0.000          0.000          0.000         612.00         611.10         299.97         176.70           2.61          2.962          1.000          1.000           6.39            6.39           0.95           4.40           1.04           0.01           0.01           0.01           0.01          0.301           62.7          102.1           75.4           30.8            8.3            6.0            6.4           -0.0         27.250         37.828         26.929          7.074          1.918          1.329          1.416            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.380          0.160          0.014          0.000          0.003          0.000          0.001         13.350         13.000          0.350       1650.000         857.71          3.000          24.72          29.67           6.28                 1.70                 0.00                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     22/11/1992         ingham        1992-93          2.000           1992            327             89          alive              1          0.000            0.0          0.000          0.000          4.710         141.79           0.00          0.000          0.000          0.000         638.52         637.12         311.71         183.61           3.11          3.066          1.000          1.000           6.66            6.65           0.99           4.58           1.08           0.01           0.01           0.01           0.01          0.301           61.7           98.4           75.3           32.6            8.8            6.0            6.4           -0.0         26.839         36.445         26.882          7.497          2.024          1.326          1.414            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.369          0.157          0.013          0.000          0.003          0.000          0.001         13.545         13.000          0.545       1660.000         861.30          3.000          26.53          31.83           7.15                 1.71                 0.01                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     23/11/1992         ingham        1992-93          2.000           1992            328             90          alive              1          0.000            0.0          0.000          0.000          5.127         154.45           0.00          0.000          0.000          0.000         668.82         666.97         322.54         189.98           3.57          3.163          1.000          1.000           6.95            6.94           1.05           4.77           1.12           0.02           0.01           0.01           0.01          0.301           61.6           95.8           74.1           33.5            9.1            5.9            6.4           -0.0         26.782         35.500         26.475          7.690          2.089          1.322          1.411            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.354          0.155          0.013          0.000          0.003          0.000          0.000         13.725         13.000          0.725       1670.000         865.64          3.000          30.32          36.38          12.45                 1.72                 0.01                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     24/11/1992         ingham        1992-93          2.000           1992            329             91          alive              1          0.000            0.0          0.000          0.000          5.349         161.24           0.00          0.000          0.000          0.000         693.61         691.31         333.59         196.48           4.04          3.261          1.000          1.000           7.21            7.20           1.13           4.91           1.16           0.02           0.01           0.01           0.01          0.301           61.6           95.0           73.2           33.3            9.0            5.9            6.3           -0.0         26.803         35.202         26.147          7.656          2.077          1.318          1.409            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.341          0.153          0.013          0.000          0.002          0.000          0.000         13.908         13.000          0.908       1680.000         868.87          3.000          24.81          29.77           6.59                 1.72                 0.02                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     25/11/1992         ingham        1992-93          2.000           1992            330             92          alive              1          0.000            0.0          0.000          2.000          5.556         167.55           0.00          0.000          0.000          0.000         717.97         715.33         344.74         203.04           4.37          3.359          1.000          1.000           7.46            7.45           1.18           5.08           1.20           0.02           0.01           0.01           0.01          0.302           61.6           94.3           72.4           33.0            9.0            5.9            6.3           -0.0         26.804         34.909         25.869          7.591          2.064          1.315          1.406            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.333          0.151          0.013          0.000          0.002          0.000          0.000         14.091         13.000          1.091       1690.000         872.01          3.000          24.38          29.26           6.17                 1.73                 0.02                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     26/11/1992         ingham        1992-93          2.000           1992            331             93          alive              1          0.000            0.0         36.000          0.000          5.951         179.38           0.00          0.000          0.000          0.000         748.87         746.26         356.77         210.12           4.35          3.465          1.000          1.000           7.74            7.73           1.22           5.27           1.24           0.02           0.01           0.01           0.01          0.301           52.1           96.0           76.2           33.4            8.9            5.9            6.3           -0.0         22.651         35.563         27.224          7.681          2.052          1.311          1.403            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.405          0.162          0.014          0.000          0.002          0.000          0.000         14.283         13.000          1.283       1700.000         876.45          3.000          30.93          37.12          11.83                 1.74                 0.02                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     27/11/1992         ingham        1992-93          2.000           1992            332             94          alive              1          0.000            0.0          0.000          0.000          6.444         194.18           0.00          0.000          0.000          0.000         782.66         780.08         368.74         217.16           4.34          3.570          1.000          1.000           8.06            8.05           1.30           5.46           1.29           0.02           0.01           0.01           0.01          0.301           47.4           93.1           78.9           34.9            8.9            5.9            6.3           -0.0         20.610         34.481         28.190          8.019          2.038          1.307          1.400            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.411          0.172          0.014          0.000          0.002          0.000          0.000         14.474         13.000          1.474       1710.000         881.46          3.000          33.82          40.58          14.80                 1.74                 0.02                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     28/11/1992         ingham        1992-93          2.000           1992            333             95          alive              1          0.000            0.0          0.000          0.000          7.016         211.34           0.00          0.000          0.000          0.000         817.55         815.00         379.92         223.74           4.32          3.668          1.000          1.000           8.39            8.38           1.41           5.65           1.33           0.02           0.01           0.01           0.01          0.301           45.6           89.7           79.7           36.2            8.8            5.9            6.3           -0.0         19.834         33.214         28.458          8.324          2.024          1.303          1.396            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.384          0.170          0.014          0.000          0.002          0.000          0.000         14.653         13.000          1.653       1720.000         886.68          3.000          34.91          41.90          17.15                 1.75                 0.02                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     29/11/1992         ingham        1992-93          2.000           1992            334             96          alive              1          0.000            0.0          0.000          0.000          7.648         230.29           0.00          0.000          0.000          0.000         853.38         850.85         390.56         230.00           4.30          3.761          1.000          1.000           8.72            8.71           1.52           5.82           1.37           0.02           0.01           0.01           0.01          0.301           45.5           87.2           79.1           36.5            8.7            5.8            6.3           -0.0         19.786         32.313         28.244          8.379          2.010          1.298          1.392            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.357          0.163          0.014          0.000          0.002          0.000          0.000         14.822         13.000          1.822       1730.000         892.08          3.000          35.85          43.03          18.96                 1.76                 0.02                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     30/11/1992         ingham        1992-93          2.000           1992            335             97          alive              1          0.000            0.0          0.000          0.000          8.082         243.53           0.00          0.000          0.000          0.000         882.05         878.82         399.84         235.45           5.01          3.841          0.802          1.000           9.05            9.04           1.65           5.98           1.41           0.02           0.01           0.01           0.01          0.301           45.5           86.1           77.9           36.1            8.7            5.8            6.2           -0.0         19.770         31.891         27.817          8.288          1.996          1.294          1.387            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.342          0.155          0.014          0.000          0.002          0.000          0.000         14.980         13.000          1.980       1740.000         896.03          3.000          28.69          34.43          12.93                 1.77                 0.02                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     01/12/1992         ingham        1992-93          2.000           1992            336             98          alive              1          0.000            0.0          0.000          0.000          8.628         260.01           0.00          0.000          0.000          0.000         913.45         909.94         409.05         240.87           5.30          3.921          0.916          1.000           9.31            9.29           1.74           6.11           1.44           0.02           0.01           0.01           0.01          0.301           45.6           85.3           77.0           35.7            8.6            5.8            6.2           -0.0         19.824         31.590         27.494          8.216          1.985          1.290          1.383            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.333          0.151          0.014          0.000          0.002          0.000          0.000         15.132         13.000          2.132       1750.000         900.53          3.000          31.43          37.72          16.34                 1.78                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     02/12/1992         ingham        1992-93          2.000           1992            337             99          alive              1          0.000            0.0          0.000          0.000          9.053         272.77           0.00          0.000          0.000          0.000         944.85         941.38         420.82         247.79           5.28          4.024          1.000          1.000           9.57            9.56           1.85           6.24           1.47           0.02           0.01           0.01           0.01          0.301           45.7           84.4           76.0           35.4            8.6            5.8            6.2           -0.0         19.869         31.273         27.161          8.140          1.973          1.285          1.378            0.8            0.4            0.0            0.0            0.0            0.0            0.0          0.328          0.149          0.014          0.000          0.002          0.000          0.000         15.319         13.000          2.319       1760.000         905.02          3.000          31.44          37.73          12.76                 1.79                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     03/12/1992         ingham        1992-93          2.000           1992            338            100          alive              1          0.000            0.0         36.000          0.000          9.053         272.77           0.00          0.000          0.000          0.000         962.40         958.96         431.88         254.30           5.25          4.131          1.000          1.000           9.78            9.77           1.91           6.36           1.50           0.02           0.01           0.01           0.01          0.301           39.7           87.6           77.3           35.2            8.6            5.8            6.2           -0.0         17.248         32.440         27.617          8.098          1.967          1.283          1.375            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.392          0.152          0.015          0.000          0.002          0.000          0.000         15.513         13.000          2.513       1770.000         906.72          3.000          17.58          21.09          -0.00                 1.80                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     04/12/1992         ingham        1992-93          2.000           1992            339            101          alive              1          0.000            0.0          0.000          3.000          9.098         274.11           0.00          0.000          0.000          0.000         982.61         979.21         443.79         261.31           5.22          4.235          1.000          1.000          10.00            9.99           1.91           6.54           1.54           0.02           0.01           0.01           0.01          0.301           36.0           86.1           80.9           35.0            8.5            5.8            6.2           -0.0         15.638         31.871         28.879          8.057          1.961          1.279          1.371            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.412          0.160          0.015          0.000          0.002          0.000          0.000         15.703         13.000          2.703       1780.000         908.96          3.000          20.25          24.30           1.34                 1.81                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     05/12/1992         ingham        1992-93          2.000           1992            340            102          alive              1          0.000            0.0          0.000          0.500          9.454         284.80           0.00          0.000          0.000          0.000        1012.15        1008.77         455.67         268.30           5.19          4.339          1.000          1.000          10.29           10.27           1.92           6.76           1.59           0.02           0.01           0.01           0.01          0.301           34.0           82.8           83.5           34.8            8.5            5.7            6.1           -0.0         14.761         30.652         29.831          7.996          1.951          1.275          1.366            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.389          0.160          0.016          0.000          0.002          0.000          0.000         15.891         13.000          2.891       1790.000         913.05          3.000          29.57          35.48          10.69                 1.81                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     06/12/1992         ingham        1992-93          2.000           1992            341            103          alive              1          0.000            0.0          0.000         16.300          9.708         292.40           0.00          0.000          0.000          0.000        1037.84        1034.50         467.08         275.01           5.17          4.438          1.000          1.000          10.55           10.54           1.98           6.93           1.63           0.02           0.01           0.01           0.01          0.301           30.3           79.9           86.3           35.9            8.5            5.7            6.1           -0.0         13.187         29.604         30.809          8.249          1.943          1.272          1.362            0.9            0.4            0.0            0.0            0.0            0.0            0.0          0.409          0.165          0.016          0.000          0.002          0.000          0.000         16.073         13.000          3.073       1800.000         916.37          3.000          25.72          30.87           7.60                 1.82                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     07/12/1992         ingham        1992-93          2.000           1992            342            104          alive              1          0.000            0.0          0.000         15.300         10.320         310.79           0.00          0.000          0.000          0.000        1073.97        1070.60         478.24         281.57           5.21          4.536          1.000          1.000          10.87           10.85           2.04           7.14           1.68           0.02           0.01           0.01           0.01          0.301           26.4           75.6           87.9           38.7            8.4            5.7            6.1           -0.0         11.457         27.988         31.409          8.888          1.933          1.268          1.357            1.0            0.5            0.0            0.0            0.0            0.0            0.0          0.438          0.174          0.016          0.000          0.002          0.000          0.000         16.251         13.000          3.251       1800.000         921.77          3.000          36.17          43.40          18.36                 1.83                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     08/12/1992         ingham        1992-93          2.000           1992            343            105          alive              1          0.000            0.0          0.000          0.000         11.047         332.68           0.00          0.000          0.000          0.000        1112.71        1109.06         488.67         287.71           5.48          4.626          1.000          1.000          11.21           11.19           2.16           7.31           1.72           0.02           0.01           0.01           0.01          0.301           24.7           71.2           87.7           41.4            8.4            5.7            6.1           -0.0         10.741         26.361         31.320          9.517          1.922          1.264          1.351            1.0            0.5            0.0            0.0            0.0            0.0            0.0          0.415          0.177          0.016          0.000          0.002          0.000          0.000         16.420         13.000          3.420       1800.000         927.68          3.000          38.77          46.52          21.77                 1.83                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     09/12/1992         ingham        1992-93          2.000           1992            344            106          alive              1          0.000            0.0          0.000          0.000         11.791         355.11           0.00          0.000          0.000          0.000        1152.27        1148.36         499.29         293.95           5.77          4.718          1.000          1.000          11.55           11.53           2.30           7.47           1.76           0.02           0.01           0.01           0.01          0.301           24.5           68.3           86.4           42.7            8.3            5.7            6.1           -0.0         10.640         25.284         30.864          9.806          1.912          1.259          1.345            0.9            0.5            0.0            0.0            0.0            0.0            0.0          0.371          0.170          0.016          0.000          0.001          0.000          0.000         16.593         13.000          3.593       1800.000         933.75          3.000          39.60          47.52          22.30                 1.84                 0.03                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     10/12/1992         ingham        1992-93          2.000           1992            345            107          alive              1          1.000           75.0         36.000          0.000         12.548         377.89           0.00          0.000          0.000          0.000        1191.98        1187.80         509.78         300.13           6.04          4.809          1.000          1.000          11.89           11.87           2.45           7.63           1.80           0.02           0.01           0.01           0.01          0.301           31.0           65.2           87.6           44.9            8.3            5.6            6.0           -0.0         13.459         24.161         31.273         10.312          1.904          1.255          1.340           65.1            0.5            0.0            0.0            0.0            0.0            0.0         28.324          0.182          0.016          0.000          0.001          0.000          0.000         16.764         13.000          3.764       1800.000         939.83          3.000          39.75          47.69          22.65                 1.86                 0.04                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     11/12/1992         ingham        1992-93          2.000           1992            346            108          alive              1          0.000            0.0          0.000          0.000         13.247         398.98           0.00          0.000          0.000          0.000        1231.26        1226.80         521.06         306.76           6.34          4.906          1.000          1.000          12.23           12.21           2.59           7.79           1.83           0.03           0.01           0.01           0.01          0.301           44.3           62.3           87.5           47.4            8.3            5.6            6.0           -0.0         19.280         23.065         31.262         10.899          1.897          1.251          1.335           48.6            0.5            0.0            0.0            0.0            0.0            0.0         21.119          0.187          0.016          0.000          0.001          0.000          0.000         16.947         13.000          3.947       1800.000         945.82          3.000          39.32          47.19          20.95                 1.87                 0.04                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     12/12/1992         ingham        1992-93          2.000           1992            347            109          alive              1          0.000            0.0          0.000          0.000         13.962         420.51           0.00          0.000          0.000          0.000        1270.67        1265.93         532.15         313.28           6.63          5.002          1.000          1.000          12.57           12.55           2.72           7.96           1.87           0.03           0.01           0.01           0.01          0.301           58.0           60.2           86.4           49.4            8.2            5.6            6.0           -0.0         25.236         22.284         30.867         11.363          1.891          1.248          1.330           32.6            0.5            0.0            0.0            0.0            0.0            0.0         14.190          0.181          0.016          0.000          0.001          0.000          0.000         17.127         13.000          4.127       1800.000         951.81          3.000          39.46          47.35          21.39                 1.88                 0.04                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     13/12/1992         ingham        1992-93          2.000           1992            348            110          alive              1          0.000            0.0          0.000          0.000         14.575         439.10           0.00          0.000          0.000          0.000        1306.27        1300.93         542.47         319.36           7.24          5.090          1.000          1.000          12.89           12.87           2.85           8.11           1.91           0.03           0.01           0.01           0.01          0.301           69.5           58.6           85.1           50.2            8.2            5.6            6.0           -0.0         30.216         21.703         30.396         11.541          1.885          1.244          1.326           20.5            0.5            0.0            0.0            0.0            0.0            0.0          8.907          0.167          0.016          0.000          0.001          0.000          0.000         17.300         13.000          4.300       1800.000         957.04          3.000          35.65          42.77          18.33                 1.89                 0.04                0.00
 "3 Ingham 1992_93 Q117 1R"        paddock     14/12/1992         ingham        1992-93          2.000           1992            349            111          alive              1          0.000            0.0          0.000          0.500         14.995         451.84           0.00          0.000          0.000          0.000        1336.42        1330.63         553.15         325.64           7.70          5.182          1.000          1.000          13.16           13.14           2.96           8.24           1.94           0.03           0.01           0.01           0.01          0.301           76.7           58.1           84.1           49.9            8.2            5.6            5.9           -0.0         33.342         21.511         30.051         11.464          1.881          1.241          1.322           12.9            0.4            0.0            0.0            0.0            0.0            0.0          5.609          0.161          0.016          0.000          0.001          0.000          0.000         17.476         13.000          4.476       1800.000         961.17          3.000          30.21          36.25          12.52                 1.90                 0.05                0.01
 "3 Ingham 1992_93 Q117 1R"        paddock     15/12/1992         ingham        1992-93          2.000           1992            350            112          alive              1          0.000            0.0          0.000          0.000         15.763         475.02           0.00          0.000          0.000          0.000        1376.25        1370.03         563.36         331.64           8.14          5.269          1.000          1.000          13.49           13.47           3.04           8.44           1.99           0.03           0.01           0.01           0.01          0.301           80.6           57.4           82.8           49.4            8.2            5.6            5.9           -0.0         35.050         21.242         29.570         11.357          1.874          1.237          1.317            8.2            0.4            0.0            0.0            0.0            0.0            0.0          3.572          0.158          0.016          0.000          0.001          0.000          0.000         17.644         13.000          4.644       1800.000         967.22          3.000          39.89          47.87          22.98                 1.91                 0.05                0.01
 "3 Ingham 1992_93 Q117 1R"        paddock     16/12/1992         ingham        1992-93          2.000           1992            351            113          alive              1          0.000            0.0          0.000          0.000         16.253         489.88           0.00          0.000          0.000          0.000        1408.02        1401.36         573.74         337.75           8.59          5.358          1.000          1.000          13.78           13.75           3.17           8.56           2.02           0.03           0.01           0.01           0.01          0.301           83.0           56.8           81.8           49.0            8.1            5.6            5.9           -0.0         36.090         21.053         29.204         11.274          1.869          1.234          1.313            5.4            0.4            0.0            0.0            0.0            0.0            0.0          2.330          0.158          0.016          0.000          0.001          0.000          0.000         17.815         13.000          4.815       1800.000         971.65          3.000          31.83          38.19          14.65                 1.92                 0.06                0.01
