SimulationName   Clock.Today  PotatoHarvestRule.Script.FinalTag  Potato.Leaf.Live.Nconc  Potato.Stem.Live.Nconc  Potato.Tuber.Live.Nconc  Potato.Leaf.Live.Wt  Potato.Stem.Live.Wt  Potato.Tuber.Live.Wt  Potato.Summariser.Total.Live.Wt  Potato.Leaf.LAI  Potato.Leaf.LiveN  Potato.Stem.Live.N  Potato.Tuber.Live.N  Potato.Total.Live.N  Potato.Tuber.DMconc  Potato.Tuber.LiveFWt  Potato.Summariser.AboveGround.Live.Wt  Potato.Summariser.Aboveground.Live.N  ExtraVariables.Script.AccumTtemerg  Potato.Summariser.AboveGround.Dead.N  Potato.Summariser.AboveGroundDeadWt  Potato.Leaf.SpecificArea
()  (yyyy-mm-dd)  ()  (%)  (%)  (%)  (g/m2)  (g/m2)  (g/m2)  (g/m2)  ()  (g/m2)  (g/m2)  (g/m2)  (g/m2)  (%)  (g/m2)  (g/m2)  (g/m2)  (oCd)  (g/m2)  (g/m2)  (mm^2/g)
SRFFertiliserNil  2003-02-10  *  0.0387  0.0098  0.0091  92.92  57.49  211.84  512.65  2.69  3.59  0.56  1.92  6.08  0.162  1303.26  150.41  0.42  537.82  *  *  28813.85
SRFFertiliserNil  2003-02-26  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  728.79  *  *  *
SRFFertiliserNil  2003-03-11  *  0.0294  0.0066  0.0076  72.83  144.00  796.93  1230.59  2.10  2.14  0.96  6.06  9.15  0.205  3888.36  216.83  0.31  904.99  *  *  28451.42
SRFFertiliserNil  2003-03-25  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  *  1084.77  *  *  *
SRFFertiliserNil  2003-05-12  yield  *  *  0.0095  *  *  969.25  *  *  *  *  9.26  9.26  0.205  4731.81  *  *  1517.60  *  *  *
FSPNitrogen0  2000-06-14  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  7.41  *  173.83  *  *  *
FSPNitrogen0  2000-07-10  *  *  *  0.0120  *  *  23.23  *  *  *  *  0.28  0.28  0.164  141.20  23.23  *  431.18  *  *  *
FSPNitrogen0  2000-08-03  *  *  *  0.0111  *  *  130.55  *  *  *  *  1.45  1.45  0.181  719.14  33.00  *  650.48  *  *  *
FSPNitrogen0  2000-09-04  *  *  *  0.0117  *  *  209.96  *  *  *  *  2.45  2.45  0.199  1053.24  30.89  *  909.68  *  *  *
FSPNitrogen0  2000-10-16  yield  *  *  0.0148  *  *  247.41  *  *  *  *  3.65  3.65  0.194  1273.15  4.51  *  1344.38  *  *  *
FSPNitrogen472  2000-06-14  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  14.04  *  173.83  *  *  *
FSPNitrogen472  2000-07-10  *  *  *  0.0224  *  *  16.82  *  *  *  *  0.37  0.37  0.145  116.13  16.82  *  431.18  *  *  *
FSPNitrogen472  2000-08-03  *  *  *  0.0192  *  *  224.49  *  *  *  *  4.30  4.30  0.160  1396.60  113.75  *  650.48  *  *  *
FSPNitrogen472  2000-09-04  *  *  *  0.0181  *  *  470.09  *  *  *  *  8.46  8.46  0.178  2647.38  96.32  *  909.68  *  *  *
FSPNitrogen472  2000-10-16  yield  *  *  0.0207  *  *  537.97  *  *  *  *  11.14  11.14  0.180  2995.37  13.31  *  1344.38  *  *  *
FSPNitrogen350  2000-06-14  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  15.28  *  173.83  *  *  *
FSPNitrogen350  2000-07-10  *  *  *  0.0204  *  *  18.98  *  *  *  *  0.39  0.39  0.140  136.19  18.98  *  431.18  *  *  *
FSPNitrogen350  2000-08-03  *  *  *  0.0192  *  *  176.63  *  *  *  *  3.38  3.38  0.156  1129.63  88.77  *  650.48  *  *  *
FSPNitrogen350  2000-09-04  *  *  *  0.0189  *  *  437.36  *  *  *  *  8.25  8.25  0.177  2466.82  85.78  *  909.68  *  *  *
FSPNitrogen350  2000-10-16  yield  *  *  0.0218  *  *  534.72  *  *  *  *  11.61  11.61  0.180  2969.14  14.58  *  1344.38  *  *  *
FSPNitrogen242  2000-06-14  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  12.50  *  173.83  *  *  *
FSPNitrogen242  2000-07-10  *  *  *  0.0201  *  *  18.98  *  *  *  *  0.38  0.38  0.142  133.87  18.98  *  431.18  *  *  *
FSPNitrogen242  2000-08-03  *  *  *  0.0190  *  *  207.69  *  *  *  *  3.95  3.95  0.156  1335.65  103.28  *  650.48  *  *  *
FSPNitrogen242  2000-09-04  *  *  *  0.0183  *  *  454.99  *  *  *  *  8.29  8.29  0.174  2612.65  94.09  *  909.68  *  *  *
FSPNitrogen242  2000-10-16  yield  *  *  0.0204  *  *  512.78  *  *  *  *  10.48  10.48  0.180  2848.77  14.03  *  1344.38  *  *  *
FUE_SRFNitrogen0  2001-10-29  yield  *  *  0.0081  *  *  379.91  *  *  *  *  3.08  3.08  0.237  1598.08  *  *  1179.26  *  *  *
FUE_SRFNitrogen80  2001-10-29  yield  *  *  0.0100  *  *  702.76  *  *  *  *  7.05  7.05  0.229  3069.96  *  *  1179.26  *  *  *
FUE_SRFNitrogen160  2001-10-29  yield  *  *  0.0124  *  *  947.96  *  *  *  *  11.82  11.82  0.215  4410.84  *  *  1179.26  *  *  *
FUE_SRFNitrogen240  2001-10-29  yield  *  *  0.0144  *  *  984.35  *  *  *  *  14.15  14.15  0.209  4716.05  *  *  1179.26  *  *  *
FUE_SRFNitrogen480  2001-10-29  yield  *  *  0.0162  *  *  1009.11  *  *  *  *  16.40  16.40  0.200  5035.67  *  *  1179.26  *  *  *
FUE_NINitrogen0  2004-11-09  yield  *  *  0.0120  *  *  381.07  *  *  *  *  4.57  4.57  0.150  2562.21  *  *  1377.52  *  *  *
FUE_NINitrogen253  2004-11-09  yield  *  *  0.0179  *  *  780.02  *  *  *  *  13.94  13.94  0.127  6140.70  *  *  1377.52  *  *  *
FUE_NINitrogen368  2004-11-09  yield  *  *  0.0188  *  *  839.05  *  *  *  *  15.77  15.77  0.127  6631.98  *  *  1377.52  *  *  *
ParillaSowing23NovNitrogenLowN  2007-11-23  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing23NovNitrogenLowN  2008-01-14  *  0.0472  0.0296  0.0213  105.36  24.73  0.00  130.09  *  4.95  0.73  0.00  5.68  *  0.00  130.09  0.57  262.76  *  *  *
ParillaSowing23NovNitrogenLowN  2008-01-29  *  0.0312  0.0121  0.0139  126.35  48.72  130.83  305.90  *  3.89  0.59  1.79  6.27  0.146  899.78  175.07  0.45  439.27  *  *  *
ParillaSowing23NovNitrogenLowN  2008-02-13  *  0.0266  0.0129  0.0119  120.03  42.35  318.55  480.93  *  3.16  0.54  3.74  7.44  0.170  1872.23  162.38  0.37  616.28  *  *  *
ParillaSowing23NovNitrogenLowN  2008-02-28  *  0.0260  0.0087  0.0129  132.97  42.54  391.50  567.02  *  3.43  0.37  5.04  8.84  0.196  2008.93  175.52  0.38  795.11  *  *  *
ParillaSowing23NovNitrogenLowN  2008-03-05  yield  *  *  0.0132  *  *  493.95  493.95  *  *  *  7.10  7.10  0.192  2576.31  *  *  858.08  *  *  *
ParillaSowing23NovNitrogenMedN  2007-11-23  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing23NovNitrogenMedN  2008-01-14  *  0.0520  0.0385  0.0219  109.32  28.91  0.00  138.23  *  5.66  1.12  0.00  6.78  *  0.00  138.23  0.68  262.76  *  *  *
ParillaSowing23NovNitrogenMedN  2008-01-29  *  0.0392  0.0182  0.0179  141.14  64.76  121.33  327.23  *  5.54  1.18  2.16  8.88  0.134  908.43  205.90  0.67  439.27  *  *  *
ParillaSowing23NovNitrogenMedN  2008-02-13  *  0.0355  0.0150  0.0151  139.17  78.79  336.74  554.70  *  4.93  1.17  5.03  11.13  0.173  1946.64  217.96  0.61  616.28  *  *  *
ParillaSowing23NovNitrogenMedN  2008-02-28  *  0.0315  0.0107  0.0158  156.01  74.26  480.02  710.29  *  4.89  0.81  7.59  13.29  0.190  2526.30  230.27  0.57  795.11  *  *  *
ParillaSowing23NovNitrogenMedN  2008-03-05  yield  *  *  0.0161  *  *  541.18  541.18  *  *  *  8.71  8.71  0.189  2864.57  *  *  858.08  *  *  *
ParillaSowing23NovNitrogenHighN  2007-11-23  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing23NovNitrogenHighN  2008-01-14  *  0.0565  0.0411  0.0221  109.21  30.38  0.00  139.59  *  6.16  1.25  0.00  7.40  *  0.00  139.59  0.74  262.76  *  *  *
ParillaSowing23NovNitrogenHighN  2008-01-29  *  0.0459  0.0247  0.0198  151.96  72.55  105.99  330.51  *  6.84  1.74  2.06  10.65  0.131  809.80  224.51  0.86  439.27  *  *  *
ParillaSowing23NovNitrogenHighN  2008-02-13  *  0.0430  0.0218  0.0195  180.11  106.82  324.31  611.24  *  7.75  2.33  6.26  16.34  0.166  1946.64  286.93  1.01  616.28  *  *  *
ParillaSowing23NovNitrogenHighN  2008-02-28  *  0.0350  0.0166  0.0180  155.97  84.49  444.60  685.05  *  5.37  1.37  7.78  14.52  0.181  2410.37  240.45  0.67  795.11  *  *  *
ParillaSowing23NovNitrogenHighN  2008-03-05  yield  *  *  0.0182  *  *  547.85  547.85  *  *  *  9.92  9.92  0.182  3005.81  *  *  858.08  *  *  *
ParillaSowing3DecNitrogenLowN  2008-01-14  *  0.0524  0.0445  *  39.56  9.72  0.00  49.28  *  2.07  0.44  *  2.51  *  0.00  49.28  0.25  157.26  *  *  *
ParillaSowing3DecNitrogenLowN  2008-01-29  *  0.0527  0.0358  0.0203  106.39  42.54  28.57  177.49  *  5.63  1.55  0.59  7.76  0.078  403.17  148.93  0.72  333.77  *  *  *
ParillaSowing3DecNitrogenLowN  2008-02-13  *  0.0407  0.0215  0.0158  145.14  75.49  204.04  424.67  *  5.92  1.65  3.14  10.72  0.155  1302.95  220.63  0.76  510.79  *  *  *
ParillaSowing3DecNitrogenLowN  2008-02-28  *  0.0338  0.0114  0.0117  199.65  117.87  568.92  886.43  *  6.84  1.35  6.07  12.74  0.179  3175.18  317.51  0.82  689.61  *  *  *
ParillaSowing3DecNitrogenLowN  2007-12-03  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing3DecNitrogenLowN  2008-04-14  yield  *  *  0.0123  *  *  1014.17  1014.17  *  *  *  12.68  12.68  0.196  5175.15  *  *  1178.97  *  *  *
ParillaSowing3DecNitrogenMedN  2008-01-14  *  0.0532  0.0480  *  31.28  6.41  0.00  37.69  *  1.66  0.31  *  1.97  *  0.00  37.69  0.20  157.26  *  *  *
ParillaSowing3DecNitrogenMedN  2008-01-29  *  0.0543  0.0384  0.0212  127.70  44.80  22.70  195.20  *  6.93  1.70  0.47  9.10  0.072  354.72  172.50  0.86  333.77  *  *  *
ParillaSowing3DecNitrogenMedN  2008-02-13  *  0.0464  0.0280  0.0169  207.53  111.87  210.57  529.97  *  9.58  3.10  3.44  16.12  0.152  1373.89  319.40  1.27  510.79  *  *  *
ParillaSowing3DecNitrogenMedN  2008-02-28  *  0.0424  0.0198  0.0144  233.96  150.26  476.38  860.61  *  9.92  2.94  6.81  19.67  0.164  2891.40  384.22  1.29  689.61  *  *  *
ParillaSowing3DecNitrogenMedN  2007-12-03  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing3DecNitrogenMedN  2008-04-14  yield  *  *  0.0147  *  *  933.18  933.18  *  *  *  13.74  13.74  0.188  4997.82  *  *  1178.97  *  *  *
ParillaSowing3DecNitrogenHighN  2008-01-14  *  0.0539  0.0470  *  33.61  7.57  0.00  41.18  *  1.82  0.36  *  2.17  *  0.00  41.18  0.22  157.26  *  *  *
ParillaSowing3DecNitrogenHighN  2008-01-29  *  0.0547  0.0400  0.0208  128.48  55.31  29.79  213.58  *  7.04  2.22  0.61  9.88  0.076  442.97  183.79  0.93  333.77  *  *  *
ParillaSowing3DecNitrogenHighN  2008-02-13  *  0.0495  0.0307  0.0195  170.16  90.57  168.10  428.84  *  8.39  2.75  3.23  14.37  0.157  1060.70  260.73  1.11  510.79  *  *  *
ParillaSowing3DecNitrogenHighN  2008-02-28  *  0.0460  0.0243  0.0154  236.53  163.20  447.03  846.77  *  10.96  3.92  6.93  21.81  0.163  2754.71  399.74  1.49  689.61  *  *  *
ParillaSowing3DecNitrogenHighN  2007-12-03  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing3DecNitrogenHighN  2008-04-14  yield  *  *  0.0169  *  *  820.51  820.51  *  *  *  13.86  13.86  0.186  4421.51  *  *  1178.97  *  *  *
ParillaSowing17DecNitrogenLowN  2008-01-29  *  0.0559  0.0424  0.0271  38.86  8.20  26.25  73.31  *  2.17  0.35  0.71  3.22  0.096  273.39  47.06  0.25  167.57  *  *  *
ParillaSowing17DecNitrogenLowN  2008-02-13  *  0.0420  0.0220  0.0168  124.54  43.59  98.31  266.45  *  5.17  0.92  1.60  7.69  0.144  667.91  168.13  0.61  344.58  *  *  *
ParillaSowing17DecNitrogenLowN  2008-02-28  *  0.0322  0.0116  0.0120  145.74  75.67  305.51  526.91  *  4.68  0.88  3.59  9.15  0.168  1801.29  221.41  0.56  523.41  *  *  *
ParillaSowing17DecNitrogenLowN  2008-04-14  yield  *  *  0.0101  *  *  922.99  922.99  *  *  *  9.34  9.34  0.205  4489.43  *  *  1012.76  *  *  *
ParillaSowing17DecNitrogenLowN  2007-12-17  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing17DecNitrogenLowN  2008-03-27  *  0.0245  0.0075  0.0098  112.88  68.02  645.05  825.95  *  2.79  0.51  6.36  9.67  0.199  3256.51  180.90  0.33  793.11  *  *  *
ParillaSowing17DecNitrogenMedN  2008-01-29  *  0.0545  0.0393  0.0264  38.50  8.46  27.11  74.07  *  2.11  0.34  0.70  3.15  0.090  299.35  46.96  0.24  167.57  *  *  *
ParillaSowing17DecNitrogenMedN  2008-02-13  *  0.0470  0.0305  0.0180  122.77  42.92  81.08  246.77  *  5.75  1.29  1.42  8.45  0.144  551.98  165.69  0.70  344.58  *  *  *
ParillaSowing17DecNitrogenMedN  2008-02-28  *  0.0338  0.0140  0.0139  137.51  60.19  249.97  447.67  *  4.64  0.83  3.41  8.88  0.169  1465.60  197.70  0.55  523.41  *  *  *
ParillaSowing17DecNitrogenMedN  2008-04-14  yield  *  *  0.0122  *  *  827.57  827.57  *  *  *  10.12  10.12  0.203  4073.22  *  *  1012.76  *  *  *
ParillaSowing17DecNitrogenMedN  2007-12-17  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing17DecNitrogenMedN  2008-03-27  *  0.0234  0.0078  0.0119  121.78  59.57  613.23  794.57  *  2.84  0.47  7.25  10.56  0.198  3093.85  181.35  0.33  793.11  *  *  *
ParillaSowing17DecNitrogenHighN  2008-01-29  *  0.0555  0.0395  0.0262  57.15  15.15  31.88  104.18  *  3.22  0.61  0.83  4.66  0.097  325.30  72.30  0.38  167.57  *  *  *
ParillaSowing17DecNitrogenHighN  2008-02-13  *  0.0501  0.0348  0.0203  131.47  44.81  70.77  247.05  *  6.61  1.55  1.44  9.60  0.138  517.37  176.28  0.82  344.58  *  *  *
ParillaSowing17DecNitrogenHighN  2008-02-28  *  0.0387  0.0215  0.0145  163.93  81.96  250.64  496.54  *  6.34  1.79  3.61  11.74  0.173  1446.57  245.90  0.81  523.41  *  *  *
ParillaSowing17DecNitrogenHighN  2008-04-14  yield  *  *  0.0132  *  *  767.88  767.88  *  *  *  10.00  10.00  0.196  3918.82  *  *  1012.76  *  *  *
ParillaSowing17DecNitrogenHighN  2007-12-17  *  *  *  *  *  *  *  0.00  *  *  *  *  *  *  *  *  *  0.00  *  *  *
ParillaSowing17DecNitrogenHighN  2008-03-27  *  0.0262  0.0095  0.0138  135.36  89.15  646.36  870.87  *  3.61  0.88  9.12  13.61  0.194  3349.94  224.51  0.45  793.11  *  *  *
lynettsFertiliser1_Nil  1992-12-12  *  *  *  *  35.89  19.90  0.93  56.71  0.74  *  *  *  *  0.247  5.50  55.79  *  191.54  *  1.01  20748.21
lynettsFertiliser1_Nil  1992-12-28  *  0.0505  0.0230  0.0161  97.63  66.97  97.87  262.47  2.41  4.92  1.54  1.56  8.02  0.195  490.21  164.60  0.65  364.56  0.33  8.12  24581.82
lynettsFertiliser1_Nil  1993-01-11  *  *  *  *  124.94  103.62  308.62  537.18  3.45  *  *  *  *  0.168  1837.35  228.56  *  519.87  *  13.66  27477.85
lynettsFertiliser1_Nil  1993-01-25  *  0.0328  0.0087  0.0105  145.42  125.03  643.15  913.60  3.56  4.78  1.07  6.69  12.55  0.207  3107.60  270.45  0.59  698.18  0.19  9.04  24221.77
lynettsFertiliser1_Nil  1993-02-08  *  *  *  *  118.88  113.57  950.71  1183.17  3.09  *  *  *  *  0.225  4223.63  232.46  *  855.27  *  7.27  26154.13
lynettsFertiliser1_Nil  1993-02-23  *  0.0293  0.0065  0.0097  89.85  117.05  1136.14  1291.32  2.43  2.03  0.59  10.86  13.48  0.235  4829.92  206.90  0.26  1045.91  0.21  12.53  27278.96
lynettsFertiliser1_Nil  1993-03-09  *  *  *  *  48.13  110.07  1330.80  1489.01  0.94  *  *  *  *  0.250  5299.39  158.21  *  1224.96  *  41.53  14167.46
lynettsFertiliser1_Nil  1993-03-22  *  *  *  0.0103  0.00  0.00  1260.58  1260.58  0.00  *  *  12.92  12.92  0.243  5192.49  0.00  *  1363.27  0.00  *  *
lynettsFertiliser1_Nil  1993-04-05  *  *  *  *  0.00  0.00  1274.15  1274.15  0.00  *  *  *  *  0.249  5114.10  0.00  *  1496.85  *  86.07  *
lynettsFertiliser1_Nil  1993-06-02  yield  *  *  0.0102  0.00  0.00  1408.18  1408.18  0.00  *  *  14.40  14.40  0.262  5367.58  0.00  *  1919.49  *  *  *
lynettsFertiliser2_75kg_planting  1992-12-12  *  *  *  *  35.08  20.62  1.08  56.77  0.74  *  *  *  *  0.278  5.01  55.69  *  191.54  *  1.13  21209.53
lynettsFertiliser2_75kg_planting  1992-12-28  *  0.0510  0.0233  0.0184  98.86  73.57  52.26  224.69  2.59  5.04  1.72  0.96  7.72  0.182  286.24  172.44  0.68  364.56  0.31  9.27  26103.54
lynettsFertiliser2_75kg_planting  1993-01-11  *  *  *  *  159.69  102.69  259.15  521.53  3.94  *  *  *  *  0.161  1611.84  262.38  *  519.87  *  12.93  24644.37
lynettsFertiliser2_75kg_planting  1993-01-25  *  0.0374  0.0130  0.0130  174.13  163.23  639.05  976.42  4.44  6.48  2.12  8.31  16.90  0.190  3358.04  337.36  0.86  698.18  0.25  9.73  25399.90
lynettsFertiliser2_75kg_planting  1993-02-08  *  *  *  *  175.84  161.75  1080.99  1418.58  4.74  *  *  *  *  0.221  4892.14  337.59  *  855.27  *  15.92  26972.10
lynettsFertiliser2_75kg_planting  1993-02-23  *  0.0319  0.0085  0.0118  126.17  171.55  1483.66  1781.37  3.53  4.03  1.47  17.44  22.93  0.226  6567.51  297.71  0.55  1045.91  0.50  22.76  27593.54
lynettsFertiliser2_75kg_planting  1993-03-09  *  *  *  *  67.81  121.09  1503.29  1692.18  1.63  *  *  *  *  0.237  6332.24  188.90  *  1224.96  *  40.85  22919.22
lynettsFertiliser2_75kg_planting  1993-03-22  *  0.0265  0.0061  0.0124  19.13  82.97  1573.10  1649.67  0.46  0.49  0.48  19.44  20.16  0.237  6665.81  102.09  0.10  1363.27  0.95  80.78  *
lynettsFertiliser2_75kg_planting  1993-04-05  *  *  *  *  0.00  0.00  1652.30  1652.30  0.00  *  *  *  *  0.236  7005.04  0.00  *  1496.85  *  122.58  *
lynettsFertiliser2_75kg_planting  1993-06-02  yield  *  *  0.0138  0.00  0.00  1520.58  1520.58  0.00  *  *  21.00  21.00  0.246  6187.25  0.00  *  1919.49  *  *  *
lynettsFertiliser3_150kg_planting  1992-12-12  *  *  *  *  33.24  22.27  0.85  56.35  0.72  *  *  *  *  0.184  4.55  55.50  *  191.54  *  0.93  21315.06
lynettsFertiliser3_150kg_planting  1992-12-28  *  0.0521  0.0235  0.0193  94.61  75.50  44.57  214.68  2.60  4.94  1.78  0.85  7.57  0.177  245.01  170.11  0.67  364.56  0.20  5.50  27449.57
lynettsFertiliser3_150kg_planting  1993-01-11  *  *  *  *  131.03  110.18  248.74  489.95  3.57  *  *  *  *  0.165  1496.68  241.21  *  519.87  *  6.40  27069.01
lynettsFertiliser3_150kg_planting  1993-01-25  *  0.0427  0.0138  0.0145  176.83  163.86  633.97  974.66  4.61  7.57  2.28  9.19  19.04  0.189  3356.63  340.69  0.99  698.18  0.21  7.74  25796.92
lynettsFertiliser3_150kg_planting  1993-02-08  *  *  *  *  160.10  168.02  882.85  1210.97  4.32  *  *  *  *  0.207  4262.16  328.12  *  855.27  *  29.15  26707.49
lynettsFertiliser3_150kg_planting  1993-02-23  *  0.0370  0.0115  0.0136  129.82  135.95  1217.85  1483.62  3.13  4.80  1.55  16.55  22.91  0.215  5675.06  265.77  0.64  1045.91  0.24  10.55  23349.36
lynettsFertiliser3_150kg_planting  1993-03-09  *  *  *  *  97.76  133.44  1471.28  1702.49  2.61  *  *  *  *  0.224  6552.48  231.21  *  1224.96  *  29.17  26303.63
lynettsFertiliser3_150kg_planting  1993-03-22  *  0.0323  0.0090  0.0136  30.82  84.99  1564.49  1680.29  0.50  1.00  0.81  21.09  22.90  0.234  6660.93  115.80  0.18  1363.27  1.52  85.93  5260.88
lynettsFertiliser3_150kg_planting  1993-04-05  *  *  *  *  0.92  1.71  1611.67  1614.29  0.00  *  *  *  *  0.232  6940.79  2.63  *  1496.85  *  145.17  *
lynettsFertiliser3_150kg_planting  1993-06-02  yield  *  *  0.0155  0.00  0.00  1524.40  1524.40  0.00  *  *  23.62  23.62  0.242  6297.35  0.00  *  1919.49  *  *  *
lynettsFertiliser4_300kg_planting  1992-12-12  *  *  *  *  34.47  20.31  1.62  56.39  0.68  *  *  *  *  0.237  9.10  54.78  *  191.54  *  2.05  19607.57
lynettsFertiliser4_300kg_planting  1992-12-28  *  0.0547  0.0273  0.0191  84.17  65.48  41.47  191.13  2.15  4.60  1.78  0.80  7.18  0.166  248.30  149.66  0.64  364.56  0.30  7.15  25598.82
lynettsFertiliser4_300kg_planting  1993-01-11  *  *  *  *  152.17  127.91  233.78  513.87  4.13  *  *  *  *  0.166  1411.16  280.09  *  519.87  *  7.55  27200.24
lynettsFertiliser4_300kg_planting  1993-01-25  *  0.0421  0.0155  0.0146  153.56  127.87  550.43  831.87  4.41  6.47  1.97  8.02  16.47  0.192  2868.65  281.43  0.84  698.18  0.18  8.04  28860.77
lynettsFertiliser4_300kg_planting  1993-02-08  *  *  *  *  159.87  162.83  1067.67  1390.37  3.85  *  *  *  *  0.223  4756.86  322.70  *  855.27  *  16.78  23943.00
lynettsFertiliser4_300kg_planting  1993-02-23  *  0.0399  0.0127  0.0141  188.10  190.46  1357.89  1641.81  5.35  5.72  1.83  19.13  26.68  0.212  6447.16  378.56  0.75  1045.91  0.26  15.02  27604.22
lynettsFertiliser4_300kg_planting  1993-03-09  *  *  *  *  135.91  165.25  1674.93  1976.10  3.81  *  *  *  *  0.220  7599.46  301.17  *  1224.96  *  59.59  27857.88
lynettsFertiliser4_300kg_planting  1993-03-22  *  0.0340  0.0108  0.0152  59.87  126.04  1615.60  1801.51  1.08  2.02  1.37  24.51  27.90  0.224  7208.32  185.91  0.34  1363.27  0.89  41.83  5098.61
lynettsFertiliser4_300kg_planting  1993-04-05  *  *  *  *  9.02  40.11  1597.60  1646.74  0.03  *  *  *  *  0.222  7198.55  49.14  *  1496.85  *  117.24  *
lynettsFertiliser4_300kg_planting  1993-06-02  yield  *  *  0.0163  0.00  0.00  1573.18  1573.18  0.00  *  *  25.58  25.58  0.238  6629.63  0.00  *  1919.49  *  *  *
lynettsFertiliser5_75kg_split  1992-12-12  *  *  *  *  32.99  22.73  0.87  56.59  0.77  *  *  *  *  0.153  5.40  55.72  *  191.54  *  1.21  23427.63
lynettsFertiliser5_75kg_split  1992-12-28  *  0.0525  0.0248  0.0197  78.76  60.94  40.82  180.52  2.05  4.14  1.51  0.73  6.38  0.177  228.75  139.70  0.57  364.56  0.17  4.35  25791.60
lynettsFertiliser5_75kg_split  1993-01-11  *  *  *  *  116.08  99.04  218.05  433.17  3.20  *  *  *  *  0.169  1281.74  215.12  *  519.87  *  8.42  27476.67
lynettsFertiliser5_75kg_split  1993-01-25  *  0.0372  0.0117  0.0123  161.57  159.37  609.68  930.62  4.42  6.01  1.86  7.45  15.33  0.193  3141.27  320.94  0.79  698.18  0.16  7.65  27326.58
lynettsFertiliser5_75kg_split  1993-02-08  *  *  *  *  181.91  153.61  866.46  985.36  4.03  *  *  *  *  0.212  4085.80  335.52  *  855.27  *  11.42  20798.52
lynettsFertiliser5_75kg_split  1993-02-23  *  0.0358  0.0093  0.0120  126.62  131.30  1344.28  1602.21  3.52  4.52  1.21  16.09  21.81  0.229  5883.10  257.92  0.57  1045.91  0.25  12.36  26824.85
lynettsFertiliser5_75kg_split  1993-03-09  *  *  *  *  82.33  122.75  1505.54  1710.61  2.49  *  *  *  *  0.232  6501.08  205.07  *  1224.96  *  37.68  30468.20
lynettsFertiliser5_75kg_split  1993-03-22  *  0.0320  0.0079  0.0131  33.87  44.65  1457.40  1535.91  0.28  1.40  0.47  18.96  20.36  0.236  6177.79  78.52  0.19  1363.27  1.02  73.15  *
lynettsFertiliser5_75kg_split  1993-04-05  *  *  *  *  0.72  4.60  1588.71  1594.02  0.00  *  *  *  *  0.233  6778.37  5.32  *  1496.85  *  125.49  *
lynettsFertiliser5_75kg_split  1993-06-02  yield  *  *  0.0127  0.00  0.00  1520.38  1520.38  0.00  *  *  19.20  19.20  0.247  6145.83  0.00  *  1919.49  *  *  *
lynettsFertiliser6_150kg_split  1992-12-12  *  *  *  *  35.63  22.51  0.82  58.96  0.76  *  *  *  *  0.356  3.03  58.14  *  191.54  *  0.46  21519.87
lynettsFertiliser6_150kg_split  1992-12-28  *  0.0500  0.0254  0.0179  82.68  63.09  40.97  186.74  2.16  4.16  1.56  0.72  6.44  0.170  236.41  145.76  0.57  364.56  0.20  5.09  25901.98
lynettsFertiliser6_150kg_split  1993-01-11  *  *  *  *  171.03  150.31  284.54  605.88  3.81  *  *  *  *  0.169  1676.96  321.34  *  519.87  *  11.23  20945.08
lynettsFertiliser6_150kg_split  1993-01-25  *  0.0405  0.0137  0.0144  169.24  152.25  675.92  997.42  4.52  6.76  2.05  9.71  18.53  0.194  3498.48  321.49  0.88  698.18  0.14  6.94  26620.85
lynettsFertiliser6_150kg_split  1993-02-08  *  *  *  *  136.64  161.39  933.48  1231.51  3.14  *  *  *  *  0.208  4503.12  298.03  *  855.27  *  23.18  23122.66
lynettsFertiliser6_150kg_split  1993-02-23  *  0.0381  0.0112  0.0136  148.20  130.24  1188.17  1397.01  4.55  4.15  1.45  16.01  21.25  0.221  5380.22  278.45  0.70  1045.91  0.26  10.83  30106.13
lynettsFertiliser6_150kg_split  1993-03-09  *  *  *  *  95.95  120.11  1339.88  1555.94  2.65  *  *  *  *  0.229  5860.15  216.06  *  1224.96  *  24.54  26935.43
lynettsFertiliser6_150kg_split  1993-03-22  *  0.0341  0.0096  0.0132  53.26  95.36  1682.83  1831.44  1.01  1.73  0.91  22.17  24.80  0.233  7215.25  148.62  0.26  1363.27  0.96  50.86  *
