date,value1,value2,value3,value4,value5,value6
14 Jul 1991, 0.26854,0.31172,0.32692,0.32835,0.33496,0.33861
15 Jul 1991, 0.24105,0.29194,0.31646,0.31965,0.33572,0.34559
16 Jul 1991, 0.20883,0.26739,0.30026,0.31002,0.33324,0.34882
17 Jul 1991, 0.19027,0.24522,0.28147,0.29905,0.32836,0.34887
18 Jul 1991, 0.17788,0.22569,0.26125,0.28596,0.32099,0.34635
19 Jul 1991, 0.17017,0.21164,0.24397,0.27384,0.31305,0.34155
20 Jul 1991, 0.16824,0.19745,0.22898,0.26206,0.30448,0.33543
21 Jul 1991, 0.16546,0.19036,0.21692,0.25191,0.29633,0.32846
22 Jul 1991, 0.16408,0.18661,0.20809,0.24344,0.28887,0.32130
23 Jul 1991, 0.16902,0.18752,0.20234,0.23779,0.28302,0.31443
24 Jul 1991, 0.16529,0.18539,0.19881,0.23306,0.27792,0.30839
25 Jul 1991, 0.16241,0.18303,0.19816,0.22826,0.27374,0.30316
26 Jul 1991, 0.15879,0.18141,0.19828,0.22775,0.26949,0.29879
27 Jul 1991, 0.15532,0.17971,0.19801,0.22677,0.26757,0.29450
28 Jul 1991, 0.15847,0.17797,0.19715,0.22519,0.26535,0.29201
29 Jul 1991, 0.15456,0.17653,0.19647,0.22393,0.26349,0.29054
30 Jul 1991, 0.14972,0.17410,0.19448,0.22127,0.26084,0.28966
31 Jul 1991, 0.14702,0.17282,0.19373,0.22013,0.25934,0.28899
 1 Aug 1991, 0.15293,0.17230,0.19356,0.21967,0.25837,0.28832
 2 Aug 1991, 0.14995,0.17140,0.19292,0.21872,0.25713,0.28767
 3 Aug 1991, 0.14591,0.17036,0.19212,0.21760,0.25585,0.28702
 4 Aug 1991, 0.14093,0.16848,0.19025,0.21535,0.25387,0.28638
 5 Aug 1991, 0.17231,0.17297,0.18736,0.21176,0.25108,0.28574
 6 Aug 1991, 0.28568,0.22557,0.20453,0.21256,0.24852,0.28510
 7 Aug 1991, 0.22929,0.23551,0.21967,0.22141,0.24733,0.28446
 8 Aug 1991, 0.24734,0.24726,0.23313,0.23200,0.24885,0.28385
 9 Aug 1991, 0.21176,0.24095,0.23920,0.24061,0.25473,0.28331
10 Aug 1991, 0.19022,0.22920,0.23851,0.24599,0.26314,0.28291
11 Aug 1991, 0.17683,0.21696,0.23305,0.24761,0.27093,0.28393
12 Aug 1991, 0.16939,0.20558,0.22457,0.24561,0.27469,0.28785
13 Aug 1991, 0.16389,0.19184,0.21352,0.23949,0.27427,0.29155
14 Aug 1991, 0.15936,0.18593,0.20499,0.23425,0.27262,0.29291
15 Aug 1991, 0.16209,0.18244,0.19812,0.22923,0.26988,0.29278
16 Aug 1991, 0.16679,0.18095,0.19713,0.22692,0.26698,0.29106
17 Aug 1991, 0.16179,0.17949,0.19691,0.22578,0.26508,0.29002
18 Aug 1991, 0.15698,0.17807,0.19660,0.22467,0.26337,0.28939
19 Aug 1991, 0.15045,0.17536,0.19462,0.22180,0.26063,0.28876
20 Aug 1991, 0.14454,0.17282,0.19262,0.21912,0.25814,0.28812
21 Aug 1991, 0.17928,0.18131,0.19006,0.21540,0.25507,0.28747
22 Aug 1991, 0.17534,0.18706,0.19052,0.21495,0.25424,0.28681
23 Aug 1991, 0.17888,0.19187,0.19261,0.21278,0.25226,0.28616
24 Aug 1991, 0.18995,0.19852,0.19703,0.21043,0.24959,0.28551
25 Aug 1991, 0.17504,0.19782,0.20044,0.21081,0.24846,0.28486
26 Aug 1991, 0.16722,0.19135,0.20038,0.21098,0.24716,0.28422
27 Aug 1991, 0.16155,0.18635,0.19821,0.21008,0.24586,0.28359
28 Aug 1991, 0.23732,0.21448,0.20622,0.21183,0.24365,0.28298
29 Aug 1991, 0.20464,0.21842,0.21417,0.21808,0.24292,0.28236
30 Aug 1991, 0.20032,0.21906,0.21879,0.22596,0.24219,0.28176
31 Aug 1991, 0.21858,0.22661,0.22447,0.23263,0.24417,0.28119
 1 Sep 1991, 0.19028,0.22028,0.22521,0.23663,0.24816,0.28066
 2 Sep 1991, 0.17348,0.20987,0.22135,0.23786,0.25268,0.28020
 3 Sep 1991, 0.16784,0.19732,0.21552,0.23728,0.25677,0.27981
 4 Sep 1991, 0.16224,0.18771,0.20628,0.23258,0.25836,0.27947
 5 Sep 1991, 0.15533,0.18449,0.19982,0.22958,0.25833,0.27913
 6 Sep 1991, 0.14904,0.18132,0.19745,0.22707,0.25615,0.27876
 7 Sep 1991, 0.14082,0.17723,0.19492,0.22253,0.25326,0.27838
 8 Sep 1991, 0.13265,0.17329,0.19189,0.21806,0.25037,0.27797
 9 Sep 1991, 0.13159,0.17142,0.19082,0.21620,0.24898,0.27754
10 Sep 1991, 0.12544,0.16854,0.18831,0.21290,0.24674,0.27711
11 Sep 1991, 0.25993,0.21239,0.20020,0.21210,0.24484,0.27667
12 Sep 1991, 0.22551,0.22607,0.21315,0.21725,0.24318,0.27622
13 Sep 1991, 0.19407,0.22213,0.21971,0.22569,0.24241,0.27578
14 Sep 1991, 0.17485,0.21150,0.21877,0.23074,0.24330,0.27535
15 Sep 1991, 0.16633,0.19787,0.21303,0.23155,0.24468,0.27495
16 Sep 1991, 0.17175,0.19485,0.20687,0.22959,0.24510,0.27456
17 Sep 1991, 0.17085,0.19311,0.20250,0.22690,0.24411,0.27418
18 Sep 1991, 0.20326,0.20513,0.20605,0.22777,0.24346,0.27379
19 Sep 1991, 0.18282,0.20401,0.20731,0.22799,0.24299,0.27341
20 Sep 1991, 0.17056,0.19916,0.20650,0.22852,0.24275,0.27303
21 Sep 1991, 0.16247,0.18824,0.20150,0.22604,0.24139,0.27266
22 Sep 1991, 0.19913,0.20098,0.20336,0.22592,0.24006,0.27228
23 Sep 1991, 0.17505,0.19983,0.20409,0.22603,0.23874,0.27190
24 Sep 1991, 0.16420,0.18982,0.20107,0.22430,0.23713,0.27152
25 Sep 1991, 0.15738,0.18485,0.19624,0.22084,0.23565,0.27113
26 Sep 1991, 0.16112,0.18139,0.19431,0.21717,0.23452,0.27075
27 Sep 1991, 0.25908,0.22000,0.20629,0.21794,0.23298,0.27036
28 Sep 1991, 0.20829,0.22418,0.21569,0.22333,0.23189,0.26998
29 Sep 1991, 0.17781,0.21310,0.21600,0.22720,0.23148,0.26960
30 Sep 1991, 0.16455,0.19848,0.21057,0.22783,0.23155,0.26923
 1 Oct 1991, 0.15539,0.18888,0.20485,0.22753,0.23125,0.26887
 2 Oct 1991, 0.14574,0.18352,0.19733,0.22414,0.22999,0.26850
 3 Oct 1991, 0.13681,0.17867,0.19427,0.21859,0.22869,0.26814
 4 Oct 1991, 0.12698,0.17441,0.19105,0.21372,0.22738,0.26777
 5 Oct 1991, 0.11817,0.17060,0.18783,0.20937,0.22608,0.26741
 6 Oct 1991, 0.11390,0.16718,0.18472,0.20545,0.22481,0.26705
 7 Oct 1991, 0.13358,0.16421,0.18175,0.20187,0.22358,0.26669
 8 Oct 1991, 0.12340,0.16143,0.17895,0.19860,0.22238,0.26634
 9 Oct 1991, 0.11384,0.15883,0.17631,0.19559,0.22122,0.26598
10 Oct 1991, 0.10961,0.15644,0.17383,0.19280,0.22011,0.26563
11 Oct 1991, 0.10592,0.15424,0.17151,0.19022,0.21903,0.26528
12 Oct 1991, 0.10267,0.15221,0.16935,0.18782,0.21800,0.26493
13 Oct 1991, 0.09982,0.15034,0.16733,0.18559,0.21701,0.26459
14 Oct 1991, 0.09731,0.14858,0.16544,0.18351,0.21606,0.26425
15 Oct 1991, 0.09494,0.14693,0.16368,0.18157,0.21514,0.26391
16 Oct 1991, 0.09268,0.14539,0.16204,0.17976,0.21426,0.26358
17 Oct 1991, 0.09052,0.14396,0.16051,0.17806,0.21342,0.26324
18 Oct 1991, 0.08846,0.14261,0.15909,0.17648,0.21261,0.26292
19 Oct 1991, 0.08648,0.14136,0.15776,0.17499,0.21184,0.26259
20 Oct 1991, 0.08458,0.14018,0.15652,0.17360,0.21109,0.26227
21 Oct 1991, 0.08275,0.13909,0.15537,0.17229,0.21038,0.26195
22 Oct 1991, 0.08148,0.13807,0.15429,0.17107,0.20969,0.26163
23 Oct 1991, 0.07975,0.13712,0.15329,0.16992,0.20904,0.26132
24 Oct 1991, 0.07808,0.13623,0.15235,0.16884,0.20841,0.26101
25 Oct 1991, 0.13662,0.13601,0.15149,0.16783,0.20780,0.26071
26 Oct 1991, 0.16683,0.14308,0.15077,0.16688,0.20722,0.26040
27 Oct 1991, 0.16636,0.14957,0.15020,0.16599,0.20666,0.26010
28 Oct 1991, 0.15165,0.14848,0.14966,0.16516,0.20613,0.25981
29 Oct 1991, 0.14181,0.14715,0.14913,0.16437,0.20561,0.25951
30 Oct 1991, 0.12985,0.14568,0.14863,0.16363,0.20512,0.25922
31 Oct 1991, 0.16015,0.14713,0.14818,0.16294,0.20464,0.25893
 1 Nov 1991, 0.15138,0.14626,0.14775,0.16229,0.20418,0.25865
 2 Nov 1991, 0.14106,0.14513,0.14733,0.16168,0.20375,0.25836
 3 Nov 1991, 0.13089,0.14387,0.14693,0.16110,0.20332,0.25808
 4 Nov 1991, 0.20237,0.17743,0.14737,0.16056,0.20292,0.25781
 5 Nov 1991, 0.17965,0.18743,0.14977,0.16007,0.20253,0.25753
 6 Nov 1991, 0.16164,0.18382,0.15104,0.15962,0.20215,0.25726
 7 Nov 1991, 0.15080,0.17749,0.15121,0.15920,0.20179,0.25699
 8 Nov 1991, 0.13697,0.17203,0.15113,0.15881,0.20145,0.25672
 9 Nov 1991, 0.12476,0.16732,0.15087,0.15844,0.20111,0.25646
10 Nov 1991, 0.11352,0.16324,0.15051,0.15808,0.20079,0.25619
11 Nov 1991, 0.10660,0.15968,0.15008,0.15775,0.20048,0.25593
12 Nov 1991, 0.09648,0.15650,0.14961,0.15744,0.20018,0.25568
13 Nov 1991, 0.08668,0.15355,0.14912,0.15714,0.19990,0.25542
14 Nov 1991, 0.07750,0.15081,0.14861,0.15685,0.19962,0.25517
15 Nov 1991, 0.07001,0.14829,0.14811,0.15658,0.19935,0.25492
16 Nov 1991, 0.06376,0.14598,0.14761,0.15633,0.19910,0.25467
17 Nov 1991, 0.05451,0.14381,0.14713,0.15608,0.19885,0.25442
18 Nov 1991, 0.04419,0.14177,0.14665,0.15585,0.19861,0.25418
19 Nov 1991, 0.03414,0.13984,0.14620,0.15563,0.19838,0.25394
20 Nov 1991, 0.03031,0.13807,0.14576,0.15542,0.19816,0.25370
21 Nov 1991, 0.02594,0.13645,0.14535,0.15522,0.19794,0.25346
22 Nov 1991, 0.02311,0.13498,0.14495,0.15503,0.19774,0.25322
23 Nov 1991, 0.02307,0.13365,0.14457,0.15485,0.19754,0.25299
24 Nov 1991, 0.02303,0.13247,0.14422,0.15468,0.19735,0.25276
25 Nov 1991, 0.02300,0.13140,0.14389,0.15452,0.19716,0.25253
26 Nov 1991, 0.02297,0.13045,0.14357,0.15436,0.19698,0.25230
27 Nov 1991, 0.09228,0.13020,0.14328,0.15422,0.19681,0.25207
28 Nov 1991, 0.08145,0.13009,0.14302,0.15408,0.19664,0.25185
29 Nov 1991, 0.07217,0.13010,0.14277,0.15394,0.19648,0.25163
30 Nov 1991, 0.06284,0.13009,0.14255,0.15382,0.19632,0.25141
 1 Dec 1991, 0.05663,0.13009,0.14234,0.15370,0.19617,0.25119
 2 Dec 1991, 0.04481,0.13009,0.14215,0.15359,0.19603,0.25097
 3 Dec 1991, 0.03237,0.13009,0.14198,0.15348,0.19588,0.25075
 4 Dec 1991, 0.02904,0.13008,0.14182,0.15338,0.19575,0.25054
 5 Dec 1991, 0.02317,0.13008,0.14167,0.15328,0.19562,0.25033
 6 Dec 1991, 0.02208,0.13008,0.14154,0.15319,0.19549,0.25012
 7 Dec 1991, 0.02208,0.13008,0.14142,0.15310,0.19536,0.24991
 8 Dec 1991, 0.02208,0.13008,0.14130,0.15302,0.19524,0.24970
 9 Dec 1991, 0.02208,0.13008,0.14120,0.15294,0.19513,0.24949
10 Dec 1991, 0.02208,0.13008,0.14110,0.15287,0.19501,0.24929
11 Dec 1991, 0.27508,0.19600,0.14795,0.15283,0.19490,0.24909
12 Dec 1991, 0.21863,0.21182,0.17018,0.15303,0.19485,0.24888
13 Dec 1991, 0.23773,0.22885,0.19828,0.15383,0.19488,0.24868
14 Dec 1991, 0.27550,0.25572,0.22222,0.16724,0.19494,0.24849
15 Dec 1991, 0.22434,0.25297,0.23377,0.18736,0.19507,0.24829
16 Dec 1991, 0.18361,0.23495,0.23192,0.20650,0.19526,0.24809
17 Dec 1991, 0.16900,0.21858,0.22815,0.22032,0.19570,0.24790
18 Dec 1991, 0.16684,0.20058,0.22149,0.22835,0.19652,0.24771
19 Dec 1991, 0.18376,0.20351,0.21757,0.23241,0.19916,0.24752
20 Dec 1991, 0.16649,0.19594,0.21289,0.23276,0.20245,0.24734
21 Dec 1991, 0.15574,0.19090,0.20916,0.23346,0.20516,0.24716
22 Dec 1991, 0.15693,0.18821,0.20567,0.23296,0.20758,0.24698
23 Dec 1991, 0.14747,0.18700,0.20218,0.23202,0.20948,0.24682
24 Dec 1991, 0.13547,0.18559,0.20014,0.23087,0.21078,0.24665
25 Dec 1991, 0.12861,0.18415,0.19885,0.22976,0.21150,0.24649
26 Dec 1991, 0.11507,0.18269,0.19957,0.22749,0.21187,0.24633
27 Dec 1991, 0.10269,0.18147,0.19951,0.22561,0.21219,0.24618
28 Dec 1991, 0.09783,0.17998,0.19913,0.22332,0.21238,0.24602
29 Dec 1991, 0.09065,0.17867,0.19903,0.22132,0.21257,0.24587
30 Dec 1991, 0.08603,0.17737,0.19868,0.21950,0.21273,0.24572
31 Dec 1991, 0.08375,0.17622,0.19827,0.21793,0.21288,0.24557
 1 Jan 1992, 0.28361,0.22825,0.21366,0.22323,0.21305,0.24542
 2 Jan 1992, 0.22490,0.23937,0.22764,0.23243,0.21519,0.24528
 3 Jan 1992, 0.18675,0.23116,0.23240,0.23872,0.22082,0.24516
 4 Jan 1992, 0.17626,0.22085,0.23114,0.24224,0.22812,0.24507
 5 Jan 1992, 0.19507,0.22033,0.23009,0.24410,0.23612,0.24503
 6 Jan 1992, 0.21249,0.22781,0.23270,0.24637,0.24477,0.24507
 7 Jan 1992, 0.17917,0.22078,0.23078,0.24679,0.25324,0.24521
 8 Jan 1992, 0.16724,0.20402,0.22519,0.24579,0.26098,0.24546
 9 Jan 1992, 0.21363,0.21810,0.22523,0.24500,0.26810,0.24585
10 Jan 1992, 0.33343,0.27402,0.24797,0.25088,0.27430,0.25002
11 Jan 1992, 0.28290,0.28716,0.26726,0.26002,0.28081,0.25849
12 Jan 1992, 0.22023,0.27296,0.27254,0.26642,0.28640,0.27104
13 Jan 1992, 0.18417,0.24894,0.26557,0.26804,0.29030,0.28605
14 Jan 1992, 0.16715,0.21724,0.25060,0.26402,0.29147,0.29699
15 Jan 1992, 0.15592,0.19940,0.23374,0.25746,0.29031,0.30298
16 Jan 1992, 0.14287,0.19031,0.21942,0.24945,0.28705,0.30536
17 Jan 1992, 0.12953,0.18525,0.20855,0.24139,0.28245,0.30508
18 Jan 1992, 0.11604,0.18219,0.20072,0.23480,0.27763,0.30302
19 Jan 1992, 0.10286,0.17915,0.19654,0.22969,0.27320,0.30000
20 Jan 1992, 0.08903,0.17539,0.19477,0.22606,0.26773,0.29677
21 Jan 1992, 0.08055,0.17140,0.19217,0.22221,0.26398,0.29331
22 Jan 1992, 0.07544,0.16767,0.18938,0.21841,0.26045,0.29127
23 Jan 1992, 0.19670,0.19061,0.18994,0.21488,0.25721,0.29004
24 Jan 1992, 0.17070,0.19385,0.19364,0.21296,0.25513,0.28929
25 Jan 1992, 0.33367,0.25863,0.22281,0.22403,0.25439,0.28857
26 Jan 1992, 0.24793,0.26690,0.24358,0.23689,0.25834,0.28792
27 Jan 1992, 0.20027,0.25033,0.24867,0.24557,0.26654,0.28744
28 Jan 1992, 0.16789,0.22807,0.24172,0.24809,0.27249,0.29025
29 Jan 1992, 0.15453,0.20171,0.22847,0.24525,0.27484,0.29314
30 Jan 1992, 0.14241,0.19085,0.21624,0.24108,0.27524,0.29478
31 Jan 1992, 0.12921,0.18535,0.20668,0.23595,0.27385,0.29524
 1 Feb 1992, 0.16727,0.18599,0.20022,0.22992,0.27057,0.29465
 2 Feb 1992, 0.15484,0.18205,0.19666,0.22620,0.26738,0.29293
 3 Feb 1992, 0.13914,0.17759,0.19402,0.22237,0.26360,0.29110
