ApsimVersion = 7.10 r7fc53e8d02bde502a9365b74ca5d599e486e2c5e
Title = Maize_DRK_DRKFH40
           Date DaysAfterSowing          Stage        Biomass     GrainYield        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()             HI           TPLA           SPLA         Height
   (dd/mm/yyyy)          (days)             ()        (kg/ha)             ()        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)       (leaves)        (m2/m2)        (m2/m2)             ()        (kg/ha)      (g(N)/m2)             ()        (mm/mm)             ()           (m2)           (m2)           (mm)
     26/05/1991              96          8.154        14787.0        701.085        1734.10        1478.70         329.64         215.22         993.68         125.46          70.11          17.54           3.49           5.50           7.89           0.84           1.85           2.635       3699.963         20.183         18.069          3.379          1.146        195.916          124.1          1.627          1.000          3.969          0.047       5042.790       1709.739       2000.000
     27/05/1991              97          8.172        14932.4        873.603        1747.98        1493.24         328.98         215.22         990.96         125.46          87.36          17.63           3.49           5.50           7.58           0.80           2.30           2.635       3699.963         23.611         18.069          3.379          1.146        193.295          123.2          1.627          1.000          3.947          0.059       5042.790       1709.739       2000.000
     28/05/1991              98          8.190        15145.2       1046.146        1767.71        1514.52         328.32         214.33         994.99         125.46         104.61          17.88           3.48           5.48           7.41           0.75           2.76           2.635       3699.963         28.274         18.069          3.365          1.159        189.869          120.9          1.629          1.000          3.921          0.069       5021.943       1730.587       2000.000
     29/05/1991              99          8.207        15308.1       1205.791        1781.07        1530.81         327.67         212.05         995.31         125.46         120.58          18.17           3.47           5.43           7.32           0.72           3.18           2.635       3699.963         32.589         18.069          3.329          1.195        194.044          118.0          1.632          1.000          3.961          0.079       4968.662       1783.868       2000.000
     30/05/1991             100          8.222        15444.1       1358.723        1791.84        1544.41         327.01         209.87         993.62         125.46         135.87          18.49           3.47           5.39           7.27           0.69           3.58           2.635       3699.963         36.723         18.069          3.295          1.229        192.457          115.0          1.635          1.000          3.946          0.088       4917.621       1834.908       2000.000
     31/05/1991             101          8.237        15634.9       1500.236        1808.25        1563.49         326.36         207.86         998.56         125.46         150.02          18.78           3.46           5.34           7.21           0.66           3.95           2.635       3699.963         40.547         18.069          3.263          1.261        189.934          112.2          1.638          1.000          3.922          0.096       4870.391       1882.138       2000.000
     01/06/1991             102          8.253        15790.9       1653.349        1824.92        1579.09         329.61         205.68         998.84         125.46         165.33          19.08           3.47           5.30           7.14           0.63           4.36           2.635       3699.963         44.686         18.069          3.229          1.295        186.337          109.3          1.641          1.000          3.901          0.105       4819.290       1933.239       2000.000
     02/06/1991             103          8.267        15921.8       1791.240        1835.39        1592.18         328.95         203.71         998.14         125.46         179.12          19.36           3.47           5.26           7.08           0.61           4.72           2.635       3699.963         48.412         18.069          3.198          1.326        183.539          106.7          1.644          1.000          3.884          0.113       4773.269       1979.260       2000.000
     03/06/1991             104          8.282        16065.8       1928.231        1852.98        1606.58         334.09         201.76         998.84         125.46         192.82          19.62           3.49           5.22           7.00           0.58           5.08           2.635       3699.963         52.115         18.069          3.167          1.357        180.799          104.1          1.647          1.000          3.861          0.120       4727.549       2024.981       2000.000
     04/06/1991             105          8.295        16196.0       2058.416        1867.76        1619.60         337.71         199.91         998.84         125.46         205.84          19.86           3.51           5.18           6.92           0.56           5.42           2.635       3699.963         55.633         18.069          3.138          1.386        177.287          101.6          1.650          1.000          3.841          0.127       4684.100       2068.429       2000.000
     05/06/1991             106          8.310        16292.1       2204.232        1874.62        1629.21         337.04         197.83         993.87         125.46         220.42          20.14           3.52           5.13           6.83           0.54           5.81           2.635       3699.963         59.574         18.069          3.106          1.418        175.872           98.9          1.653          1.000          3.841          0.135       4635.434       2117.095       2000.000
     06/06/1991             107          8.328        16337.2       2374.002        1876.04        1633.72         336.36         195.41         981.41         125.46         237.40          20.47           3.53           5.08           6.74           0.51           6.25           2.635       3699.963         64.163         18.069          3.068          1.456        178.464           95.5          1.657          1.000          3.858          0.145       4578.774       2173.756       2000.000
     07/06/1991             108          8.345        16454.4       2538.010        1884.63        1645.44         335.69         192.96         976.72         125.46         253.80          20.80           3.54           5.03           6.66           0.49           6.69           2.635       3699.963         68.596         18.069          3.029          1.495        179.442           92.3          1.660          1.000          3.862          0.154       4521.249       2231.281       2000.000
     08/06/1991             109          8.360        16529.7       2686.037        1889.12        1652.97         335.02         190.59         969.45         125.46         268.60          21.10           3.54           4.98           6.59           0.47           7.08           2.635       3699.963         72.596         18.069          2.992          1.532        180.917           89.3          1.664          1.000          3.872          0.162       4465.718       2286.811       2000.000
     09/06/1991             110          8.375        16707.1       2823.532        1903.99        1670.71         334.35         188.39         973.45         125.46         282.35          21.38           3.53           4.93           6.53           0.46           7.44           2.635       3699.963         76.312         18.069          2.957          1.567        179.490           86.6          1.668          1.000          3.858          0.169       4414.139       2338.391       2000.000
     10/06/1991             111          8.389        16833.6       2958.885        1913.81        1683.36         333.68         186.22         972.56         125.46         295.89          21.65           3.53           4.89           6.46           0.44           7.80           2.635       3699.963         79.971         18.069          2.923          1.601        177.563           84.0          1.671          1.000          3.847          0.176       4363.363       2389.166       2000.000
     11/06/1991             112          8.404        17014.6       3101.611        1928.95        1701.46         333.01         183.93         976.39         125.46         310.16          21.95           3.53           4.84           6.39           0.42           8.17           2.635       3699.963         83.828         18.069          2.888          1.637        175.727           81.3          1.675          1.000          3.826          0.182       4309.821       2442.708       2000.000
     12/06/1991             113          8.416        17186.0       3225.008        1943.45        1718.60         332.35         181.96         981.19         125.46         322.50          22.20           3.52           4.79           6.34           0.41           8.50           2.635       3699.963         87.163         18.069          2.857          1.668        172.536           78.9          1.678          1.000          3.805          0.188       4263.531       2488.999       2000.000
     13/06/1991             114          8.427        17310.2       3325.856        1953.59        1731.02         331.68         180.34         983.52         125.46         332.59          22.41           3.51           4.76           6.29           0.40           8.76           2.635       3699.963         89.889         18.069          2.831          1.693        172.972           77.0          1.681          1.000          3.816          0.192       4225.699       2526.831       2000.000
     14/06/1991             115          8.439        17449.8       3445.472        1964.97        1744.98         331.02         178.43         985.52         125.46         344.55          22.65           3.51           4.72           6.23           0.39           9.08           2.635       3699.963         93.122         18.069          2.801          1.723        171.299           74.7          1.684          1.000          3.803          0.197       4180.826       2571.703       2000.000
     15/06/1991             116          8.453        17615.6       3573.949        1978.83        1761.56         330.36         176.37         989.25         125.46         357.39          22.92           3.50           4.67           6.17           0.38           9.42           2.635       3699.963         96.594         18.069          2.769          1.755        169.159           72.2          1.687          1.000          3.781          0.203       4132.630       2619.899       2000.000
     16/06/1991             117          8.467        17779.4       3715.415        1992.29        1777.94         329.70         174.11         991.49         125.46         371.54          23.21           3.49           4.62           6.10           0.37           9.79           2.635       3699.963        100.418         18.069          2.733          1.791        165.710           69.5          1.691          1.000          3.758          0.209       4079.561       2672.968       2000.000
     17/06/1991             118          8.482        17955.3       3855.983        2006.96        1795.53         329.04         171.86         995.01         125.46         385.60          23.49           3.49           4.57           6.02           0.35          10.16           2.635       3699.963        104.217         18.069          2.698          1.826        162.191           66.9          1.695          1.000          3.733          0.215       4026.829       2725.701       2000.000
     18/06/1991             119          8.497        18133.5       3996.017        2021.88        1813.35         328.38         169.61         998.83         125.46         399.60          23.75           3.48           4.52           5.92           0.34          10.53           2.635       3699.963        108.002         18.069          2.663          1.861        158.430           64.5          1.699          1.000          3.711          0.220       3974.297       2778.232       2000.000
     19/06/1991             120          8.509        18250.1       4112.502        2033.61        1825.01         330.31         167.75         998.84         125.46         411.25          23.95           3.48           4.48           5.82           0.33          10.83           2.635       3699.963        111.150         18.069          2.634          1.891        155.229           62.8          1.703          1.000          3.692          0.225       3930.599       2821.930       2000.000
     20/06/1991             121          8.523        18378.1       4253.225        2043.50        1837.81         329.65         165.50         997.57         125.46         425.32          23.95           3.47           4.31           5.58           0.32          11.21           2.635       3699.963        114.953         18.069          2.598          1.926        152.433           63.0          1.660          1.000          3.678          0.231       3877.809       2874.721       2000.000
     21/06/1991             122          8.541        18477.9       4424.280        2050.01        1847.79         328.99         162.68         990.45         125.46         442.43          23.95           3.46           4.25           5.45           0.31          11.35           2.565       3699.963        119.576         18.069          2.554          1.970        150.407           63.3          1.665          1.000          3.666          0.239       3811.907       2940.622       2000.000
     22/06/1991             123          8.556        18554.2       4571.885        2054.50        1855.42         328.33         160.22         983.31         125.46         457.19          23.95           3.46           4.20           5.35           0.30          11.46           2.506       3699.963        123.566         18.069          2.515          2.009        148.571           63.5          1.670          1.000          3.657          0.246       3754.055       2998.475       2000.000
     23/06/1991             124          8.568        18690.1       4685.583        2065.54        1869.01         327.67         158.31         985.54         125.46         468.56          23.95           3.45           4.16           5.20           0.30          11.62           2.480       3699.963        126.639         18.069          2.485          2.039        146.945           63.7          1.674          1.000          3.638          0.251       3709.492       3043.038       2000.000
     24/06/1991             125          8.582        18863.2       4821.840        2079.91        1886.32         327.02         156.03         989.22         125.46         482.18          23.95           3.44           4.11           5.01           0.29          11.81           2.450       3699.963        130.321         18.069          2.450          2.075        143.724           64.0          1.678          1.000          3.611          0.256       3656.086       3096.443       2000.000
     25/06/1991             126          8.599        19029.6       4982.833        2093.21        1902.96         326.36         153.34         989.77         125.46         498.28          23.95           3.43           4.05           4.79           0.28          12.05           2.417       3699.963        134.673         18.069          2.407          2.117        200.290           63.9          1.683          1.000          3.993          0.262       3592.986       3159.543       2000.000
     26/06/1991             127          8.615        19188.9       5138.163        2105.89        1918.89         325.71         150.74         990.16         125.46         513.82          23.95           3.43           3.99           4.58           0.27          12.27           2.387       3699.963        138.871         18.069          2.367          2.158        196.559           64.0          1.686          1.000          3.960          0.268       3532.106       3220.423       2000.000
     27/06/1991             128          8.629        19341.6       5267.549        2118.34        1934.16         325.06         148.58         992.49         125.46         526.75          23.95           3.42           3.93           4.42           0.26          12.45           2.364       3699.963        142.368         18.069          2.333          2.192        191.866           64.1          1.684          1.000          3.934          0.272       3481.394       3271.135       2000.000
     28/06/1991             129          8.643        19490.9       5408.493        2130.27        1949.09         324.41         146.22         993.33         125.46         540.85          23.95           3.41           3.85           4.25           0.26          12.65           2.340       3699.963        146.177         18.069          2.296          2.229        188.236           64.2          1.678          1.000          3.912          0.277       3426.152       3326.377       2000.000
     29/06/1991             130          8.659        19639.0       5555.507        2141.96        1963.90         323.76         143.76         993.43         125.46         555.55          23.95           3.41           3.76           4.08           0.26          12.86           2.316       3699.963        150.150         18.069          2.257          2.267        185.181           64.4          1.664          1.000          3.888          0.283       3368.531       3383.998       2000.000
     30/06/1991             131          8.674        19789.6       5701.838        2153.93        1978.96         323.11         141.31         993.86         125.46         570.18          23.95           3.40           3.65           3.92           0.26          13.07           2.293       3699.963        154.105         18.069          2.218          2.306        181.441           64.6          1.647          1.000          3.868          0.288       3311.178       3441.351       2000.000
     01/07/1991             132          8.685        19928.7       5811.650        2165.36        1992.87         322.47         139.48         996.79         125.46         581.17          23.95           3.39           3.57           3.81           0.26          13.23           2.277       3699.963        157.073         18.069          2.190          2.335        178.389           64.8          1.631          1.000          3.847          0.292       3268.138       3484.392       2000.000
     02/07/1991             133          8.698        20059.3       5931.056        2175.77        2005.93         321.82         137.48         997.91         125.46         593.11          23.95           3.39           3.48           3.69           0.26          13.40           2.259       3699.963        160.300         18.069          2.158          2.366        175.461           65.1          1.610          1.000          3.829          0.296       3221.338       3531.192       2000.000
     03/07/1991             134          8.711        20188.1       6058.870        2185.88        2018.81         321.18         135.34         998.01         125.46         605.89          23.95           3.38           3.37           3.57           0.26          13.58           2.242       3699.963        163.755         18.069          2.125          2.399        172.851           65.3          1.586          1.000          3.812          0.300       3171.242       3581.288       2000.000
     04/07/1991             135          8.724        20315.5       6182.978        2195.90        2031.55         320.54         133.27         998.34         125.46         618.30          23.95           3.37           3.26           3.46           0.26          13.76           2.226       3699.963        167.109         18.069          2.092          2.432        170.417           65.5          1.559          1.000          3.797          0.304       3122.721       3629.808       2000.000
     05/07/1991             136          8.738        20418.7       6314.651        2203.43        2041.87         319.90         131.13         995.49         125.46         631.47          23.95           3.37           3.19           3.34           0.26          13.91           2.203       3699.963        170.668         18.069          2.059          2.466        168.147           65.7          1.548          1.000          3.785          0.309       3072.547       3679.982       2000.000
     06/07/1991             137          8.751        20521.6       6445.934        2210.96        2052.16         319.26         128.99         992.66         125.46         644.59          23.95           3.36           3.10           3.24           0.26          14.06           2.181       3699.963        174.216         18.069          2.025          2.499        166.381           65.9          1.533          1.000          3.770          0.314       3022.522       3730.008       2000.000
     07/07/1991             138          8.763        20627.8       6558.117        2219.12        2062.78         318.62         127.17         992.06         125.46         655.81          23.95           3.35           3.01           3.15           0.26          14.21           2.166       3699.963        177.248         18.069          1.996          2.528        164.030           66.1          1.505          1.000          3.755          0.318       2979.775       3772.755       2000.000
     08/07/1991             139          8.777        20731.2       6688.785        2226.69        2073.12         317.98         125.05         989.33         125.46         668.88          23.95           3.35           2.92           3.05           0.26          14.36           2.146       3699.963        180.780         18.069          1.963          2.561        162.312           66.3          1.485          1.000          3.744          0.323       2929.984       3822.546       2000.000
     09/07/1991             140          8.789        20827.3       6806.596        2233.75        2082.73         317.34         123.13         987.16         125.46         680.66          23.95           3.34           2.83           2.97           0.26          14.49           2.129       3699.963        183.964         18.069          1.933          2.591        160.413           66.5          1.463          1.000          3.737          0.327       2885.092       3867.437       2000.000
     10/07/1991             141          8.799        20860.9       6904.121        2234.89        2086.09         316.71         121.54         980.77         125.46         690.41          23.95           3.33           2.80           2.92           0.26          14.54           2.106       3699.963        186.600         18.069          1.908          2.616        169.337           66.6          1.467          1.000          3.798          0.331       2847.930       3904.599       2000.000
     11/07/1991             142          8.810        20971.3       7006.328        2243.64        2097.13         316.08         119.88         981.59         125.46         700.63          23.95           3.33           2.69           2.85           0.26          14.69           2.096       3699.963        189.362         18.069          1.882          2.642        168.467           66.7          1.427          1.000          3.789          0.334       2808.984       3943.545       2000.000
     12/07/1991             143          8.822        21082.8       7122.174        2252.26        2108.28         315.44         118.00         981.15         125.46         712.22          23.95           3.32           2.56           2.77           0.26          14.85           2.085       3699.963        192.493         18.069          1.852          2.672        167.232           66.8          1.383          1.000          3.779          0.338       2764.841       3987.689       2000.000
     13/07/1991             144          8.835        21217.5       7249.355        2262.79        2121.75         314.81         115.69         981.90         125.46         724.94          23.95           3.31           2.41           2.69           0.26          15.03           2.073       3699.963        195.931         18.069          1.816          2.708        165.709           66.9          1.327          1.000          3.767          0.342       2710.682       4041.848       2000.000
     14/07/1991             145          8.845        21311.6       7350.782        2269.83        2131.16         314.18         113.94         981.17         125.46         735.08          23.95           3.31           2.30           2.63           0.26          15.16           2.063       3699.963        198.672         18.069          1.789          2.735        163.899           67.1          1.285          1.000          3.759          0.345       2669.765       4082.764       2000.000
     15/07/1991             146          8.856        21421.3       7451.138        2277.49        2142.13         313.56         111.27         982.10         125.46         745.11          23.95           3.30           2.16           2.58           0.26          15.31           2.054       3699.963        201.384         18.069          1.747          2.777        162.730           67.2          1.237          1.000          3.747          0.348       2607.164       4145.366       2000.000
     16/07/1991             147          8.866        21521.8       7553.305        2284.26        2152.18         312.93         108.61         981.93         125.46         755.33          23.95           3.29           2.03           2.52           0.26          15.44           2.044       3699.963        204.145         18.069          1.705          2.819        160.966           67.3          1.190          1.000          3.735          0.351       2544.832       4207.697       2000.000
     17/07/1991             148          8.876        21586.3       7642.746        2289.17        2158.63         312.30         107.69         979.44         125.46         764.27          23.95           3.29           1.97           2.47           0.26          15.53           2.032       3699.963        206.563         18.069          1.691          2.834        159.225           67.5          1.164          1.000          3.726          0.354       2523.300       4229.230       2000.000
     18/07/1991             149          8.885        21658.0       7736.648        2294.11        2165.80         311.68         106.08         977.22         125.46         773.66          23.95           3.28           1.88           2.42           0.26          15.64           2.021       3699.963        209.101         18.069          1.665          2.859        157.882           67.6          1.131          1.000          3.717          0.357       2485.691       4266.839       2000.000
     19/07/1991             150          8.899        21817.0       7865.398        2306.23        2181.70         311.05         102.93         980.25         125.46         786.54          23.95           3.27           1.74           2.36           0.26          15.78           2.007       3699.963        212.580         18.069          1.616          2.908        156.112           67.8          1.080          1.000          3.689          0.361       2411.855       4340.674       2000.000
     20/07/1991             151          8.912        21993.3       7989.248        2320.32        2199.33         310.43         100.02         985.49         125.46         798.92          23.95           3.27           1.62           2.30           0.26          15.92           1.992       3699.963        215.928         18.069          1.570          2.954        151.354           68.0          1.034          1.000          3.660          0.363       2343.504       4409.025       2000.000
     21/07/1991             152          8.926        22105.8       8123.345        2327.91        2210.58         309.81          96.98         983.33         125.46         812.33          23.95           3.26           1.50           2.24           0.26          16.05           1.975       3699.963        219.552         18.069          1.522          3.002        146.886           68.2          0.987          1.000          3.642          0.367       2272.256       4480.274       2000.000
     22/07/1991             153          8.936        22185.5       8220.594        2333.15        2218.55         309.19          94.86         981.58         125.46         822.06          23.95           3.25           1.42           2.20           0.26          16.13           1.963       3699.963        222.180         18.069          1.489          3.035        144.020           68.5          0.956          1.000          3.632          0.371       2222.780       4529.750       2000.000
     23/07/1991             154          8.946        22212.7       8316.419        2335.25        2221.27         308.57          94.86         974.71         125.46         831.64          23.95           3.25           1.42           2.16           0.26          16.17           1.945       3699.963        224.770         18.069          1.489          3.035        204.157           68.4          0.956          1.000          4.032          0.374       2222.780       4529.750       2000.000
     24/07/1991             155          8.954        22262.9       8400.291        2337.89        2226.29         307.96          93.10         971.35         125.46         840.03          23.95           3.24           1.36           2.12           0.26          16.24           1.934       3699.963        227.037         18.069          1.462          3.063        209.151           68.4          0.931          1.000          4.061          0.377       2181.409       4571.120       2000.000
     25/07/1991             156          8.963        22314.4       8483.871        2340.70        2231.44         307.34          91.38         968.14         125.46         848.39          23.95           3.23           1.30           2.09           0.26          16.31           1.923       3699.963        229.296         18.069          1.435          3.090        207.967           68.4          0.907          1.000          4.053          0.380       2141.252       4611.278       2000.000
     26/07/1991             157          8.972        22369.8       8568.134        2343.95        2236.98         306.73          89.70         965.25         125.46         856.81          23.95           3.23           1.25           2.06           0.26          16.38           1.911       3699.963        231.574         18.069          1.408          3.116        206.685           68.4          0.884          1.000          4.044          0.383       2101.819       4650.711       2000.000
     27/07/1991             158          8.980        22402.6       8643.447        2345.61        2240.26         306.11          88.69         961.00         125.46         864.34          23.95           3.22           1.21           2.03           0.26          16.42           1.900       3699.963        233.609         18.069          1.392          3.132        205.358           68.5          0.871          1.000          4.036          0.386       2078.175       4674.355       2000.000
     28/07/1991             159          8.990        22488.8       8738.873        2351.79        2248.88         305.50          86.87         960.08         125.46         873.89          23.95           3.22           1.15           2.02           0.26          16.47           1.885       3699.963        236.188         18.069          1.364          3.160        204.106           68.5          0.847          1.000          4.022          0.389       2035.380       4717.149       2000.000
     29/07/1991             160          9.000        22570.1       8838.406        2357.46        2257.01         304.89          85.02         958.26         125.46         883.84          23.95           3.21           1.10           2.02           0.26          16.50           1.867       3699.963        238.878         18.069          1.335          3.189        202.170           68.6          0.823          1.000          4.010          0.392       1992.085       4760.445       2000.000
     30/07/1991             161          9.000        22650.1       8943.132        2362.97        2265.01         304.28          83.14         955.79         125.46         894.31          23.95           3.20           1.04           2.01           0.26          16.54           1.849       3699.963        241.709         18.069          1.305          3.219        200.415           68.7          0.799          1.000          3.999          0.395       1947.965       4804.564       2000.000
     31/07/1991             162          9.318        22725.1       9039.520        2368.19        2272.51         303.67          81.46         953.65         125.46         903.95          23.95           3.20           1.00           2.01           0.26          16.57           1.833       3699.963        244.314         18.069          1.279          3.245        198.671           68.8          0.778          1.000          3.986          0.398       1908.745       4843.784       2000.000
     01/08/1991             163          9.514        22804.8       9119.143        2373.46        2280.48         303.06          79.38         953.65         125.46         911.91          23.95           3.19           0.94           2.00           0.26          16.61           1.821       3699.963        246.466         18.069          1.246          3.278        196.845           68.9          0.753          1.000          3.971          0.400       1859.927       4892.603       2000.000
     02/08/1991             164          9.716        22881.8       9196.228        2378.50        2288.18         302.46          77.31         953.65         125.46         919.62          23.95           3.18           0.88           2.00           0.26          16.63           1.809       3699.963        248.549         18.069          1.214          3.310        194.468           69.1          0.728          1.000          3.957          0.402       1811.575       4940.954       2000.000
     03/08/1991             165          9.884        22948.2       9262.569        2382.88        2294.82         301.85          75.67         953.65         125.46         926.26          23.95           3.18           0.84           2.00           0.26          16.66           1.798       3699.963        250.342         18.069          1.188          3.336        192.538           69.2          0.710          1.000          3.945          0.404       1772.979       4979.550       2000.000
     04/08/1991             166         10.000        23012.9       9327.248        2386.67        2301.29         301.25          73.59         953.65         125.46         932.72          23.95           3.17           0.79           2.00           0.26          16.68           1.789       3699.963        252.090         18.069          1.155          3.369        190.607           69.4          0.686          1.000          3.930          0.405       1724.419       5028.111       2000.000
     05/08/1991             167         11.000        23012.9       9327.248        2392.36        2301.29         306.94          73.59         953.65         125.46         932.72          23.95           3.16           0.79           2.00           0.26          16.68           1.789       3699.963        252.090         18.069          1.155          3.369        188.237           69.7          0.686          1.000          3.913          0.405       1724.419       5028.111       2000.000
