ApsimVersion = 7.10 r0
Title = Sorghum_WaterStress
           Date            Das          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT           SPLA     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)     n_sd_ratio     no3_demand
   (dd/mm/yyyy)         (days)             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)           (m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)
     25/05/1997            136          7.900         5528.6         523.62         552.86         175.05          11.66         239.02          97.89           0.00           6.62           3.16           0.29           0.39           1.79           0.70           0.00           0.000          0.000          0.000          0.000         17.102          0.202          3.610         14.099          157.8          1.941          1.000          3.006       3812.081       3610.341           0.63          0.991          1.163           0.58          0.000           0.01           0.00           0.03           0.04           0.00            0.00          0.000          3.639       3610.341         235.69           3.79           0.04          31.40         204.30           3.75          0.012          0.006          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.086           0.08           0.08           6.92          0.086          7.970         16.959         40.320         37.956         32.210         19.200          7.000          0.000          0.000          0.000        800.340           58.0           10.0            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.340          0.250          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.069          0.015          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.113           0.67
     26/05/1997            137          7.982         5534.1         523.87         553.41         174.75          11.66         239.57          97.89           0.00           6.68           3.23           0.29           0.39           1.81           0.73           0.00           0.000          0.000          0.000          0.000         17.102          0.202          3.610         13.218          157.2          1.941          1.000          2.998       3812.081       3610.341           0.60          0.929          1.240           0.55          0.000           0.01           0.00           0.03           0.03           0.00            0.00          0.000          3.473       3610.341         236.05           3.79           0.04          31.75         204.30           3.75          0.012          0.006          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.082           0.07           0.07           6.98          0.082          8.933         16.878         40.320         37.959         32.210         19.200          7.000          0.000          0.000          0.000        800.340           57.3           10.1            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.330          0.251          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.064          0.016          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.116           0.56
     27/05/1997            138          8.000         5538.4         523.98         553.84         174.44          11.66         239.99          97.89           0.00           6.73           3.29           0.31           0.39           1.86           0.73           0.00           0.000        351.936          0.000          0.000         17.102          0.202          3.610         12.406          156.7          1.941          1.000          2.990       3812.081       3610.341           0.46          0.871          1.163           0.42          0.000           0.01           0.00           0.05           0.00           0.00            0.00          0.000          3.519       3610.341         236.39           3.79           0.04          32.09         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.070           0.06           0.06           7.04          0.070          9.817         16.814         40.320         37.962         32.210         19.200          7.000          0.000          0.000          0.000        800.340           56.6           10.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.321          0.252          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.054          0.015          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.248           0.24
     28/05/1997            139          8.018         5544.2         524.22         554.42         174.09          11.66         240.35          97.89           0.23           6.78           3.35           0.32           0.39           1.91           0.73           0.00           1.111        929.587          0.643          0.000         17.102          0.202          3.610         11.540          156.2          1.941          1.000          2.981       3812.081       3610.341           0.59          0.813          1.163           0.59          0.000           0.02           0.00           0.05           0.00           0.00            0.00          0.000          4.116       3610.341         236.74           3.79           0.04          32.44         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.102           0.06           0.06           7.11          0.102         10.698         16.765         40.320         37.965         32.210         19.200          7.000          0.000          0.000          0.000        800.340           56.0           10.3            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.312          0.252          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.077          0.023          0.001          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.358           0.18
     29/05/1997            140          8.031         5551.6         524.60         555.16         173.74          11.66         240.54          97.89           0.77           6.82           3.41           0.34           0.39           1.96           0.72           0.01           1.336       1604.187          0.827          0.001         17.102          0.202          3.610         10.633          155.6          1.941          1.000          2.972       3812.081       3610.341           0.73          0.751          1.163           0.73          0.000           0.02           0.00           0.05           0.00           0.00            0.00          0.000          4.602       3610.341         237.09           3.79           0.04          32.79         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.125           0.06           0.06           7.17          0.125         11.607         16.737         40.320         37.968         32.210         19.200          7.000          0.000          0.000          0.000        800.340           55.4           10.4            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.303          0.252          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.091          0.031          0.001          0.000          0.002          0.000         -0.000         -0.000         -0.000         -0.000          0.574           0.11
     30/05/1997            141          8.043         5556.7         524.77         555.67         173.40          11.66         240.44          97.89           1.39           6.84           3.44           0.34           0.39           1.98           0.71           0.02           1.673       2258.590          0.867          0.003         17.102          0.202          3.610          9.997          155.5          1.941          1.000          2.965       3812.081       3610.341           0.52          0.703          0.853           0.52          0.000           0.01           0.00           0.02           0.00           0.00            0.00          0.000          3.947       3610.341         237.44           3.79           0.04          33.14         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.070           0.03           0.03           7.20          0.070         12.305         16.726         40.321         37.971         32.211         19.200          7.000          0.000          0.000          0.000        800.340           55.2           10.4            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.296          0.253          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.049          0.019          0.001          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.618           0.04
     31/05/1997            142          8.052         5560.1         524.76         556.01         173.05          11.66         240.26          97.89           1.91           6.85           3.45           0.34           0.39           1.97           0.70           0.04           1.846       2686.779          0.845          0.003         17.102          0.202          3.610         12.698          155.5          1.941          1.000          2.993       3812.081       3610.341           0.34          0.889          1.085           0.34          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          1.868       3610.341         237.79           3.79           0.04          33.49         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.030           0.01           0.01           7.20          0.030          9.702         16.664         40.320         37.974         32.211         19.200          7.000          0.000          0.000          0.000        800.340           55.0           10.6            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.323          0.253          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.023          0.006          0.000          0.000          0.000          0.000         -0.000         -0.000         -0.000         -0.000          0.676           0.01
     01/06/1997            143          8.061         5564.4         524.84         556.44         172.70          11.66         239.99          97.89           2.61           6.85           3.45           0.35           0.39           1.97           0.69           0.05           1.982       3179.600          0.970          0.005         17.102          0.202          3.610         11.978          155.5          1.941          1.000          2.985       3812.081       3610.341           0.43          0.839          1.085           0.43          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.000          2.206       3610.341         238.13           3.79           0.04          33.83         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.039           0.01           0.01           7.21          0.039         10.473         16.604         40.319         37.976         32.211         19.200          7.000          0.000          0.000          0.000        800.340           55.0           10.7            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.315          0.254          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.029          0.009          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          1.000           0.00
     02/06/1997            144          8.068         5567.1         524.77         556.71         172.36          11.66         239.69          97.89           3.17           6.86           3.45           0.34           0.39           1.97           0.68           0.07           2.081       3543.157          0.997          0.006         17.102          0.202          3.610         11.229          155.5          1.941          1.000          2.978       3812.081       3610.341           0.27          0.787          1.163           0.27          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.000          2.402       3610.341         238.48           3.79           0.05          34.18         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.035           0.00           0.00           7.21          0.035         11.269         16.559         40.318         37.979         32.210         19.200          7.000          0.000          0.000          0.000        800.340           54.9           10.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.307          0.254          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.025          0.009          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          1.000           0.00
     03/06/1997            145          8.077         5570.9         524.80         557.09         172.01          11.66         239.25          97.89           3.99           6.86           3.46           0.34           0.39           1.96           0.67           0.09           2.178       4019.821          1.126          0.007         17.102          0.202          3.610         10.540          155.5          1.941          1.000          2.971       3812.081       3610.341           0.38          0.739          1.008           0.38          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          2.977       3610.341         238.82           3.79           0.05          34.52         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.051           0.01           0.01           7.22          0.051         11.977         16.524         40.317         37.982         32.210         19.200          7.000          0.000          0.000          0.000        800.340           54.8           10.8            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.300          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.036          0.014          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.000           0.00
     04/06/1997            146          8.087         5574.1         524.78         557.41         171.67          11.66         238.68          97.89           4.89           6.87           3.46           0.34           0.39           1.95           0.67           0.11           2.269       4504.563          1.216          0.009         17.102          0.202          3.610         10.173          155.5          1.941          1.000          2.967       3812.081       3610.341           0.33          0.712          0.853           0.33          0.000           0.00           0.00           0.00           0.00           0.00            0.00          0.000          2.311       3610.341         239.17           3.79           0.05          34.87         204.30           3.75          0.012          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.032           0.00           0.00           7.23          0.032         12.386         16.498         40.316         37.984         32.209         19.200          7.000          0.000          0.000          0.000        800.340           54.8           10.9            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.296          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.022          0.009          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.000           0.00
     05/06/1997            147          8.098         5579.7         525.00         557.97         171.32          11.66         237.97          97.89           6.16           6.88           3.48           0.34           0.39           1.94           0.65           0.14           2.333       5090.294          1.367          0.011         17.102          0.202          3.610         10.171          155.5          1.941          1.000          2.967       3812.081       3610.341           0.56          0.716          1.085           0.56          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          3.917       3610.341         239.51           3.80           0.05          35.21         204.30           3.75          0.012          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.090           0.01           0.01           7.24          0.090         12.360         16.469         40.315         37.987         32.209         19.200          7.000          0.000          0.000          0.000        800.340           54.6           11.0            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.296          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.062          0.026          0.001          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.000           0.00
     06/06/1997            148          8.108         5583.1         525.00         558.31         170.98          11.66         237.12          97.89           7.35           6.89           3.48           0.34           0.39           1.93           0.64           0.18           2.405       5615.431          1.444          0.013         17.102          0.202          3.610          9.624          155.5          1.941          1.000          2.962       3812.081       3610.341           0.34          0.675          0.775           0.34          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          3.339       3610.341         239.85           3.80           0.05          35.55         204.30           3.75          0.012          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.048           0.01           0.01           7.25          0.048         12.952         16.462         40.314         37.990         32.209         19.200          7.000          0.000          0.000          0.000        800.340           54.6           11.0            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.290          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.032          0.015          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.000           0.00
     07/06/1997            149          8.122         5589.7         525.31         558.97         170.64          11.66         235.89          97.89           9.23           6.90           3.49           0.34           0.39           1.90           0.63           0.23           2.464       6346.585          1.644          0.017         17.102          0.202          3.610          9.907          155.4          1.941          1.000          2.965       3812.081       3610.341           0.65          0.698          0.930           0.65          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          4.412       3610.341         240.19           3.80           0.05          35.89         204.30           3.75          0.012          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.088           0.01           0.01           7.26          0.088         12.649         16.442         40.313         37.992         32.209         19.200          7.000          0.000          0.000          0.000        800.340           54.5           11.1            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.293          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.059          0.026          0.001          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.000           0.00
     08/06/1997            150          8.130         5593.1         525.31         559.31         170.30          11.66         235.02          97.89          10.44           6.91           3.50           0.34           0.39           1.88           0.62           0.26           2.501       6774.774          1.645          0.019         17.102          0.202          3.610          9.194          155.4          1.941          1.000          2.958       3812.081       3610.341           0.34          0.644          1.085           0.34          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          2.366       3610.341         240.54           3.80           0.05          36.24         204.30           3.75          0.012          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.039           0.01           0.01           7.27          0.039         13.409         16.441         40.312         37.995         32.209         19.200          7.000          0.000          0.000          0.000        800.340           54.4           11.1            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.286          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.025          0.012          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.726           0.01
     09/06/1997            151          8.139         5596.9         525.34         559.69         169.96          11.66         234.02          97.89          11.82           6.92           3.51           0.34           0.39           1.87           0.62           0.30           2.534       7231.240          1.744          0.021         17.102          0.202          3.610          8.469          155.4          1.941          1.000          2.950       3812.081       3610.341           0.38          0.594          1.085           0.38          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          2.588       3610.341         240.88           3.80           0.05          36.58         204.30           3.75          0.012          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.045           0.01           0.01           7.28          0.045         14.135         16.434         40.311         37.998         32.209         19.200          7.000          0.000          0.000          0.000        800.340           54.3           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.278          0.256          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.028          0.016          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.658           0.02
     10/06/1997            152          8.148         5600.5         525.37         560.05         169.62          11.66         232.96          97.89          13.24           6.94           3.53           0.34           0.39           1.85           0.61           0.34           2.564       7679.626          1.832          0.024         17.102          0.202          3.610          7.732          155.3          1.941          1.000          2.943       3812.081       3610.341           0.37          0.543          1.085           0.37          0.000           0.00           0.00           0.02           0.00           0.00            0.00          0.000          3.036       3610.341         241.22           3.80           0.05          36.92         204.30           3.75          0.012          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.053           0.02           0.02           7.30          0.053         14.860         16.436         40.310         38.000         32.209         19.200          7.000          0.000          0.000          0.000        800.340           54.2           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.271          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.031          0.020          0.001          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.636           0.03
     11/06/1997            153          8.157         5604.6         525.44         560.46         169.28          11.66         231.69          97.89          14.93           6.96           3.55           0.34           0.39           1.83           0.60           0.39           2.594       8079.041          1.944          0.027         17.102          0.202          3.610          7.219          155.1          1.941          1.000          2.938       3812.081       3610.341           0.41          0.508          1.008           0.41          0.000           0.00           0.00           0.02           0.00           0.00            0.00          0.000          3.563       3610.341         241.56           3.80           0.05          37.26         204.30           3.75          0.010          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.066           0.02           0.02           7.31          0.066         15.347         16.447         40.311         38.000         32.210         19.200          7.000          0.000          0.000          0.000        800.340           54.1           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.266          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.037          0.027          0.001          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.651           0.03
     12/06/1997            154          8.167         5609.0         525.55         560.90         168.94          11.66         230.42          97.89          16.64           6.98           3.57           0.34           0.39           1.82           0.59           0.44           2.616       8079.041          2.060          0.030         17.102          0.202          3.610          6.407          155.0          1.941          1.000          2.930       3812.081       3610.341           0.44          0.452          1.163           0.44          0.000           0.00           0.00           0.02           0.00           0.00            0.00          0.000          3.422       3610.341         241.89           3.80           0.05          37.59         204.30           3.75          0.008          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.070           0.02           0.02           7.34          0.070         16.129         16.470         40.311         38.000         32.212         19.200          7.000          0.000          0.000          0.000        800.340           53.9           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.258          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.035          0.032          0.001          0.000          0.002          0.000         -0.000         -0.000         -0.000         -0.000          0.630           0.03
     13/06/1997            155          8.175         5610.1         525.32         561.01         168.60          11.66         229.19          97.89          17.97           6.99           3.58           0.34           0.39           1.79           0.58           0.48           2.647       8079.041          2.225          0.032         17.102          0.202          3.610          6.156          154.9          1.935          1.000          2.927       3812.081       3610.341           0.11          0.430          0.388           0.11          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          2.247       3610.341         242.23           3.80           0.05          37.93         204.30           3.75          0.008          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.012           0.01           0.01           7.35          0.012         16.406         16.500         40.313         38.000         32.213         19.200          7.000          0.000          0.000          0.000        800.340           53.9           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.256          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.006          0.006          0.000          0.000          0.000          0.000         -0.000         -0.000         -0.000         -0.000          0.344           0.04
     14/06/1997            156          8.186         5614.4         525.28         561.44         168.27          11.53         227.49          97.89          20.10           7.01           3.59           0.34           0.38           1.77           0.58           0.53           2.649       8079.041          2.488          0.036         17.102          0.200          3.613          7.024          154.7          1.900          1.000          2.936       3812.081       3612.516           0.43          0.492          0.775           0.43          0.000           0.00           0.00           0.02           0.00           0.00            0.00          0.002          2.664       3612.516         242.69           3.81           0.05          38.27         204.43           3.75          0.010          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.031           0.02           0.02           7.37          0.031         15.521         16.497         40.313         38.000         32.214         19.200          7.000          0.000          0.000          0.000        800.340           53.7           11.1            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.265          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.017          0.013          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.440           0.04
     15/06/1997            157          8.190         5614.8         524.94         561.48         167.93          11.48         226.83          97.89          20.80           7.02           3.60           0.34           0.38           1.76           0.57           0.55           2.657       8079.041          2.575          0.037         17.102          0.199          3.613          6.637          154.7          1.887          1.000          2.932       3812.081       3613.308           0.04          0.463          0.997           0.04          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.001          0.982       3613.308         243.08           3.81           0.05          38.61         204.47           3.75          0.009          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.003           0.01           0.01           7.37          0.003         15.927         16.505         40.313         38.000         32.214         19.200          7.000          0.000          0.000          0.000        800.340           53.7           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.261          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.002          0.001          0.000          0.000          0.000          0.000         -0.000         -0.000         -0.000         -0.000          0.124           0.05
     16/06/1997            158          8.196         5615.9         524.71         561.59         167.59          11.48         225.92          97.89          21.82           7.03           3.61           0.34           0.38           1.75           0.57           0.58           2.673       8079.041          2.701          0.039         17.102          0.199          3.613          6.805          154.6          1.887          1.000          2.934       3812.081       3613.308           0.11          0.475          0.688           0.11          0.000           0.00           0.00           0.01           0.00           0.00            0.00          0.000          1.834       3613.308         243.41           3.81           0.05          38.94         204.47           3.75          0.009          0.007          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.012           0.01           0.01           7.39          0.012         15.755         16.500         40.314         38.000         32.215         19.200          7.000          0.000          0.000          0.000        800.340           53.6           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.262          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.007          0.005          0.000          0.000          0.000          0.000         -0.000         -0.000         -0.000         -0.000          0.236           0.05
     17/06/1997            159          8.207         5620.7         524.86         562.07         167.26          11.48         224.49          97.89          23.73           7.05           3.63           0.33           0.37           1.73           0.56           0.64           2.684       8079.041          2.938          0.042         17.102          0.199          3.613          8.670          154.4          1.879          1.000          2.952       3812.081       3613.308           0.48          0.608          1.070           0.48          0.000           0.00           0.00           0.02           0.00           0.00            0.00          0.000          2.484       3613.308         243.75           3.81           0.06          39.28         204.47           3.75          0.012          0.008          0.000          0.000          0.001          0.000          0.000          0.000          0.000          0.000        800.340             1.000             1.000             1.000             1.000             1.000             0.000             0.000             0.000             0.000              0.000          0.045           0.02           0.02           7.41          0.045         13.874         16.482         40.314         38.000         32.215         19.200          7.000          0.000          0.000          0.000        800.340           53.4           11.2            5.8            2.5            3.3            4.5           11.6           18.5           19.3           24.4          0.281          0.255          0.258          0.270          0.269          0.304          0.335          0.330          0.320          0.330          0.028          0.015          0.000          0.000          0.001          0.000         -0.000         -0.000         -0.000         -0.000          0.442           0.06
